Restaurant URL,Name,Address,Cuisine,Area,Contact Number
https://www.zomato.com/surat/jalaram-khichdi-restaurant-piplod/order,Jalaram Khichdi Restaurant,"Shop L 17, 18, 19, Anmol Complex, Near Sargam Shopping Centre, Piplod, Surat","Gujarati, North Indian, Kathiyawad, Kathiyawadi",Piplod,"+919327593300, +919825150666"
https://www.zomato.com/surat/janta-thali-restaurant-piplod/order,Janta Thali Restaurant,"B-52, Shramjivi Society, Vibhag 2, Opposite Passport Office, Piplod, Surat","North Indian, Chinese, Fast Food, Biryan, Biryani",Piplod,"+919352642221, +919725859422"
https://www.zomato.com/surat/de-khana-khazana-piplod/order,De Khana Khazana,"B 52, Shramjivi Society- 2, Umra Gaam, Opposite Passport Office, Piplod, Surat","North Indian, Gujarat, Gujarati",Piplod,'+919352642221
https://www.zomato.com/surat/shree-sahjanand-food-piplod/order,Shree Sahjanand Food,"B/52, Talav Faliya, Sharmjivi Society 2, Piplod, Surat","North Indian, Chinese, Fast Foo, Fast Food",Piplod,'+919352642221
https://www.zomato.com/surat/amdavadi-tawa-fry-piplod/order,Amdavadi Tawa Fry,"Floral Park, Near Prabhu Benkar Hospital, Piplod, Surat","North Indian, Mughla, Mughlai",Piplod,'+917990459150
https://www.zomato.com/surat/patiala-shahi-tandoori-night-piplod/order,Patiala Shahi Tandoori Night,"Plot B/71, SOC 2, Shramjivi, Umragam, Piplod, Surat","North Indian, Chinese, Mughla, Mughlai",Piplod,"+919375910989, +919712710989"
https://www.zomato.com/surat/binayak-fast-food-piplod/order,Binayak Fast Food,"Shop 9, 37A, Vasudev Complex, Near Reliance Township, Piplod, Surat","Fast Food, Street Food, Beverages, Shak, Shake",Piplod,'+919974364572
https://www.zomato.com/surat/masala-canteen-2-piplod/order,Masala Canteen,"5, Ground Floor, International Business Center, Piplod, Surat","North Indian, Chinese, Desserts, Beverages, Sichua, Sichuan",Piplod,"+918200801195, +912614004036, +912614004037"
https://www.zomato.com/surat/a-one-cold-coco-and-juice-corner-piplod/order,A One Cold Coco And Juice Corner,"Sargam Shopping Center, Parle Point, Piplod, Surat","Beverages, Juices, Ice Cream, Shak, Shake",Piplod,"+917016290880, +919377715371"
https://www.zomato.com/surat/cream-n-trust-piplod/order,Cream N Trust,"Shop no.19, Umra, Govindji park, piplod Surat., Piplod, Surat","Baker, Bakery",Piplod,'+918000111364
