Restaurant URL,Name,Address,Cuisine,Area,Contact Number
https://www.zomato.com/surat/natural-ice-cream-city-light/order,Natural Ice Cream,"Shop G-3, G-4, Ground Floor, Golden Square Complex, Umera Jakat Naka, Umra City Light, Surat, Gurjat","Desserts, Ice Crea, Ice Cream",City Light,'+919892989762
https://www.zomato.com/surat/the-belgian-waffle-co-city-light/order,The Belgian Waffle Co.,"l6, Royal Palace, Ghod Dod Road, Opposite Abhinandan AC Market, City Light, Surat","Waffle, Pancake, Ice Cream, Desserts, Beverage, Beverages",City Light,'+919724524220
https://www.zomato.com/surat/shiv-shakti-sweets-snacks-city-light/order,Shiv Shakti Sweets & Snacks,"Sweet Home Building, Ghod Dod Road, Near City Light, Surat","Mithai, Street Foo, Street Food",City Light,'+912612652300
https://www.zomato.com/surat/jani-locho-khaman-house-city-light/order,Jani Locho & Khaman House,"13-A, Plot 1A, Shrungar Society, Parle Point Main Road, City Light, Surat","Gujarat, Gujarati",City Light,'+919925549000
https://www.zomato.com/surat/karnavati-dabeli-centre-city-light/order,Karnavati Dabeli Centre,"Royal Palace, Ghod Dod Road, City Light, Surat","Street Food, Sandwich, Beverage, Beverages",City Light,'+918460709382
https://www.zomato.com/surat/desserts-more-city-light/order,Desserts & More,"G24, Siddhi Shopping Complex, Surat Municipal Corporation, City Light, Surat","Desserts, Ice Cream, Shake, Beverage, Beverages",City Light,'+919327689718
https://www.zomato.com/surat/thalaivaa-1-city-light/order,Thalaivaa,"Shop 7, 8, 21, Lower Ground Floor, Meghmayar Plaza, Near Surat Municipal Corporation, City Light, Surat","South Indian, Desserts, Beverage, Beverages",City Light,'+919824369222
https://www.zomato.com/surat/kwality-walls-frozen-dessert-and-ice-cream-shop-city-light/order,Kwality Walls Frozen Dessert And Ice Cream Shop,"Shop 4-6, Plot 17-20, Trimurti Apartment, Opposite Parle Point, City Light, Surat","Ice Cream, Dessert, Desserts",City Light,'+916354796989
https://www.zomato.com/surat/starbucks-coffee-1-city-light/order,Starbucks Coffee,"G 1 & M 1, S.N.S Saigon, Near Jani Farsan, Parle Point Athwalines, City Light, Surat","Beverages, Dessert, Desserts",City Light,'+919930897934
https://www.zomato.com/surat/healthy-eatzzz-city-light/order,Healthy Eatzzz,"B 14, Gurukrupa Cooperative Housing Society, Ghod Dod Road, City Light, Surat","Healthy Food, Salad, Juices, Beverage, Beverages",City Light,'+917226091329
