Restaurant URL,Name,Address,Cuisine,Area,Contact Number
https://www.zomato.com/surat/the-brooklyn-creamery-healthy-ice-cream-adajan-patiya/order,The Brooklyn Creamery - Healthy Ice Cream,"Urja Sadan, Nanavaracha Road, Adajan Patiya, Surat","Ice Cream, Dessert, Desserts",Adajan Patiya,'+917385093172
https://www.zomato.com/surat/bharkadevi-hari-om-ice-cream-1-dindoli/order,Bharkadevi Hari Om Ice Cream,"Shop 2, R.J.D. Business Plaza, Karadava Circle, Dindoli, Surat","Ice Cream, Dessert, Desserts",Dindoli,'+918460404016
https://www.zomato.com/surat/pihu-fast-food-adajan-patiya/order,Pihu Fast Food,"2, Jayambe Society, Adajan Patiya, Surat","North Indian, Chinese, Fast Food, Street Foo, Street Food",Adajan Patiya,'+919825425305
https://www.zomato.com/surat/eggiterian-express-adajan-gam/order,Eggiterian Express,"Shop 16, Shiv Complex Building, Pal Road, Adajan Gam, Surat","Street Food, Fast Food, North India, North Indian",Adajan Gam,'+919898553969
https://www.zomato.com/surat/monginis-cake-shop-piplod/order,Monginis Cake Shop,"Shop 2, Gautam Bhavan, Bhagyalaxmi Society, Piplod, Surat","Bakery, Dessert, Desserts",Piplod,'+918655829389
https://www.zomato.com/surat/pizza-pie-nanpura/order,Pizza Pie,"1/704, Ground Floor, Sarang Building, Opposite River Palace, Nanpura, Surat","Fast Food, Pizza, Past, Pasta",Nanpura,'+918238706679
https://www.zomato.com/surat/deals-on-meals-vesu/order,Deals On Meals,"Shop 1, 2, Ground Floor, Times Corner, Near Ambrosia Business, Hub Vip Road, Vesu, Surat","North Indian, Chines, Chinese",Vesu,'+917567568787
https://www.zomato.com/surat/halwawalas-salabatpura/order,Halwawala's,"Main Road, Salabatpura, Surat","Mitha, Mithai",Salabatpura,'+919898313076
https://www.zomato.com/surat/dilkhush-dabeli-nasta-center-varachha/order,Dilkhush Dabeli & Nasta Center,"Shop 14, MK Complex, Varachha, Surat","Street Foo, Street Food",Varachha,'+918758768767
https://www.zomato.com/surat/shree-natraj-ice-cream-new-textile-market/order,Shree Natraj Ice Cream,"Panini Tanki, Danapith Road, Begampura, New Textile Market, Surat","Desserts, Ice Cream, Beverage, Beverages",New Textile Market,'+919879673544
https://www.zomato.com/surat/the-belgian-waffle-creamery-chowk-bazaar/order,The Belgian Waffle & Creamery,"House 2210 C, Shop 4, Arya Samaj Road, Chowk Bazaar, Surat","Waffle, Dessert, Desserts",Chowk Bazaar,'+916351428816
https://www.zomato.com/surat/kouzina-kafe-the-food-court-vesu/order,Kouzina Kafe - The Food Court,"Shop 16, Ground Floor, J9 High Street, G.D. Goenka Road, Vesu, Surat","Fast Food, Burger, Momos, Rolls, Desserts, Bakery, Shak, Shake",Vesu,'+919909924005
https://www.zomato.com/surat/the-cookie-co-vesu/order,The Cookie Co.,"Shop B/04, Ground Floor, Aagam Vivianna, Opposite Phonix Tower, Vesu, Surat","Bakery, Desserts, Beverage, Beverages",Vesu,'+919825550776
https://www.zomato.com/surat/holyhock-tea-snacks-magob/order,Holyhock - Tea & Snacks,"Shop G 3, Orbit 1, Near RRTM, Magob, Surat","Chinese, Fast Foo, Fast Food",Magob,'+917600421022
