Name,Href,Cuisines
TEA MUG,/oman/restaurant/711207/tea-mug-al-bidiyah?aid=9568,"Breakfast, Cafe, Omani"
Noor Al Sham Juices,/oman/restaurant/710007/noor-al-sham-juices-al-bardah?aid=9568,"Beverages, Juices, Desserts"
Mr. Tea,/oman/restaurant/663890/mr-tea-al-khabourah?aid=9568,"Cafe, Beverages, Sandwiches"
Dallat kookh al shaay- Bidaya,/oman/restaurant/723356/dallat-kookh-al-shaay-bidaya-al-bidaya?aid=9568,"Sandwiches, Coffee, Burgers"
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=9568,Charity
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=9568,Charity
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=9568,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=9568,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=9568,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=9568,Charity
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=9568,Charity
Association for the Welfare of the Handicapped Children,/oman/restaurant/630906/association-for-the-welfare-of-the-handicapped-children?aid=9568,Charity
LuLu Hypermarket,/oman/grocery/724984/lulu-hypermarket-al-bidaya?aid=9568,"Hypermarket, Grocery"
Kiyum Cafe,/oman/restaurant/600365/kiyum-cafe-musannah?aid=9568,"Desserts, Beverages, Waffles"
Burger Band,/oman/restaurant/682470/burger-band-al-suwaiq-al-bidiyah?aid=9568,"Burgers, Sandwiches, Beverages"
Shawarma Al Harah,/oman/restaurant/728921/shawarma-al-harah-al-nubra?aid=9568,"Pastries, Pizza, Pies"
Burger Khalid,/oman/restaurant/714458/burger-khalid-tharmad-suwayq?aid=9568,"Burgers, Beverages, Fast food"
RUKEN AL PIZZA,/oman/restaurant/663915/ruken-al-pizza-al-khaboura-street?aid=9568,"Pizza, Pasta, Italian"
A & S Cafe,/oman/restaurant/671445/a-s-cafe-al-bidaya?aid=9568,"Sandwiches, Pizza, Pasta, Burgers"
Smash burger,/oman/restaurant/725944/smash-burger-al-bidaya?aid=9568,"American, Beverages, Burgers"
Grill Guru,/oman/restaurant/663801/grill-guru-al-khabourah?aid=9568,"Burgers, Sandwiches, Healthy"
Al Bidayah Restaurant & Kitchen,/oman/restaurant/663892/al-bidayah-restaurant-kitchen-al-khaboura-street?aid=9568,"Grills, Pies, Sandwiches"
KFC,/oman/restaurant/639951/kfc-al-khaboura-street?aid=9568,"Fried chicken, Chicken, Sandwiches"
