Name,Href,Cuisines
Scientific Pharmacy,/oman/pharmacy/664035/scientific-pharmacysohar-1?aid=2616,Pharmacy
Kiwi Juices,/oman/restaurant/625058/kiwi-juices-al-multaqa?aid=2616,"Beverages, Coffee"
Designer Cakes Studio,/oman/restaurant/724720/designer-cakes-studio-al-ghushbah?aid=2616,"Desserts, Beverages, Cakes"
Dallat Kookh Al Shaay,/oman/restaurant/666383/dallat-kookh-al-shaay-afifa?aid=2616,"Cafe, Beverages, Sandwiches"
Qahwat Zaman,/oman/restaurant/683189/qahwat-zaman-sohar-sanaiyah?aid=2616,"Arabic, Coffee & Tea, Desserts"
Fangal,/oman/restaurant/724930/fangal-at-turayf?aid=2616,"Arabic, Omani, Sandwiches"
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=2616,Charity
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=2616,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=2616,Charity
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=2616,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=2616,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=2616,Charity
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=2616,Charity
Matbaq and Tea,/oman/restaurant/639048/matbaq-and-tea-al-hujrah?aid=2616,"Cafe, Beverages, Pizza"
Zero Fat,/oman/restaurant/30321/zero-fat-at-turayf?aid=2616,"Cafe, Beverages, Sandwiches"
KAYZEN BAKERY & CAFE,/oman/restaurant/721594/kayzen-bakery-cafe-karwan?aid=2616,"Cafe, Bakery, Breakfast"
Papa Johns,/oman/restaurant/689226/papa-johns-sohar-city-center-al-ghushbah?aid=2616,"Pizza, Pastries, Italian"
Milkato,/oman/restaurant/722787/milkato-at-turayf?aid=2616,"Ice Cream, Desserts, Beverages"
Kucu,/oman/restaurant/727716/kucu-al-ghushbah?aid=2616,"Fast food, Sandwiches"
Jawa Cafe,/oman/restaurant/719203/jawa-cafe-al-ghushbah?aid=2616,"Beverages, Bakery, Sandwiches"
Aseer Noor Albait,/oman/restaurant/702171/aseer-noor-albait-at-turayf?aid=2616,"Beverages, Juices, Desserts"
Association for the Welfare of the Handicapped Children,/oman/restaurant/630906/association-for-the-welfare-of-the-handicapped-children?aid=2616,Charity
Karak Ashikh,/oman/restaurant/600872/karak-ashikh-sohar-sanaiyah?aid=2616,"Desserts, Bakery"
Kerala Darbar Restaurant & Cafe,/oman/restaurant/619213/kerala-darbar-restaurant-cafe-al-ghushbah?aid=2616,"Grills, Chicken, Sandwiches"
Karak Noor Albait,/oman/restaurant/702146/karak-noor-albait-at-turayf?aid=2616,"Sandwiches, Arabic, Indian"
Golestan Iranian Food Restaurant,/oman/restaurant/666109/golestan-iranian-food-restaurant-at-turayf?aid=2616,"Grills, Kebab, Sandwiches"
Environment Society of Oman,/oman/restaurant/641624/environment-society-of-oman?aid=2616,Charity
Salman Stores,/oman/restaurant/720715/salman-stores-sohar?aid=2616,"Specialty Store , Perfumes"
Just Taste,/oman/restaurant/667499/just-taste-al-hadhira?aid=2616,"Cafe, Beverages, Sandwiches"
Coffeenation,/oman/restaurant/608626/coffeenation-at-turayf?aid=2616,"Beverages, Pastries"
Vasanta Bhavan,/oman/restaurant/700139/vasanta-bhavan-sohar?aid=2616,"Vegetarian, Chinese, Indian"
Al Mahashi Time,/oman/restaurant/713039/mahashi-time-al-hadhirah?aid=2616,"Mezze, Desserts"
Doodle Cafe,/oman/restaurant/675657/doodle-cafe-al-hambar?aid=2616,"Desserts, Beverages"
AL FALAH TEA,/oman/restaurant/718621/al-falah-tea-al-hadhirah?aid=2616,"Sandwiches, Cafe, Burgers"
NEW AL QABAS CAFE,/oman/restaurant/705481/new-al-qabas-cafe-at-turayf?aid=2616,"Burgers, Sandwiches, Beverages"
Pink Sugar,/oman/restaurant/658657/pink-sugar-at-turayf?aid=2616,"Cafe, Sandwiches, Desserts"
Chop Wok,/oman/restaurant/714220/chop-chop-afifa?aid=2616,"Chicken, Chinese, Fast food"
Bn Saeed Burger,/oman/restaurant/638738/bn-saeed-burger-alhadirah?aid=2616,"Cafe, Beverages, Burgers"
Her Cafe,/oman/restaurant/641223/her-cafe-afifa?aid=2616,"Beverages, Desserts"
Erteshaf,/oman/restaurant/721959/erteshaf-at-turayf?aid=2616,"Arabic, Omani, Bakery, Pies, Breakfast, Sandwiches"
Shawarma Zone,/oman/restaurant/713600/shawarma-zone-al-hadhirah?aid=2616,"Shawarma, Sandwiches, Arabic"
Al Noor Allamea Cafe,/oman/restaurant/668807/al-noor-allamea-cafe-al-hambar?aid=2616,"Cafe, Beverages, Burgers"
Basma Sohar Pizza and Pies,/oman/restaurant/628668/basma-sohar-pizza-and-pies?aid=2616,"Pies, Sandwiches, Pizza"
Dar Al Mahashi Restaurant,/oman/restaurant/718129/dar-al-mahashi-restaurant-sohar--al-hadhirah?aid=2616,"Egyptian, Arabic, Mezze"
Mr. Broast,/oman/restaurant/725360/mr-broast-falaj-al-awhi?aid=2616,Fried chicken
Kaldi 850 Coffee,/oman/restaurant/712934/kaldi-850-coffee-at-turayf?aid=2616,"Beverages, Sandwiches, Cafe"
Danat Al Bahar Cafeteria,/oman/restaurant/646139/danat-al-bahar-cafeteria-at-turayf?aid=2616,"Cafe, Beverages, Pizza"
Modern Oman Bakery,/oman/restaurant/601626/modern-oman-bakerysohar?aid=2616,"Desserts, Beverages, Pastries"
SEER,/oman/restaurant/725290/seer?aid=2616,"Coffee, Bakery"
Shawarma Zone,/oman/restaurant/677123/shawarma-zone-afifa?aid=2616,"Lebanese, Falafel, Shawarma"
"Tropical, Al Hadhirah",/oman/restaurant/706817/tropical-al-hadhirah?aid=2616,"Juices, Healthy, Beverages"
Konafa House Sweets,/oman/restaurant/31409/konafa-house-sweetsal-hambar?aid=2616,Desserts
New Delhi Rasoi,/oman/restaurant/655856/new-delhi-rasoi-afifa?aid=2616,"Grills, Biryani"
Fistik Cafe,/oman/restaurant/638773/fistik-cafe-al-hambar?aid=2616,"Desserts, Pastries"
Taibat Al Bait Al Shami,/oman/restaurant/703849/taibat-al-bait-al-shami-sohar?aid=2616,"Beverages, Grills, Sandwiches"
DOW,/oman/restaurant/719625/dow-at-turayf?aid=2616,"Seafood, Breakfast, Italian"
Al Hosni Omani Sweets,/oman/grocery/49877/al-hosni-omani-sweets-al-turayf?aid=2616,"Specialty Store , Desserts"
Golden Cafe,/oman/restaurant/600517/golden-cafe-al-hambar?aid=2616,"Cafe, Beverages, Burgers"
Al Hawra Restaurant & Kitchen,/oman/restaurant/31601/al-hawrawadi-hibi?aid=2616,"Grills, Shawarma, Mandi"
8oz Coffee House,/oman/restaurant/704399/8oz-coffee-house-al-hadhirah?aid=2616,"Beverages, Coffee & Tea, Desserts"
Mango Talaat,/oman/restaurant/30515/mango-talaat-soharwadi-hibi?aid=2616,"Desserts, Juices, Fruits"
Al Baghal,/oman/restaurant/708046/al-baghal-al-hambar?aid=2616,"Grills, Shawarma, Pizza"
talabat mart,/oman/grocery/645991/talabat-mart-al-hambar-sohar?aid=2616,Grocery
MLS - Muscat Livestock,/oman/grocery/638263/muscat-live-stock-soharal-hadhirah?aid=2616,Fresh Meat & Fish
Coffee posh,/oman/restaurant/729570/coffee-posh-falaj-al-qabail?aid=2616,"Coffee, Breakfast, Burgers, Italian, Desserts, Beverages, Pasta, Grills"
Charley's Philly Steak,/oman/restaurant/694039/charleys-philly-steak-at-turayf?aid=2616,"Sandwiches, American, Chicken"
Manarat Sohar Cafe,/oman/restaurant/665594/manarat-sohar-turkish-cafe?aid=2616,"Pizza, Cafe, Pastries"
Hilah,/oman/restaurant/714224/hilah-sohar-hilah-al-shaikh?aid=2616,"Sandwiches, Beverages, Burgers"
"Al Sham Fruit Juices, Al Hambar",/oman/restaurant/51589/al-sham-fruit-juices-al-hambar?aid=2616,"Juices, Pizza, Beverages"
