Name,Href,Cuisines
ASEER TIME,/oman/restaurant/686788/aseer-time-al-haweel?aid=9522,"Beverages, Juices, Desserts"
Kiwi Juices,/oman/restaurant/701331/kiwi-juices-saham?aid=9522,"Beverages, Coffee"
Pakistani Restaurant,/oman/restaurant/659574/pakistani-restaurant-al-haweel?aid=9522,"Biryani, Chicken, Indian"
Toucan,/oman/restaurant/680213/toucan-saham?aid=9522,"Juices, Pancakes, Waffles"
Al Ridha Restaurant,/oman/restaurant/718991/al-ridha-restaurant-al-haweel?aid=9522,"Arabic, International, Yemeni"
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=9522,Charity
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=9522,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=9522,Charity
Shajf Al Sham,/oman/restaurant/722287/shajf-al-sham-as-saham?aid=9522,"Juices, Fast food"
Muscat Candy,/oman/grocery/716762/muscat-nuts-as-saham?aid=9522,"Specialty Store , Grocery"
Spice Saham Restaurant,/oman/restaurant/655744/spice-saham-restaurant-al-haweel?aid=9522,"Cafe, Beverages, Sandwiches"
Shaghf,/oman/restaurant/718773/shaghf-murtafaat-saham?aid=9522,"Cafe, Coffee, Desserts"
Fresh Fuel,/oman/restaurant/674206/fresh-fuel-sahem-heights?aid=9522,"Beverages, Desserts"
Pizza Hut,/oman/restaurant/681895/pizza-hut-saham-majaz-al-sughra?aid=9522,"Pizza, International, Italian"
V60 cafe,/oman/restaurant/659357/v60-cafe-abu-al-darousabu-zarouz?aid=9522,Beverages
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=9522,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=9522,Charity
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=9522,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=9522,Charity
Kucu,/oman/restaurant/725617/kucu-al-majis?aid=9522,"Fast food, Sandwiches"
Falooda,/oman/restaurant/721575/falooda-sohar-sanaiyah?aid=9522,"Beverages, Sandwiches, Desserts"
Spice Saham Restaurant,/oman/restaurant/655744/spice-saham-restaurant-al-haweel?aid=9522,"Cafe, Beverages, Sandwiches"
Association for the Welfare of the Handicapped Children,/oman/restaurant/630906/association-for-the-welfare-of-the-handicapped-children?aid=9522,Charity
V60 cafe,/oman/restaurant/659357/v60-cafe-abu-al-darousabu-zarouz?aid=9522,Beverages
Meat Town,/oman/grocery/726025/meat-town-al-haweel?aid=9522,Fresh Meat & Fish
Italian Barista Cafe,/oman/restaurant/33707/italian-barista-cafe-al-majaz-al-kobra?aid=9522,"Pizza, Pasta, Burgers"
Al Jazeera International Shopping,/oman/grocery/695918/al-jazeera-shopping-saham?aid=9522,"Supermarket , Grocery"
