Name,Href,Cuisines
Mango Fruit,/oman/restaurant/691979/mango-fruit-bahla?aid=9934,"Juices, Fruits, Beverages"
Kadm Cafe,/oman/restaurant/684461/kadm-cafe-nizwa-suq?aid=9934,Coffee
"Deli Pizza -bahla, Muwaihi Al Mur",/oman/restaurant/685527/deli-pizza-bahla-muwaihi-al-mur?aid=9934,"Pizza, Beverages, Juices"
H cafe,/oman/restaurant/684739/h-cafe?aid=9934,"Beverages, Coffee, International"
AJMAL TEA,/oman/restaurant/693273/ajmal-tea-bahla?aid=9934,"Arabic, Pies, Sandwiches"
Fawanees Bahla Restaurant,/oman/restaurant/701085/fawanees-bahla-restaurant-maabela?aid=9934,"Arabic, Beverages, Pastries"
Turkish Waterfall,/oman/restaurant/684680/turkish-waterfall-bahla?aid=9934,"Mandi, Grills, Shawarma"
H Express,/oman/grocery/685418/h-express?aid=9934,"Convenience Store, Grocery"
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=9934,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=9934,Charity
Anjouan,/oman/restaurant/684299/anjouan-bahla?aid=9934,"Beverages, Fast food, Fried chicken"
Chef Kebab,/oman/restaurant/684809/chef-kebab-bahla?aid=9934,"Shawarma, Grills"
Juice Burg Cafe,/oman/restaurant/684773/juice-burg-cafe-bahla?aid=9934,"Fast food, International, Beverages"
Burger Pizza House,/oman/restaurant/700854/burger-pizza-house-bahla?aid=9934,"Burgers, Pizza, American, Beverages, Pasta"
Top Star,/oman/restaurant/684654/top-star-bahla?aid=9934,Electronics
Saraya Istanbul,/oman/restaurant/725196/saraya-istanbul-bahla?aid=9934,"Fast food, Pizza, Grills"
Fun Tea Time,/oman/restaurant/710854/fun-tea-time-bahla?aid=9934,"Fast food, Wraps, Burgers"
April Flowers,/oman/flower/684842/april-flowers-bahla?aid=9934,Flowers
