Name,Href,Cuisines
Estrella Cafe,/oman/restaurant/712671/estrella-cafe-al-tarif?aid=6797,"Cafe, Sandwiches, Desserts"
Luqaimat,/oman/restaurant/600857/luqaimat-batha-hilal?aid=6797,"Arabic sweets, Desserts"
Tea & Donuts,/oman/restaurant/603046/tea-donuts-khabbat-un-nawafil?aid=6797,"Donuts, Desserts, Cafe"
Baskin Robbins,/oman/restaurant/600941/baskin-robbins-al-afrad?aid=6797,"Ice cream, Cakes, Desserts"
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=6797,Charity
New Juice World,/oman/restaurant/618870/new-juice-worldal-afrad?aid=6797,"Milkshakes, Beverages, Juices"
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=6797,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=6797,Charity
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=6797,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=6797,Charity
"Tea Time, New Souq",/oman/restaurant/645390/tea-time-new-souq?aid=6797,"Sandwiches, Wraps, Burgers"
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=6797,Charity
Hurof cafe,/oman/restaurant/664916/hurof-cafe-al-afrad?aid=6797,"Beverages, Coffee, Cafe"
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=6797,Charity
Italian Barista Cafe,/oman/restaurant/600380/italia-baresta-cafe-batha-hilal?aid=6797,"Pizza, Pasta, Burgers"
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=6797,Charity
Signature,/oman/restaurant/600364/signature-batha-hilal?aid=6797,"Beverages, Coffee, Cafe"
Al Hosni Omani Sweets,/oman/grocery/600463/al-hosni-omani-sweets-suwaiqal-hazm?aid=6797,"Specialty Store , Desserts"
Mango Talaat,/oman/restaurant/600714/mango-talaat-al-afrad?aid=6797,"Desserts, Juices, Fruits"
LATHAT FOOL & FALAFEL,/oman/restaurant/721197/lathat-fool-falafel-batha-hilal?aid=6797,"Egyptian, Breakfast, Sandwiches"
Arabian Grill,/oman/restaurant/682511/arabian-grill-ash-shatir?aid=6797,"Arabic, Burgers, Indian"
Association for the Welfare of the Handicapped Children,/oman/restaurant/630906/association-for-the-welfare-of-the-handicapped-children?aid=6797,Charity
Claras Cafe  AL Hujrah,/oman/restaurant/647360/claras-cafe-al-afrad?aid=6797,"Desserts, Beverages, Arabic sweets"
Potatos 7,/oman/restaurant/660065/potatos-7-suwaiq-al-afrad?aid=6797,"Seafood, Chicken, Fish & chips"
505 CAFE,/oman/restaurant/708452/505-cafe-tharmad-suwayq?aid=6797,"Cafe, Coffee, Desserts"
Environment Society of Oman,/oman/restaurant/641624/environment-society-of-oman?aid=6797,Charity
Vitamin Hat,/oman/restaurant/671614/vitamin-hat-tharmad-suwayq?aid=6797,"Beverages, Ice cream, Desserts"
TEA TOWN,/oman/restaurant/691306/tea-town-batha-hilal?aid=6797,"Sandwiches, Pasta, Burgers"
ONE WAY,/oman/restaurant/690715/one-way-tharmad-suwayq?aid=6797,"Burgers, Beverages, Pasta"
Khadlajcos,/oman/restaurant/673826/khadlaj-batha-hilal?aid=6797,Perfumes
Forever18,/oman/pharmacy/719683/forever18-al-afrad?aid=6797,cosmetics
IV Burger And More,/oman/restaurant/708634/iv-burger-and-more-al-tharamid?aid=6797,"Fast food, Burgers, Beverages"
McCafé,/oman/restaurant/669834/mccaf-tharmad-suwayq?aid=6797,"Donuts, Coffee, Cakes"
Al Haramain Perfumes L.L.C,/oman/restaurant/676890/al-haramain-perfumes-llc-suwaiq-al-afrad?aid=6797,Perfumes
Al Ghanaim Restaurant For Omani Food,/oman/restaurant/621028/al-ghanaim-restaurant-for-omani-food-tharmad?aid=6797,"Grills, Chicken, Arabic"
"Tropical, Tharmad Suwayq",/oman/restaurant/687447/tropical-tharmad-suwayq?aid=6797,"Juices, Healthy, Beverages"
Ahlain,/oman/grocery/710497/ahlain-khabbat-ul-khamis?aid=6797,"Convenience Store, Grocery"
OFC,/oman/restaurant/706071/ofc-khabbat-ul-khamis?aid=6797,"Sandwiches, Wraps, Fried chicken"
Labelle,/oman/flower/699150/labelle-suwaiq?aid=6797,"Flowers, Pastries & Sweets, Chocolate"
Taste of Hadramaout Restaurant & Cafe,/oman/restaurant/654690/taste-of-hadramaout-restaurant-cafe-batha-hilal?aid=6797,"Sandwiches, Mandi, Grills"
Atiab Al Malak,/oman/restaurant/703640/atiab-al-malak-al-suwayq?aid=6797,Specialty Store
Al Saad Tea,/oman/restaurant/645209/al-saad-tea-tharmad?aid=6797,"Sandwiches, Pastries, Burgers"
Taste Of Arab,/oman/restaurant/698439/taste-of-arab-tharmad-suwayq?aid=6797,"Sandwiches, Juices, Burgers"
Pizza Hut,/oman/restaurant/662895/pizza-hut-tharmad?aid=6797,"Pizza, International, Italian"
Dallat kookh al shaay - Tharmad,/oman/restaurant/708902/dallat-kookh-al-shaay-tharmad-suwayq?aid=6797,"Burgers, Omani, Saudi"
Scientific Pharmacy,/oman/pharmacy/664075/scientific-pharmacyal-tharamad?aid=6797,Pharmacy
Noor Express,/oman/grocery/681202/noor-express-tharmad?aid=6797,"Convenience Store, Grocery"
DAR AL RAQI RESTAURANT,/oman/restaurant/711154/dar-al-raqi-restaurant-batha-hilal?aid=6797,"Arabic, Beverages, Pakistani"
Falafel And Foul House,/oman/restaurant/631730/falafel-and-foul-house-al-muladdah?aid=6797,"Sandwiches, Desserts, Beverages"
LuLu Hypermarket,/oman/grocery/692582/lulu-hypermarketsuwaiq?aid=6797,"Hypermarket, Grocery"
"McDonald's, Tharmad",/oman/restaurant/664416/mcdonalds-tharmad?aid=6797,"Burgers, Sandwiches, Fast food"
Burger Garage,/oman/restaurant/28744/burger-garage-al-suwaiq?aid=6797,"Burgers, Sandwiches"
Floyo,/oman/restaurant/672054/floyo-al-afrad?aid=6797,"Beverages, Smoothies, Ice cream"
AL AZZAF,/oman/restaurant/706284/al-azzaf-al-afrad?aid=6797,"Arabic, Beverages, Omani"
"Aseer Time, Bath'A Hilal",/oman/restaurant/600851/aseer-time-batha-hilal?aid=6797,"Beverages, Ice cream, Milkshakes"
Atbat Al Suwaiq Restaurant & Kitchen,/oman/restaurant/602627/atbat-al-suwaiq-restaurant-kitchen-khabbat-un-nawafil?aid=6797,"Grills, Bbq, Breakfast"
Burger Street,/oman/restaurant/600362/burger-street-batha-hilal?aid=6797,"Burgers, Pizza, Shawarma"
101 Shawarma,/oman/restaurant/731143/101-shawarma-batha-hilal?aid=6797,"Grills, Shawarma, Sandwiches"
Madhbi Bo Shahm,/oman/restaurant/702075/madhbi-bo-shahm-al-afrad?aid=6797,"Sandwiches, Beverages, Grills"
Shawarma Classic,/oman/restaurant/728499/shawarma-classic-al-afrad?aid=6797,"Shawarma, Sandwiches, Arabic"
Walima Sharqiya Restaurant,/oman/restaurant/658374/walima-sharqiya-restaurant-al-afrad?aid=6797,"Seafood, Egyptian, Grills"
Burger Band,/oman/restaurant/628665/burger-band-al-fradh?aid=6797,"Burgers, Sandwiches, Beverages"
3x burger,/oman/restaurant/703044/3x-burger-al-suwayq?aid=6797,"Burgers, Sandwiches, Arabic"
Yum Yum Turki,/oman/restaurant/708961/yum-yum-turki-al-bidah?aid=6797,"Pastries, Sandwiches, Grills"
LATHAT FOOL & FALAFEL,/oman/restaurant/684570/lathat-fool-falafel-al-afrad?aid=6797,"Falafel, Shawarma, Egyptian, Arabic"
5 Minute Burger,/oman/restaurant/600206/5-minute-burger-alsuwaiq?aid=6797,"Burgers, Sliders, Fast food"
Shahad AL Jazeera,/oman/restaurant/622121/shahad-al-jazeera-al-afrad?aid=6797,"Desserts, Arabic, Arabic sweets"
Fathyr Al Emirath,/oman/restaurant/634473/fathyr-al-emirath-batha-hilal?aid=6797,"Manaqeesh, Pizza, Juices"
Maydat Al Noman,/oman/restaurant/602837/maydat-al-noman-al-afrad?aid=6797,"Mandi, Arabic, Chicken"
Domino's Pizza,/oman/restaurant/639950/dominos-pizza-al-hadib?aid=6797,"Pizza, International, Italian"
Chicken Ville,/oman/restaurant/722247/chicken-ville-batha-hilal?aid=6797,"Burgers, Sandwiches, Fast food"
Junaid Perfumes,/oman/restaurant/716204/junaid-perfumes-al-afrad?aid=6797,Perfumes
Papa Johns,/oman/restaurant/711324/papa-johns-suwaiq?aid=6797,"Pizza, Pastries, Italian"
Gulf Pizza,/oman/restaurant/690605/gulf-pizza-al-afrad?aid=6797,"Arabic, Pizza"
Aljeder Alkuwaiti Restaurant,/oman/restaurant/699130/aljeder-alkuwaiti-restaurant-tharmad-suwayq?aid=6797,"Mandi, Arabic"
Enab AlDayea,/oman/restaurant/644398/enab-aldayea-tharmad?aid=6797,"Grills, Chicken, Sandwiches"
Lahab Pizza,/oman/restaurant/719457/lahab-pizza-al-tharamid?aid=6797,"Pizza, Fast food"
Sahil Marmara Turkish Restaurant,/oman/restaurant/638073/sahil-marmara-turkish-restaurant-al-tharamid?aid=6797,"Pies, Pastries, Shawarma"
A & S Cafe,/oman/restaurant/671430/a-s-cafe-tharmad-suwayq?aid=6797,"Sandwiches, Pizza, Pasta, Burgers"
Ibn Al Rawadh,/oman/restaurant/601858/ibn-al-rawadh-tharmad?aid=6797,"Shawarma, Burgers, Grills"
MJ Burger,/oman/restaurant/668309/mj-burger-al-musanaa?aid=6797,"Burgers, Italian, Pasta"
Ephone,/oman/restaurant/690813/ephone-al-afrad?aid=6797,Electronics
Omar Al Khayyam,/oman/restaurant/718814/omar-al-khayyam-tharmad-suwayq?aid=6797,"Chinese, Indian, Pakistani"
KFC,/oman/restaurant/645471/kfc-wedam?aid=6797,"Fried chicken, Chicken, Sandwiches"
