Name,Href,Cuisines
LIMEWOOD RESTAURANT,/oman/restaurant/715956/limewood-restaurant-murtafa?aid=5522,"Indian, Arabic, Beverages"
Burjlan,/oman/restaurant/662903/burjlan-sur?aid=5522,"Burgers, Sandwiches, Wraps"
DONO DONUTS CAFE,/oman/restaurant/632902/dono-donuts-cafe-ar-rusagh?aid=5522,"Beverages, Donuts"
DFC,/oman/restaurant/727795/dfc-ar-rusagh?aid=5522,"Sandwiches, Wraps, Fried chicken"
Papa Johns,/oman/restaurant/689132/papa-johns-hillat-al-kahraba?aid=5522,"Pizza, Pastries, Italian"
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=5522,Charity
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=5522,Charity
Couple Cookies,/oman/restaurant/704530/couple-cookies-ash-sharqiyah?aid=5522,"Desserts, Cafe, Coffee"
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=5522,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=5522,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=5522,Charity
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=5522,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=5522,Charity
Om Al Donia,/oman/restaurant/602082/om-al-donia-as-ashriya?aid=5522,"Fast food, Pizza, Pasta"
Sharbat W Askareem,/oman/restaurant/662884/sharbat-w-askareem-ar-rashah?aid=5522,"Beverages, Coffee, Ice cream"
Sharbat W Askareem,/oman/restaurant/662884/sharbat-w-askareem-ar-rashah?aid=5522,"Beverages, Coffee, Ice cream"
Baskin Robbins,/oman/restaurant/33846/baskin-robbins-hillat-al-kahraba?aid=5522,"Ice cream, Cakes, Desserts"
A21 Coffee,/oman/restaurant/37887/a-21-coffee-al-barr?aid=5522,"Beverages, Desserts"
Step one,/oman/restaurant/687773/step-one-hillat-al-kahraba?aid=5522,"American, Beverages, Pastries & Sweets"
Burger King,/oman/restaurant/22576/burger-king-hillat-al-kahraba?aid=5522,"Burgers, Sandwiches, Fast food"
RazmAzaan,/oman/restaurant/31247/razmazaan-surjabal-al-eid?aid=5522,"Indian, Beverages, Grills"
Aseer Time,/oman/restaurant/641972/aseer-time-ar-rusagh?aid=5522,"Beverages, Ice cream, Waffles"
Serrano Burger,/oman/restaurant/719336/serrano-burger-ar-rusagh?aid=5522,"Fast food, Burgers, Beverages"
Xo samoli,/oman/restaurant/620835/xo-samoli-al-barr?aid=5522,"Cafe, Beverages, Sandwiches"
Phenuq Cafe,/oman/restaurant/34889/phenuq-cafe-harat-al-balush?aid=5522,"Beverages, Desserts"
Association for the Welfare of the Handicapped Children,/oman/restaurant/630906/association-for-the-welfare-of-the-handicapped-children?aid=5522,Charity
"ChicKing, Jabal Al Eid",/oman/restaurant/714914/chicking-jabal-al-eid?aid=5522,"Fried chicken, Sandwiches, Wraps"
Knafeh And Fork,/oman/restaurant/721355/knafeh-and-fork-suq?aid=5522,"Desserts, Coffee, Arabic sweets"
Environment Society of Oman,/oman/restaurant/641624/environment-society-of-oman?aid=5522,Charity
Raydan Restaurant And Kitchen,/oman/restaurant/40206/raydan-restaurant-and-kitchen-al-barr?aid=5522,"Chicken, Arabic, Grills"
Zaki Fried Chicken,/oman/restaurant/637760/zaki-fried-chicken-nimah?aid=5522,"Fast food, Pizza, Pasta"
A21 Coffee,/oman/restaurant/37887/a-21-coffee-al-barr?aid=5522,"Beverages, Desserts"
Pizza Sky,/oman/restaurant/722281/pizza-sky-ar-rusagh?aid=5522,Pizza
