Name,Href,Cuisines
Al Mahashi Time,/oman/restaurant/700089/al-mahashi-time-rustaq?aid=2587,"Mezze, Desserts"
Halwani Hali for Sweets and Pastries,/oman/restaurant/732034/halwani-hali-for-sweets-and-pastries-al-wishayl?aid=2587,"Bakery, Pastries, Desserts"
Be.ch Burger & More,/oman/restaurant/702769/bech-burger-more-rustaq?aid=2587,"Omani, Burgers, Beverages"
Turkish Family Table,/oman/restaurant/680322/turkish-family-table-al-wishayl?aid=2587,"Turkish, Grills, Shawarma"
Mandazi Haretna,/oman/restaurant/680770/mandazi-haretna-al-wishayl?aid=2587,"Arabic, Pies, Breakfast"
Malek Alpizza,/oman/restaurant/730530/malek-alpizza-al-wishayl?aid=2587,Pizza
Al Hirsh,/oman/restaurant/699964/al-hirsh-al-wishayl?aid=2587,"Breakfast, Sandwiches, Pastries"
Jack and j cafe,/oman/restaurant/714483/jack-and-j-cafe-al-ghashub?aid=2587,"Breakfast, Burgers, Cakes and Desserts, Coffee & Tea, Continental"
Fatayer Al Mualem Al Turkey,/oman/restaurant/704416/fatayer-al-mualem-al-turkey-rustaq?aid=2587,"Arabic, Beverages, Pastries"
Al Basim Restaurant,/oman/restaurant/680172/al-basim-restaurant-falaj-al-hadees?aid=2587,"Pakistani, Arabic, Asian"
Jiwar,/oman/restaurant/696442/jiwar-rustaq?aid=2587,"Burgers, Cafe, Juices"
Panda’s,/oman/restaurant/695224/pandas-rustaq?aid=2587,"Burgers, American, Fast food"
Maida al khaleej,/oman/restaurant/722755/maida-al-khaleej-al-rustaq?aid=2587,"Arabic, Grills, Shawarma"
Modern Oman Bakery,/oman/restaurant/702620/modern-oman-bakery?aid=2587,"Desserts, Beverages, Pastries"
Burthukal For Juices,/oman/restaurant/680824/burthukal-for-juices-al-wishayl?aid=2587,"Burgers, Sandwiches, Juices"
Al Musafir Tea,/oman/restaurant/681051/al-musafir-tea-al-ghashub?aid=2587,"Breakfast, Burgers, Sandwiches"
Turkish Taste,/oman/restaurant/681195/turkish-taste-al-wishayl?aid=2587,"Shawarma, Sandwiches, Turkish"
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=2587,Charity
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=2587,Charity
Pizza Hut,/oman/restaurant/33393/pizza-hut-al-rustaq?aid=2587,"Pizza, International, Italian"
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=2587,Charity
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=2587,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=2587,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=2587,Charity
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=2587,Charity
Cafino Coffee & More,/oman/restaurant/703191/cafino-coffee-more-rustaq?aid=2587,"Beverages, Snacks, Breakfast"
Association for the Welfare of the Handicapped Children,/oman/restaurant/630906/association-for-the-welfare-of-the-handicapped-children?aid=2587,Charity
Al Sham Land Cafe,/oman/restaurant/718597/al-sham-land-cafe-al-wishayl?aid=2587,"American, International"
Rawabi Cafe & Restaurant,/oman/restaurant/680914/rawabi-cafe-al-wishayl?aid=2587,"Cafe, Grills, Burgers"
Azucar Cafe,/oman/restaurant/710023/azucar-cafe-rustaq?aid=2587,"Beverages, Desserts"
Environment Society of Oman,/oman/restaurant/641624/environment-society-of-oman?aid=2587,Charity
BRJS Hypermarket,/oman/grocery/725427/brjs-hypermarket-rustaq?aid=2587,"Hypermarket, Grocery"
KFC,/oman/restaurant/720526/kfc-rustaqal-ghashub?aid=2587,"Fried chicken, Chicken, Sandwiches"
Shawarmerz,/oman/restaurant/680684/shawarmerz-al-hazm?aid=2587,"Shawarma, Doner"
"Aseer Time, Rustaq, Al Wishayl",/oman/restaurant/680966/aseer-time-rustaq-al-wishayl?aid=2587,"Beverages, Ice cream, Milkshakes"
Louis Burger,/oman/restaurant/714225/louis-burger-rustaq?aid=2587,"Burgers, Beverages, Fast food"
Baskin Robbins,/oman/restaurant/680287/baskin-robbins-rustaq-al-wishayl?aid=2587,"Ice cream, Cakes, Desserts"
Snack Line,/oman/restaurant/679858/snack-line-al-hazm?aid=2587,"Cafe, Beverages, Burgers"
Raha Fresh Juice,/oman/restaurant/716208/raha-fresh-juice-al-ghashub?aid=2587,"Arabic, Juices, Sandwiches"
Burger Band,/oman/restaurant/653489/burger-band-rustaq-al-mazahit?aid=2587,"Burgers, Sandwiches, Beverages"
Iwan Turkish Restaurant & Cafe,/oman/restaurant/669925/iwan-turkish-restaurant-cafe-rustaq?aid=2587,"Cafe, Juices, Pizza"
LA MASIA CAFE,/oman/restaurant/684540/la-masia-cafe-al-wishayl?aid=2587,"Desserts, Pasta, Burgers, Sandwiches"
TEA MUG,/oman/restaurant/690547/tea-mug-falaj-al-hadees?aid=2587,"Breakfast, Cafe, Omani"
Papa Kanafa,/oman/restaurant/680371/papa-kanafa-al-wishayl?aid=2587,"Desserts, Cafe"
Rusta Burger,/oman/restaurant/692675/rusta-burger-al-iraqi?aid=2587,"Burgers, Beverages, Shawarma"
Mood Burger & More,/oman/restaurant/680884/mood-burger-more-al-wishayl?aid=2587,"Burgers, Sandwiches, Beverages"
Joker Shawarma & More,/oman/restaurant/680408/joker-shawarma-more-al-wishayl?aid=2587,"Sandwiches, Shawarma"
Sigma pharmacy,/oman/pharmacy/725484/sigma-pharmacy-rustaq-police-station-area?aid=2587,Pharmacy
