Name,Href,Cuisines
ASEER TIME,/oman/restaurant/686788/aseer-time-al-haweel?aid=9517,"Beverages, Juices, Desserts"
Tarboosh Agha,/oman/restaurant/664584/tarboosh-agha?aid=9517,"Grills, Burgers"
Kiwi Juices,/oman/restaurant/701331/kiwi-juices-saham?aid=9517,"Beverages, Coffee"
Antares Cafe,/oman/restaurant/655681/antares-cafe-sahem-heights?aid=9517,"Desserts, Beverages, Cakes"
Toucan,/oman/restaurant/680213/toucan-saham?aid=9517,"Juices, Pancakes, Waffles"
Noor Al Sham Juices,/oman/restaurant/709999/noor-al-sham-juices-murtafaat-saham?aid=9517,"Beverages, Juices, Desserts"
PINKY ROSE CAFE,/oman/restaurant/714432/pinky-rose-cafe-majis?aid=9517,"Cafe, Beverages, Desserts"
Spice Saham Restaurant,/oman/restaurant/655744/spice-saham-restaurant-al-haweel?aid=9517,"Cafe, Beverages, Sandwiches"
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=9517,Charity
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=9517,Charity
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=9517,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=9517,Charity
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=9517,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=9517,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=9517,Charity
Al Ridha Restaurant,/oman/restaurant/718991/al-ridha-restaurant-al-haweel?aid=9517,"Arabic, International, Yemeni"
Shaghf,/oman/restaurant/718773/shaghf-murtafaat-saham?aid=9517,"Cafe, Coffee, Desserts"
Association for the Welfare of the Handicapped Children,/oman/restaurant/630906/association-for-the-welfare-of-the-handicapped-children?aid=9517,Charity
Falafel And Foul House,/oman/restaurant/661446/falafel-and-foul-house-al-haweel?aid=9517,"Sandwiches, Desserts, Beverages"
Burthukal,/oman/restaurant/672028/burthukal-al-haweel?aid=9517,"Desserts, Beverages, Sandwiches"
Muscat Candy,/oman/grocery/716762/muscat-nuts-as-saham?aid=9517,"Specialty Store , Grocery"
Fresh Fuel,/oman/restaurant/674206/fresh-fuel-sahem-heights?aid=9517,"Beverages, Desserts"
Ashwaq Cafe,/oman/restaurant/701335/ashwaq-cafe-saham?aid=9517,"Beverages, Coffee, Desserts"
Shajf Al Sham,/oman/restaurant/722287/shajf-al-sham-as-saham?aid=9517,"Juices, Fast food"
Khadlajcos,/oman/restaurant/673541/khadlaj-as-saham?aid=9517,Perfumes
