Name,Href,Cuisines
Carrefour,/oman/grocery/36469/carrefour-salalah?aid=2699,"Hypermarket, Grocery"
Scientific Pharmacy,/oman/pharmacy/664036/scientific-pharmacy-salalah1al-hafa?aid=2699,Pharmacy
Rajbhog Restaurant,/oman/restaurant/648800/rajbhog-restaurant-salalah-central?aid=2699,"Snacks, Breakfast, Desserts"
Bon Lab,/oman/restaurant/670427/bon-lab-az-zawiyah?aid=2699,"Cafe, Beverages, Cakes"
Udupi,/oman/restaurant/616392/udupi-east-salalah?aid=2699,"Cafe, Juices, Indian"
Al Thahani,/oman/restaurant/668445/al-thahani-salalah-gharbiya?aid=2699,"Burgers, Sandwiches, Juices"
Freez,/oman/restaurant/29597/freez-salalah23-july-street--salalah?aid=2699,"Desserts, Beverages, Crepes"
Half Coffee 12,/oman/restaurant/647538/12-coffee-salalah-wosta?aid=2699,"Beverages, Desserts"
London Juice,/oman/restaurant/647665/london-juice-salalah-wosta?aid=2699,"Beverages, Juices, Desserts"
"Tea Time, Al salam, Salalah Wosta",/oman/restaurant/630944/tea-time-al-salam-salalah-wosta?aid=2699,"Sandwiches, Wraps, Burgers"
Shree Gangotri Restaurant,/oman/restaurant/680077/shree-gangotri-restaurant-az-zawiyah?aid=2699,"Indian, Vegetarian, Healthy"
"Toqa Coffee, Dahariz",/oman/restaurant/642260/toqa-coffee-new-salalah-salalah-airport?aid=2699,"Desserts, Beverages"
Old Kutaini Restaurant,/oman/restaurant/681444/old-kutaini-restaurant-az-zawiyah?aid=2699,"Grills, Chicken, Seafood, Pakistani"
Peaky Blinders Burger,/oman/restaurant/689677/peaky-blinders-burger-al-jadidah?aid=2699,"Burgers, Sandwiches, American"
Marmara AL -Turkey Restaurant,/oman/restaurant/35801/marmara-turki-restaurant-al-hassila?aid=2699,"Grills, Doner, Shawarma, International"
Baskin Robbins,/oman/restaurant/31777/baskin-robbins-salalah--salam-streetsalalah-5?aid=2699,"Ice cream, Cakes, Desserts"
Cinnaroll Cafe,/oman/restaurant/48147/cinnaroll-cafe-al-wadi?aid=2699,"Beverages, Cakes, Desserts"
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=2699,Charity
Belad Al Sham Sweets,/oman/restaurant/698497/belad-al-sham-sweets-salalah?aid=2699,"Arabic sweets, Pastries, Desserts"
