Name,Href,Cuisines
Panorama Al Khaleej,/oman/restaurant/715232/panorama-al-khaleej-liwa?aid=9541,"Cafe, Beverages, Sandwiches"
Toucan,/oman/restaurant/661876/toucan-liwa?aid=9541,"Juices, Pancakes, Waffles"
Palace Mandi Restaurant,/oman/restaurant/661785/palace-mandi-restaurant-liwa?aid=9541,"Grills, Chicken"
Sheez Coffeeshop,/oman/restaurant/661480/sheez-coffeeshop-liwa?aid=9541,"Cafe, Beverages, Sandwiches"
974,/oman/restaurant/722249/974-liwa?aid=9541,"Fast food, Burgers, Beverages"
Royal Tea Panorama,/oman/restaurant/716126/royal-tea-panorama-al-liwa?aid=9541,"Beverages, Indian, Sandwiches"
3x burger,/oman/restaurant/715945/3x-burger-al-liwa?aid=9541,"Burgers, Sandwiches, Arabic"
Shati Al Zahiya,/oman/restaurant/668076/shati-al-zahiya-liwa?aid=9541,"Cafe, Beverages, Sandwiches"
WAHD BTATA,/oman/restaurant/711437/wahd-btata-al-liwa?aid=9541,Fast food
Top Chef,/oman/restaurant/661512/top-chef-liwa?aid=9541,"Fast food, Burgers, Sandwiches"
Chicken Ville,/oman/restaurant/709731/chicken-ville-al-liwa?aid=9541,"Fast food, Chicken, Burgers"
Coffee+,/oman/restaurant/729204/coffee-liwa?aid=9541,Coffee
Go GGrll,/oman/restaurant/711030/go-ggrll-liwa?aid=9541,"Burgers, Beverages, Fast food"
Sandawika,/oman/restaurant/661723/sandawika-liwa?aid=9541,"Cafe, Beverages, Shawarma"
Madinat Al Tayyiub Restaurant,/oman/restaurant/725261/madinat-al-tayyiub-restaurant-liwa?aid=9541,"Arabic, Chicken, Indian"
AL ZAWAL RESTAURANT,/oman/restaurant/695502/al-zawal-restaurant-al-liwa?aid=9541,"Arabic, Omani, Fresh Meat & Fish"
