Name,Href,Cuisines
Carrefour,/oman/grocery/33966/carrefour-qurm-muscat?aid=1403,"Hypermarket, Grocery"
LuLu Hypermarket,/oman/grocery/691937/lulu-hypermarket-darsait-muscat?aid=1403,"Hypermarket, Grocery"
Ali Thani Restaurant,/oman/restaurant/602982/ali-thani-restaurant-muttrah?aid=1403,"Indian, Curry, Biryani"
Daawat,/oman/restaurant/654950/dawaat-ruwi?aid=1403,"Indian, Grills, Kebab"
"Tropical, Darsait",/oman/restaurant/634696/tropical-darsait?aid=1403,"Juices, Smoothies, Beverages"
Kamat,/oman/restaurant/689247/kamat-ruwi?aid=1403,"Asian, Indian, Vegetarian"
Star Of Cochin Restaurant,/oman/restaurant/690421/star-of-cochin-restaurant-darsait?aid=1403,"Indian, Vegetarian, Grills"
Foodie Junction,/oman/restaurant/684301/foodie-junction-darsait?aid=1403,"Asian, Beverages, Indian"
"Kusharina,Qurm",/oman/restaurant/29183/kusharinaqurm?aid=1403,"Koshary, Sandwiches, Egyptian"
Zam Zam Mandi Restaurant,/oman/restaurant/617605/zam-zam-mandi-restaurant-mbd?aid=1403,"Grills, Chicken, Seafood"
KRISHNADHAM,/oman/restaurant/706799/krishnadham-ruwi?aid=1403,"Asian, Grills, Indian"
"Tropical, Ruwi",/oman/restaurant/31990/tropical-ruwi?aid=1403,"Juices, Healthy, Beverages"
Anjappar,/oman/restaurant/43639/anjappar-ruwi?aid=1403,"Chicken, Seafood, Biryani"
Chai wala Darsait,/oman/restaurant/634646/chai-walaruwi?aid=1403,"Grills, Kebab, Arabic"
Sree Saravana`s Vegetarian Restaurant,/oman/restaurant/719121/sree-saravanas-vegetarian-restaurant-ruwi?aid=1403,"Indian, Desserts, Beverages"
Al Haikal Restaurant,/oman/restaurant/644670/al-haikal-restaurant-ruwi?aid=1403,"Biryani, Indian, Desserts"
Healthy&co,/oman/restaurant/714144/healthy-co-qurmqurm?aid=1403,"Bowls, Salad, Healthy"
Burgers & Bites,/oman/restaurant/28392/burgers-bites-ruwimbd?aid=1403,"Sandwiches, American, Burgers"
Juice World,/oman/restaurant/39812/juice-world-muttrah?aid=1403,"Beverages, Juices"
Tikka & Twist,/oman/restaurant/706802/tikka-twist-ruwi?aid=1403,"Indian, Grills, Kebab"
Khyber Restaurant,/oman/restaurant/11553/khyber-restaurant-cbd?aid=1403,"Grills, Biryani, Indian"
FETIH TURKISH RESTAURANT,/oman/restaurant/699984/fetih-turkish-restaurant-ruwi?aid=1403,"Grills, Turkish, Juices"
6 Aromas Restaurant,/oman/restaurant/703085/6-aromas-restaurant-ruwi?aid=1403,"Indian, Biryani, Breakfast"
Four Squares Restaurant,/oman/restaurant/711465/four-squares-restaurant-wadi-al-kabir?aid=1403,"Indian, Curry, Chinese"
Italian Barista Cafe,/oman/restaurant/26354/italian-barista-al-qurm?aid=1403,"Pizza, Pasta, Burgers"
Azura The Coffee,/oman/restaurant/48919/azura-the-coffee-company-qurm?aid=1403,"Beverages, Coffee"
Anna Cafe,/oman/restaurant/630320/anna-cafe-jibrooh?aid=1403,"Cafe, Beverages, Breakfast"
Ashok`s Grill House,/oman/restaurant/725117/ashoks-grill-house-wadi-al-kabir?aid=1403,"Indian, Asian, Grills"
"Al Hawas, Ruwi",/oman/restaurant/34570/al-hawas-ruwi?aid=1403,"Sandwiches, Grills, Shawarma"
"BAMBAIYA - Frankies`, Momos` & More",/oman/restaurant/725592/bambaiya--frankies-momos-more-wadi-al-kabir?aid=1403,"Asian, Beverages, Desserts"
"BAMBAIYA - Frankies`, Momos` & More",/oman/restaurant/725592/bambaiya--frankies-momos-more-wadi-al-kabir?aid=1403,"Asian, Beverages, Desserts"
Kabsa Time,/oman/restaurant/706797/kabsa-time-ruwi?aid=1403,"Arabic, Beverages, Grills"
Fantasy Restaurant,/oman/restaurant/675352/fantasy-restaurant-ruwi?aid=1403,"Biryani, Chicken, Seafood"
Al-Exandria Restaurant,/oman/restaurant/726816/al-exandria-restaurant-ruwai?aid=1403,"Asian, Indian"
Schezwan,/oman/restaurant/706801/schezwan-ruwi?aid=1403,"Asian, Noodles, Chinese"
Bait Al Luban Restaurant,/oman/restaurant/48831/bait-al-luban-restaurant?aid=1403,"Desserts, Beverages, Arabic sweets"
