Name,Href,Cuisines
Sukar Khafeef,/oman/restaurant/723380/sukar-khafeef-al-dareez?aid=8970,"Sandwiches, Desserts, Beverages"
Junaid Perfumes,/oman/restaurant/716232/junaid-perfumes-ar-rayibah?aid=8970,Perfumes
LuLu Hypermarket,/oman/grocery/692577/lulu-hypermarket-ibri?aid=8970,"Hypermarket, Grocery"
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=8970,Charity
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=8970,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=8970,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=8970,Charity
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=8970,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=8970,Charity
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=8970,Charity
Association for the Welfare of the Handicapped Children,/oman/restaurant/630906/association-for-the-welfare-of-the-handicapped-children?aid=8970,Charity
Environment Society of Oman,/oman/restaurant/641624/environment-society-of-oman?aid=8970,Charity
Al Qannas Grills,/oman/restaurant/716951/al-qannas-grills-araqi?aid=8970,"Arabic, Breakfast, Burgers"
BU KISHA,/oman/restaurant/711667/bu-kisha-al-araqi?aid=8970,"Burgers, Pasta, Fast food"
