Name,Href,Cuisines
Funky Mango,/oman/restaurant/729519/funky-mango-al-araqi?aid=5586,"Beverages, Burgers, Desserts"
Al Mahashi Time,/oman/restaurant/702691/mahashi-time-hijjar?aid=5586,"Mezze, Desserts"
TAIBAT AL SHAM,/oman/restaurant/704849/taibat-al-sham-hijjar?aid=5586,"Arabic, Juices, Grills"
Mango Fruit,/oman/restaurant/615680/mango-fruit-ibri-hospital?aid=5586,"Juices, Fruits, Beverages"
Kaff Cafe,/oman/restaurant/652880/kaff-cafe-ar-rayibah?aid=5586,"Desserts, Beverages, Donuts"
"Arab World Restaurant, Ibri",/oman/restaurant/610221/arab-world-restaurant-ibri?aid=5586,"Breakfast, Arabic, Foul"
Waffle And Donut,/oman/restaurant/644166/waffle-and-donut-ibri-souq?aid=5586,"Desserts, Beverages, Donuts"
Burger Express,/oman/restaurant/676816/burger-express?aid=5586,"Juices, Fried chicken, Burgers"
Al Shaam Jewel,/oman/restaurant/698486/al-shaam-jewel-ibri-souq?aid=5586,"Arabic, Grills, Shawarma"
ROAST COFFEE,/oman/restaurant/729933/roast-coffee-ibri-souq?aid=5586,Coffee
Mr papa zinger,/oman/restaurant/729425/mr-papa-zinger-mutrid?aid=5586,"Burgers, Fast food"
Burthukal,/oman/restaurant/610571/burthukal-dubaishi?aid=5586,"Burgers, Desserts, Beverages"
Jim Cafe,/oman/restaurant/609426/jim-cafe-ibri-souq?aid=5586,"Beverages, Coffee, Milkshakes"
"Deli Pizza, Ibri",/oman/restaurant/716267/deli-pizza-ibri?aid=5586,"Pizza, Beverages, Pasta"
"ChicKing, Ibri,Hijjar",/oman/restaurant/608236/chicking-ibrihijjar?aid=5586,"Fried chicken, Sandwiches, Wraps"
Burger O Burger,/oman/restaurant/41268/burger-o-burger-hijjar?aid=5586,"Burgers, Beverages, Juices"
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=5586,Charity
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=5586,Charity
TIMEZONE,/oman/restaurant/653443/timezone-hijjar?aid=5586,Specialty Store
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=5586,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=5586,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=5586,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=5586,Charity
Sukar Khafeef,/oman/restaurant/723380/sukar-khafeef-al-dareez?aid=5586,"Sandwiches, Desserts, Beverages"
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=5586,Charity
Crispy Time,/oman/restaurant/729561/crispy-time-hijjar?aid=5586,"Fast Food, American"
Mango Talaat,/oman/restaurant/683927/mango-talaat-ibri?aid=5586,"Desserts, Juices, Fruits"
Hala Ibri,/oman/restaurant/718817/hala-ibri-as-sulaif?aid=5586,"Burgers, Juices, Fast food"
Howd Al Masarat Restaurant,/oman/restaurant/658232/howd-al-masarat-restaurant-ibri-souq?aid=5586,"Chicken, Indian, Curry"
Coffee Point,/oman/restaurant/609409/coffee-point-ibri-souq?aid=5586,"Desserts, Beverages, Gelato"
Toucan,/oman/restaurant/682384/toucan-ibri?aid=5586,"Juices, Pancakes, Waffles"
ALMunsif for Pastries and Pizza,/oman/restaurant/669488/almunsif-for-pastries-and-pizza-hijjar?aid=5586,"Pies, Pastries, Pizza"
Association for the Welfare of the Handicapped Children,/oman/restaurant/630906/association-for-the-welfare-of-the-handicapped-children?aid=5586,Charity
"Aseer Time,Ibri Souq",/oman/restaurant/609424/aseer-timeibri-souq?aid=5586,"Desserts, Ice cream, Milkshakes"
Chick N Fille,/oman/restaurant/698751/chick-n-fille-idreez?aid=5586,"Burgers, Sandwiches, Juices"
Environment Society of Oman,/oman/restaurant/641624/environment-society-of-oman?aid=5586,Charity
Papa Kanafa,/oman/restaurant/633625/papa-kanafa-al-araqi?aid=5586,"Arabic sweets, Desserts, Arabic"
Atiab Al Malak,/oman/restaurant/703644/atiab-al-malak-ibri?aid=5586,Specialty Store
Avicen Pharmacy,/oman/pharmacy/626564/avicen-pharmacy-ibri?aid=5586,Pharmacy
LuLu Hypermarket,/oman/grocery/694442/lulu-hypermarket-bawadi-mall?aid=5586,"Hypermarket, Grocery"
LuLu Hypermarket,/oman/grocery/692577/lulu-hypermarket-ibri?aid=5586,"Hypermarket, Grocery"
Double Box,/oman/restaurant/679659/double-box-hijjar?aid=5586,"Beverages, Sandwiches, Shawarma & Doner"
KFC,/oman/restaurant/720383/kfc-ibri-hijjar?aid=5586,"Fried chicken, Chicken, Sandwiches"
Do donuts,/oman/restaurant/688138/do-donuts-ibri-souq?aid=5586,"American, Beverages, Donuts"
Baskin Robbins,/oman/restaurant/675904/baskin-robbins-ibri?aid=5586,"Ice cream, Cakes, Desserts"
Musk Al Ghazal Turkish Restaurant,/oman/restaurant/657947/musk-al-ghazal-turkish-restaurant-ibri-souq?aid=5586,"Shawarma, Pizza, Grills"
Shawarma Asaaer 5G,/oman/restaurant/715625/shawarma-asaaer-5g-hijjar?aid=5586,"Juices, Shawarma, Desserts"
Flavors Room,/oman/restaurant/609428/flavors-room-ibri-souq?aid=5586,"Desserts, Churros, Crepes"
Modern Oman Bakery,/oman/restaurant/702619/modern-oman-bakery-as-sulaif?aid=5586,"Desserts, Beverages, Pastries"
Papa Johns,/oman/restaurant/716655/papa-johns-hijjar?aid=5586,"Pizza, Pastries, Italian"
Burger Trip,/oman/restaurant/609414/burger-trip-ibri-souq?aid=5586,"Burgers, Beverages, Milkshakes"
Ayush,/oman/restaurant/719053/ayush-hijjar?aid=5586,"Arabic, Omani"
Crispiano,/oman/restaurant/730803/crispiano-as-sulaif?aid=5586,"Burgers, Chicken"
Mr. Mango,/oman/restaurant/609788/mr-mango-ibri-souq?aid=5586,"Beverages, Juices, Smoothies"
Pizza Hut,/oman/restaurant/634847/pizza-hut-ibri-souq?aid=5586,"Pizza, International, Italian"
FRITEN POTATOS,/oman/restaurant/707254/friten-potatos-as-sulaif?aid=5586,"Burgers, Pasta, Fast food"
One Stop,/oman/restaurant/681629/one-stop-ibri-souq?aid=5586,"Burgers, Cafe"
Al Frooj Nest,/oman/restaurant/710159/al-frooj-nest-al-dareez?aid=5586,"Arabic, Shawarma, Sandwiches"
Domino's Pizza,/oman/restaurant/14863/dominos-pizza-hijjar-ibri?aid=5586,"Pizza, International, Italian"
Burger Garage,/oman/restaurant/697099/burger-garage-as-sulaif?aid=5586,"Burgers, Sandwiches"
IBRI MARKET,/oman/grocery/663396/ibri-market-ibri-souq?aid=5586,"Grocery, Fruits & Vegetables"
