Name,Href,Cuisines
Shawerma Al Balad,/oman/restaurant/722827/shawerma-al-balad-al-khuwayr-south?aid=1376,"Shawarma, Sandwiches, Arabic"
Carrefour,/oman/grocery/34180/carrefour-mgm-muscat?aid=1376,"Hypermarket, Grocery"
Al Meera,/oman/grocery/699217/al-meera-panorama-muscat?aid=1376,"Hypermarket, Grocery"
Fayha Fresh,/oman/grocery/641716/fayha-fresh-al-khuwayr-north-muscat?aid=1376,"Supermarket , Grocery"
Drizzle,/oman/restaurant/723225/drizzle-bawshar?aid=1376,"Cafe, Chocolate, Desserts"
Extract coffee & Roastery,/oman/restaurant/727389/extract-coffee-roastery-bawshar?aid=1376,"Beverages, Coffee"
Al Bait Al Oud Kitchen,/oman/restaurant/729793/al-bait-al-oud-kitchen-bawshar?aid=1376,Arabic
Caravan's catering muscat,/oman/restaurant/678410/caravans-catering-muscatbawshar?aid=1376,"African, Omani, Snacks"
Yalla Begum's,/oman/restaurant/696305/yalla-begums-bawshar?aid=1376,"Indian, Sandwiches, Vegetarian, Chicken, Street food"
Hani,/oman/restaurant/693693/hani-bawshar?aid=1376,"International, Cafe, Iranian"
THE BU BEEF,/oman/restaurant/732065/the-bu-beef-bawshar?aid=1376,American
crush,/oman/restaurant/717440/crush-bawshar?aid=1376,"Beverages, Coffee"
ever cafe,/oman/restaurant/703839/ever-cafe-bawshar?aid=1376,"Coffee, Cafe, Beverages"
Greenway,/oman/restaurant/712738/greenway-bawshar?aid=1376,"Healthy, Juices, Salad"
POWER BOWLS,/oman/restaurant/716173/power-bowls-bawshar?aid=1376,"Healthy, Grills, Salad"
Cannoli,/oman/restaurant/711061/cannoli-bawshar?aid=1376,"Burgers, Omani, Coffee"
Sablat Alhusn Caffe,/oman/restaurant/721181/sablat-alhusn-caffe-bawshar?aid=1376,"Desserts, Pancakes, Waffles"
Icy Pops,/oman/restaurant/728486/icy-pops?aid=1376,"Ice Cream, Desserts, Healthy"
Biryani Talk,/oman/restaurant/712748/biryani-talk-bawshar?aid=1376,"Indian, Arabic, Biryani"
Caravan's catering muscat,/oman/restaurant/678410/caravans-catering-muscatbawshar?aid=1376,"African, Omani, Snacks"
Yalla Begum's,/oman/restaurant/696305/yalla-begums-bawshar?aid=1376,"Indian, Sandwiches, Vegetarian, Chicken, Street food"
Hani,/oman/restaurant/693693/hani-bawshar?aid=1376,"International, Cafe, Iranian"
Qaha Speciality Coffee,/oman/restaurant/730853/qaha-speciality-coffee-bawshar?aid=1376,"Coffee, Cakes"
Hachi Basha,/oman/restaurant/715567/hachi-basha-bawshar?aid=1376,"Grills, Bbq, Sandwiches"
Bawabt Dhofar,/oman/restaurant/724362/bawabt-dhofar-bawshar?aid=1376,"Arabic, Mandi"
Al Yemen Al Saeed Restaurant,/oman/restaurant/658384/al-yemen-al-saeed-restaurant-al-ghubra-ash-shamaliyyah?aid=1376,"Grills, Mandi"
Doganza,/oman/restaurant/31707/doganza-al-khuwairal-khuwayr-north?aid=1376,"Burgers, Sandwiches, Hot dogs"
Johny Johny Yes Papa,/oman/restaurant/624349/johny-johny-yes-papa-al-khuwayr-south?aid=1376,"Desserts, Beverages, Ice cream"
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=1376,Charity
Bomba Burrito,/oman/restaurant/600967/bomba-burrito-bawshar?aid=1376,"Street food, Sandwiches, Burrito"
Karak District,/oman/restaurant/684265/karak-district-bawshar?aid=1376,"Arabic, Sandwiches"
OOH!,/oman/restaurant/719661/ooh-ghubrah-janubiyyah?aid=1376,"Beverages, Hot dogs, Sandwiches"
"Burger Place, Bawshar",/oman/restaurant/22754/burger-place-bawshar?aid=1376,"Burgers, Sandwiches, American"
Just Fried Thai Cafe,/oman/restaurant/662663/just-fried-thai-cafe-ghubrah-janubiyyah?aid=1376,"Thai, Asian, Seafood"
A21 Coffee,/oman/restaurant/47871/a-21-coffee-bawshar?aid=1376,"Beverages, Desserts"
Sweet Evolution,/oman/restaurant/723596/sweet-evolution-bawshar?aid=1376,"Coffee, Desserts, Juices"
Nabdh Cafe,/oman/restaurant/680061/nabdh-cafe-bawshar?aid=1376,"Desserts, Healthy, Cafe"
Lucoo,/oman/restaurant/699651/lucoo-bawshar?aid=1376,"Ice Cream, Coffee, Beverages"
Subway,/oman/restaurant/684074/subway-mall-of-oman?aid=1376,"Sandwiches, Healthy, Salad, Wraps"
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=1376,Charity
Darweeshyat cafe,/oman/restaurant/691372/darweeshyat-bawshar?aid=1376,Cafe
Maha Al Sham,/oman/restaurant/716354/maha-al-sham-bawshar?aid=1376,"Arabic, Grills, Pastries"
Let's Wok,/oman/restaurant/706889/lets-wok-al-khuwayr-south?aid=1376,"Chinese, Asian, Noodles"
Nine50,/oman/restaurant/696989/nine50-bawshar?aid=1376,"American, Hot dogs, Burgers"
Friend House,/oman/restaurant/715892/friend-house-bawshar?aid=1376,"Thai, Asian, Beverages"
Dumy Crispy,/oman/restaurant/731057/dumy-crispy-bawshar?aid=1376,"Crepes, Burgers, Sandwiches"
Toast Me,/oman/restaurant/703319/toast-me?aid=1376,"Breakfast, Sandwiches, Beverages"
NAYEB,/oman/restaurant/698641/nayeb-bawshar?aid=1376,"Iranian, International, Kebab"
Qarmashi,/oman/restaurant/48981/qarmashi-bawshar?aid=1376,"Fast food, Sandwiches, American"
Laduree,/oman/restaurant/708271/laduree-bawshar?aid=1376,"Cafe, Beverages, Desserts"
