Name,Href,Cuisines
A&M CAFE,/oman/restaurant/708507/am-cafe-jalan-bani-buhassan?aid=9551,"International, Beverages, Fast food"
Al Mango,/oman/restaurant/696420/al-mango-jalan-bani-buhassan?aid=9551,"Beverages, Pasta, Burgers"
Aseer Time,/oman/restaurant/662748/aseer-time-murtafa?aid=9551,"Desserts, Ice cream, Milkshakes"
AL YEMENI MAKBOOS RESTAURANT,/oman/restaurant/668513/al-yemeni-makboos-restaurant?aid=9551,"Grills, Chinese, Indian"
Al Maganis Cafe,/oman/restaurant/681288/al-maganis-cafe?aid=9551,"Shawarma, Beverages, Arabic sweets"
Paris Brest Sweet & Cake,/oman/restaurant/713055/paris-brest-sweet-cake-jalan-bani-buali?aid=9551,"Bakery, Desserts"
OREGANO RESTAURANT,/oman/restaurant/694754/oregano-restaurant?aid=9551,"Arabic, Grills, Breakfast"
Luqaimat Al Dar,/oman/restaurant/662974/luqaimat-al-dar?aid=9551,"Arabic sweets, Breakfast, Donuts"
Ard Almuhashi,/oman/restaurant/713558/ard-almuhashi-jalan-bani-buali?aid=9551,"Egyptian, Desserts, Juices"
Map Speciality Coffee,/oman/restaurant/662832/map-speciality-coffee-billad-suq?aid=9551,"Desserts, Beverages, Ice cream"
PRESSED,/oman/restaurant/691725/pressed-jalan-bani-buali?aid=9551,"Coffee, Desserts, Beverages"
Chai Al Maqanes,/oman/restaurant/684296/chai-al-maqanes-jalan-bani-buali?aid=9551,"Pastries, Breakfast, Arabic"
Sharbat W Askareem,/oman/restaurant/663534/sharbat-w-askareem-bu-hassan-jalan-bani-buhassan?aid=9551,"Beverages, Coffee, Ice cream"
Pizza Muscat,/oman/restaurant/663167/pizza-muscat?aid=9551,"Pizza, Pastries, Italian"
Brix Cafe,/oman/restaurant/663343/brix-cafe-jalan-bani-buali?aid=9551,"Beverages, Coffee, Cafe"
mecafe,/oman/restaurant/708602/mecafe-jalan-bani-bu-ali?aid=9551,"Coffee, Desserts, Beverages"
Ravenna,/oman/restaurant/662801/ravenna-murtafa?aid=9551,"Desserts, Beverages, Arabic sweets"
91 CAFE,/oman/restaurant/697056/91-cafe-jalan-bani-buhassan?aid=9551,"Coffee, Beverages"
Mister Toast,/oman/restaurant/684580/mister-toast-jalan-bani-buali?aid=9551,"Breakfast, Burgers, Sandwiches"
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=9551,Charity
CAFELITO,/oman/restaurant/663089/cafelitosuq?aid=9551,"Sandwiches, Beverages, Breakfast"
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=9551,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=9551,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=9551,Charity
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=9551,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=9551,Charity
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=9551,Charity
Burjlan,/oman/restaurant/662833/burjlan-bu-ali?aid=9551,"Burgers, Sandwiches, Wraps"
Mr. Falafel,/oman/restaurant/724299/mr-falafel-jalan-bani-buali?aid=9551,"Falafel, Breakfast, Sandwiches"
Association for the Welfare of the Handicapped Children,/oman/restaurant/630906/association-for-the-welfare-of-the-handicapped-children?aid=9551,Charity
LuLu Hypermarket,/oman/grocery/692628/lulu-hypermarket-jalan?aid=9551,"Hypermarket, Grocery"
Butitalu,/oman/restaurant/717157/butitalu-jalan-bani-buhassan?aid=9551,"Fast food, Burgers, Beverages"
Foul W MUqalqal,/oman/restaurant/714626/foul-w-muqalqal-jalan-bani-buali?aid=9551,Arabic
Zad Al Khair,/oman/restaurant/720481/zad-al-khair-jalan-bani-buali?aid=9551,"Cakes and Desserts, Desserts"
SHAGHF,/oman/restaurant/680836/shaghf-jalan-bani-buali?aid=9551,"Coffee, Desserts"
Al Koukh Burger,/oman/restaurant/708116/al-koukh-burger-jalan-bani-buhassan?aid=9551,"Burgers, Pasta, Wraps"
Mr Do,/oman/restaurant/663151/mr-do-jalan-bani-buhali?aid=9551,"Desserts, Donuts, Coffee"
Chick-out,/oman/restaurant/728468/chick-out-jalan-bani-buali?aid=9551,Burgers
Voe Cafe,/oman/restaurant/683217/jalan-bani-buhassan?aid=9551,"Cafe, Breakfast"
Zaki Restaurant,/oman/restaurant/663168/zaki-restaurant-jalan-bani-buhassan?aid=9551,"Biryani, Juices, Grills"
Chicken City,/oman/restaurant/663906/chicken-city-jalan?aid=9551,"Burgers, Sandwiches, Grills"
Highlight Burger,/oman/restaurant/700541/-burger-jalan-bani-buali?aid=9551,"American, Burgers"
Aroma 99 Cafe,/oman/restaurant/677504/aroma-99-cafe-jalan-bani-buali?aid=9551,"Sandwiches, Beverages, Burgers"
Joe Cafe,/oman/restaurant/707705/joe-cafe-jalan-bani-buali?aid=9551,"Beverages, Coffee & Tea, Desserts"
Jamrah,/oman/restaurant/706637/jamrah-jalan-bani-buali?aid=9551,"Burgers, Sandwiches, Fast food"
KFC,/oman/restaurant/696672/kfc-jalan-bani-buali?aid=9551,"Fried chicken, Chicken, Sandwiches"
Fatoorak Hana,/oman/restaurant/708047/fatoorak-hana-jalan-bani-buali?aid=9551,"Cafe, Beverages, Sandwiches"
DONO DONUTS CAFE,/oman/restaurant/729983/dono-donuts-cafe-jalan-bani-buali?aid=9551,"Beverages, Donuts"
