Name,Href,Cuisines
Gheyr,/oman/restaurant/728945/gheyr-ard-elgaw?aid=2710,"Beverages, Cakes and Desserts"
Shaghf,/oman/restaurant/689238/shaghf-saraa?aid=2710,"Beverages, Desserts"
Ibn Naghmash Kitchen & Restaurant For Mandi,/oman/restaurant/659461/ibn-naghmash-kitchen-restaurant-for-mandi-al-gherifa?aid=2710,"Mandi, Arabic"
Al Nadi Pastry and Coffee Shop,/oman/restaurant/665116/al-nadi-restaurant-buraimi-industrial?aid=2710,"Pastries, Sandwiches, Grills"
Takyah,/oman/restaurant/694402/takyah-buraimi?aid=2710,"Breakfast, Beverages, Omani"
Fries Nation,/oman/restaurant/658408/fries-nation-al-gherifa?aid=2710,"Arabic, Snacks"
Sheksper Coffee,/oman/restaurant/47157/sheksper-coffee-saraa?aid=2710,"Desserts, Beverages, Chocolate"
"Al Sham Fruit Juices, Buraimi Industrial",/oman/restaurant/51650/al-sham-fruit-juices-buraimi-industrial?aid=2710,"Juices, Pizza, Beverages"
Baith Al Shay,/oman/restaurant/679410/baith-al-shay-buraimi-industrial?aid=2710,"Sandwiches, Beverages, Burgers"
Al Nores Restuarnt & Coffee Shop,/oman/restaurant/728592/al-nores-restuarnt-coffee-shop-buraimi-university?aid=2710,"Indian, Sandwiches, Grills"
Genad,/oman/restaurant/690720/genad-buraimi-industrial?aid=2710,"Cafe, Beverages, Desserts"
Al Mahashi Time,/oman/restaurant/690503/al-mahashi-time?aid=2710,"Mezze, Desserts"
Wadi Al Jazy Restaurant,/oman/restaurant/676840/wadi-al-jazy-restaurant-buraimi-industrial?aid=2710,"Cafeteria, Sandwiches, Beverages"
Neuchatel,/oman/restaurant/631878/neuchatel-saraa?aid=2710,"Chocolate, Desserts, International"
TAIBAT AL SHAM MODERN RESTAURANT,/oman/restaurant/702816/taibat-al-sham-modern-restaurantsaraa?aid=2710,"Arabic, Grills, Pastries"
Chilli Cafe,/oman/restaurant/709216/chilli-cafe-buraimi-university?aid=2710,"Sandwiches, Arabic, Beverages"
Mango Talaat,/oman/restaurant/616575/mango-talaat-buraimi?aid=2710,"Desserts, Juices, Fruits"
Al Buraimi Tea Time,/oman/restaurant/702917/al-buraimi-tea-time-saraa?aid=2710,"Sandwiches, Wraps, Shawarma"
Healthy Lounge,/oman/restaurant/710044/healthy-lounge-buraimi-industrial?aid=2710,"International, Healthy, Beverages"
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=2710,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=2710,Charity
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=2710,Charity
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=2710,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=2710,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=2710,Charity
Juice Palace,/oman/restaurant/715666/juice-palace-buraimi-university?aid=2710,"Juices, Ice Cream, Desserts"
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=2710,Charity
Grill & Shaw,/oman/restaurant/714323/grill-shaw-buraimi-industrial?aid=2710,"Grills, Fast food, Beverages"
Abo Mohammed Omani Food,/oman/restaurant/708931/abo-mohammed-omani-food-buraimi-industrial?aid=2710,"Arabic, Omani, Machbouss"
Thawash Al Khaleej,/oman/restaurant/36290/thawash-al-khaleej-khadrah-qadema-old?aid=2710,"Sandwiches, Wraps, Shawarma"
Pizza Hut,/oman/restaurant/663966/pizza-hut-buraimikhadrah-al-sieh-new?aid=2710,"Pizza, International, Italian"
Arabian chicken,/oman/restaurant/728672/arabian-chicken-buraimi-industrial?aid=2710,"International, Fried chicken, Burgers, American"
Chicken House,/oman/restaurant/653465/chicken-house-buraimi-industrial?aid=2710,"Chicken, Sandwiches, International"
Sunset Cafe,/oman/restaurant/702609/sunset-cafe-buraimi-industrial?aid=2710,"Beverages, Cafe"
Line Cafe,/oman/restaurant/642416/line-cafe-khadrah-al-sieh?aid=2710,"Desserts, Beverages, Acai"
Black Art,/oman/restaurant/725667/black-art-saraa?aid=2710,"Coffee, Desserts"
"McDonald`s, Buraimi Industrial",/oman/restaurant/644349/mcdonalds-buraimi-industrial?aid=2710,"Burgers, Sandwiches, Fast food"
Snack Dayetna,/oman/restaurant/701516/snack-dayetna-buraimi-industrial?aid=2710,"Arabic, Pastries, Sandwiches"
Star Juice,/oman/restaurant/35691/star-juice-ard-elgaw?aid=2710,"Beverages, Arabic sweets, Pizza"
Association for the Welfare of the Handicapped Children,/oman/restaurant/630906/association-for-the-welfare-of-the-handicapped-children?aid=2710,Charity
TOGO,/oman/restaurant/719455/togo-buraimi-industrial?aid=2710,"Cafe, Coffee, Desserts"
Papa Johns,/oman/restaurant/699936/papa-johns-buraimi-university?aid=2710,"Pizza, Pastries, Italian"
Sultan Coffeeshop,/oman/restaurant/660087/sultan-coffeeshop-buraimi-university?aid=2710,"Beverages, Burgers, Sandwiches"
Sad Mareb Restaurant,/oman/restaurant/719593/sad-mareb-restaurant-buraimi-industrial?aid=2710,"Omani, Arabic"
Bait Al Madkhout,/oman/restaurant/684449/bait-al-madkhout?aid=2710,Arabic
Burger Coppa,/oman/restaurant/687646/burger-coppa-buraimi-university?aid=2710,"Beverages, Burgers, Sandwiches"
AL Nadi Coffee Shop And Grills,/oman/restaurant/633519/al-nadi-coffee-shop-and-grills-buraimi-industrial?aid=2710,"Pastries, Sandwiches, Grills"
Sekka,/oman/restaurant/49217/sekka-saraa?aid=2710,"Cafeteria, Sandwiches, Grills"
Environment Society of Oman,/oman/restaurant/641624/environment-society-of-oman?aid=2710,Charity
Al Omani Alasil,/oman/restaurant/724672/al-omani-alasil-buraimi-industrial?aid=2710,"Grills, Bbq, Chicken, Seafood, Arabic, Fresh Meat & Fish"
Milky Mouz,/oman/restaurant/708958/milky-mouz-buraimi?aid=2710,"Beverages, Juices, Ice Cream"
Latte90,/oman/restaurant/719010/latte90-buraimi-industrial?aid=2710,"Cafe, Coffee, Desserts"
ACAI REEM,/oman/restaurant/702811/acai-reem-buraimi-industrial?aid=2710,Desserts
Karak Al Suq,/oman/restaurant/35148/karak-al-suqal-gherifa?aid=2710,"Arabic sweets, Sandwiches, Beverages"
Muscle House,/oman/grocery/619535/muscle-house-buraimi-industrial?aid=2710,Supplements
Royal Chicken House,/oman/restaurant/666684/royal-chicken-house-buraimi-industrial?aid=2710,"Sandwiches, Egyptian, Koshary"
Burger Mall,/oman/restaurant/708943/burger-mall-buraimi-industrial?aid=2710,"Beverages, Fast food, Burgers"
TEA AL MUHAFADHA CAFE,/oman/restaurant/704400/tea-al-muhafadha-cafe-mazara-al-aqda?aid=2710,"Arabic, Pastries, Sandwiches"
Grilled & Iranian Coffee Shop,/oman/restaurant/37783/grilled-iranian-coffee-shop-al-gherifa?aid=2710,"Grills, Shawarma, Sandwiches"
Chicken Nest,/oman/restaurant/721430/chicken-nest-buraimi-industrial?aid=2710,"Sandwiches, Egyptian, Koshary"
