Name,Href,Cuisines
ASEER TIME,/oman/restaurant/686788/aseer-time-al-haweel?aid=9516,"Beverages, Juices, Desserts"
Noor Al Sham Juices,/oman/restaurant/709999/noor-al-sham-juices-murtafaat-saham?aid=9516,"Beverages, Juices, Desserts"
Kiwi Juices,/oman/restaurant/701331/kiwi-juices-saham?aid=9516,"Beverages, Coffee"
Toucan,/oman/restaurant/680213/toucan-saham?aid=9516,"Juices, Pancakes, Waffles"
Pakistani Restaurant,/oman/restaurant/659574/pakistani-restaurant-al-haweel?aid=9516,"Biryani, Chicken, Indian"
Spice Saham Restaurant,/oman/restaurant/655744/spice-saham-restaurant-al-haweel?aid=9516,"Cafe, Beverages, Sandwiches"
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=9516,Charity
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=9516,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=9516,Charity
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=9516,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=9516,Charity
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=9516,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=9516,Charity
Burthukal,/oman/restaurant/672028/burthukal-al-haweel?aid=9516,"Desserts, Beverages, Sandwiches"
Antares Cafe,/oman/restaurant/655681/antares-cafe-sahem-heights?aid=9516,"Desserts, Beverages, Cakes"
Shaghf,/oman/restaurant/718773/shaghf-murtafaat-saham?aid=9516,"Cafe, Coffee, Desserts"
Muscat Candy,/oman/grocery/716762/muscat-nuts-as-saham?aid=9516,"Specialty Store , Grocery"
Association for the Welfare of the Handicapped Children,/oman/restaurant/630906/association-for-the-welfare-of-the-handicapped-children?aid=9516,Charity
Al Ridha Restaurant,/oman/restaurant/718991/al-ridha-restaurant-al-haweel?aid=9516,"Arabic, International, Yemeni"
