Name,Href,Cuisines
Shaghf,/oman/restaurant/676307/shaghf-al-tarif?aid=9577,"Beverages, Coffee, Cafe"
Tea & Donuts,/oman/restaurant/665353/tea-donuts-musannaal-tarif?aid=9577,"Donuts, Desserts, Cafe"
Shajf Al Sham,/oman/restaurant/722290/shajf-al-sham-al-muladdah?aid=9577,"Juices, Fast food"
Al Ghanaim Restaurant For Omani Food,/oman/restaurant/692621/al-ghanaim-resturant-for-omani-food-al-tarif?aid=9577,"Grills, Chicken, Arabic"
Triaq Cafe,/oman/restaurant/665495/triaq-cafe-al-shaebaya?aid=9577,"Beverages, Coffee, Cafe"
Burthukal,/oman/restaurant/714346/burthukal-al-tarif?aid=9577,"Desserts, Juices, Burgers"
Al Mahashi Time,/oman/restaurant/665676/al-mahashi-time-al-tarif?aid=9577,"Mezze, Desserts"
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=9577,Charity
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=9577,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=9577,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=9577,Charity
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=9577,Charity
PIZZA MODO,/oman/restaurant/695134/pizza-modo-al-muladdah?aid=9577,"Pizza, Pasta, Italian"
The Pizza Lab,/oman/restaurant/715564/the-pizza-lab-al-muladdah?aid=9577,"Pizza, International"
Malek Alpizza,/oman/restaurant/730533/malek-alpizza-al-muladdah?aid=9577,Pizza
Malek Alpizza,/oman/restaurant/730533/malek-alpizza-al-muladdah?aid=9577,Pizza
Al Mazra,/oman/grocery/720564/al-mazra-musana?aid=9577,Fruits & Vegetables
Association for the Welfare of the Handicapped Children,/oman/restaurant/630906/association-for-the-welfare-of-the-handicapped-children?aid=9577,Charity
Elevate Speciality Coffee,/oman/restaurant/671237/elevate-speciality-coffee-al-muladdah?aid=9577,"Beverages, Coffee, Cafe"
Arte. Specialty Coffee,/oman/restaurant/665785/arte-specialty-coffee-al-muladdah?aid=9577,"Beverages, Coffee, Cafe"
