Name,Href,Cuisines
Ajeen,/oman/restaurant/691666/ajeen-hayy-asim?aid=6911,"Manaqeesh, Pastries, Sandwiches, Saj"
Mahshi Palace,/oman/restaurant/732117/mahshi-palace-al-tharamid?aid=6911,Egyptian
40 Café,/oman/restaurant/731595/40-caf-samhan?aid=6911,"Cafe, Coffee, Sandwiches"
Shaghf,/oman/restaurant/620569/shaghf-barka-haradi?aid=6911,"Beverages, Coffee, Cafe"
Kunafanji,/oman/restaurant/628193/kunafanji-barka-suq?aid=6911,Desserts
Al Jabri Kitchen And Restaurant,/oman/restaurant/653205/al-jabri-kitchen-and-restaurant-haradi?aid=6911,"Shawarma, Pies, Grills"
Ravenna Konafa,/oman/restaurant/702297/ravenna-konafa-al-tharamid?aid=6911,"Desserts, Arabic"
Pastina,/oman/restaurant/704696/pastina-hay-al-salam?aid=6911,"Italian, Pizza, Pasta"
Falafel And Foul House,/oman/restaurant/644632/falafel-and-foul-house-abu-al-nakheel?aid=6911,"Sandwiches, Desserts, Beverages"
Al Zahra Café,/oman/restaurant/715962/al-zahra-caf-hay-al-salam?aid=6911,"American, Beverages, Burgers"
Al Nizwani Restaurant & Kitchen,/oman/restaurant/635890/al-nizwani-restaurant-kitchen-al-basit?aid=6911,"Indian, Mandi, Biryani"
Hyderabadi House Restaurant,/oman/restaurant/649800/hyderabadi-house-restaurant-abu-al-nakheel?aid=6911,"Cafeteria, Chicken, Seafood"
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=6911,Charity
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=6911,Charity
Ajwa Al Barka Restaurant,/oman/restaurant/619758/ajwa-al-barka-restaurant-al-basit?aid=6911,"Grills, Chicken, Arabic"
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=6911,Charity
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=6911,Charity
Mellow,/oman/restaurant/710779/mellow-al-tharamid?aid=6911,"American, Burgers"
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=6911,Charity
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=6911,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=6911,Charity
Moosa Al Balushi Kitchens,/oman/restaurant/623878/moosa-al-balushi-kitchens-haradi?aid=6911,"Grills, Biryani, Mandi"
FiLLi Cafe,/oman/restaurant/721384/filli-cafe-al-tharamid?aid=6911,"Cafe, Beverages, Sandwiches"
New Food House,/oman/restaurant/639566/new-food-house-al-basit?aid=6911,"Grills, Seafood, Asian"
Al Fairoz,/oman/restaurant/702517/al-fairoz-al-tharamid?aid=6911,"Sandwiches, Juices, Shawarma"
"ChicKing, Barka Grand Mall",/oman/restaurant/694396/chicking-barka-grand-mall?aid=6911,"Fried chicken, Sandwiches, Wraps"
Penguin,/oman/restaurant/48693/penguin-barka?aid=6911,"Pizza, Fried chicken, Burgers"
Dahia Grills,/oman/restaurant/620339/dahia-grills-ar-rumays?aid=6911,"Burgers, American, Pasta"
Al Mahroosa Bakery,/oman/restaurant/720687/al-mahroosa-al-tharamid?aid=6911,Bakery
"McDonald’s, Barka",/oman/restaurant/644365/mcdonalds-barka?aid=6911,"Burgers, Sandwiches, Fast food"
"McDonald’s, Barka",/oman/restaurant/644365/mcdonalds-barka?aid=6911,"Burgers, Sandwiches, Fast food"
