Name,Href,Cuisines
Scientific Pharmacy,/oman/pharmacy/664035/scientific-pharmacysohar-1?aid=3671,Pharmacy
FOOD STUDIO RESTAURANT,/oman/restaurant/723319/food-studio-restaurant-falaj-al-qabail?aid=3671,"Indian, Asian, Breakfast"
Kiwi Juices,/oman/restaurant/625058/kiwi-juices-al-multaqa?aid=3671,"Beverages, Coffee"
Designer Cakes Studio,/oman/restaurant/724720/designer-cakes-studio-al-ghushbah?aid=3671,"Desserts, Beverages, Cakes"
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=3671,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=3671,Charity
Dukan Ice Cream,/oman/restaurant/722367/dukan-ice-cream-falaj-al-awhi?aid=3671,"Desserts, Ice Cream"
Coffee posh,/oman/restaurant/729570/coffee-posh-falaj-al-qabail?aid=3671,"Coffee, Breakfast, Burgers, Italian, Desserts, Beverages, Pasta, Grills"
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=3671,Charity
Hyderabadi Darbar,/oman/restaurant/713519/hyderabadi-darbar-falaj-al-qabail?aid=3671,"Indian, Biryani, Chinese"
Dallat Kookh Al Shaay,/oman/restaurant/666383/dallat-kookh-al-shaay-afifa?aid=3671,"Cafe, Beverages, Sandwiches"
BASATEEN HADHRAMOUT,/oman/restaurant/657986/basateen-hadhramout-falaj-al-qabail?aid=3671,"Grills, Chicken"
Star Zaeem Foods,/oman/restaurant/46726/star-zaeem-foods-falaj-al-qabail?aid=3671,"Grills, Chicken, Vegetarian"
MILAN RESTAURANT,/oman/restaurant/674753/milan-restaurant-falaj-al-qabail?aid=3671,"Grills, Desserts"
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=3671,Charity
Star Zaeem Foods,/oman/restaurant/46726/star-zaeem-foods-falaj-al-qabail?aid=3671,"Grills, Chicken, Vegetarian"
MILAN RESTAURANT,/oman/restaurant/674753/milan-restaurant-falaj-al-qabail?aid=3671,"Grills, Desserts"
Environment Society of Oman,/oman/restaurant/641624/environment-society-of-oman?aid=3671,Charity
Kucu,/oman/restaurant/727716/kucu-al-ghushbah?aid=3671,"Fast food, Sandwiches"
Vasanta Bhavan,/oman/restaurant/700139/vasanta-bhavan-sohar?aid=3671,"Vegetarian, Chinese, Indian"
Fangal,/oman/restaurant/724930/fangal-at-turayf?aid=3671,"Arabic, Omani, Sandwiches"
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=3671,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=3671,Charity
