Name,Href,Cuisines
Meshan Cafe,/oman/restaurant/50834/meshan-cafe-temsa?aid=4689,"Pizza, Chicken, Indian"
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=4689,Charity
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=4689,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=4689,Charity
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=4689,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=4689,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=4689,Charity
Association for the Welfare of the Handicapped Children,/oman/restaurant/630906/association-for-the-welfare-of-the-handicapped-children?aid=4689,Charity
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=4689,Charity
Environment Society of Oman,/oman/restaurant/641624/environment-society-of-oman?aid=4689,Charity
Ephone,/oman/restaurant/699168/ephone-nizwa-grand-mall?aid=4689,Electronics
Barbeque Nation,/oman/restaurant/21085/bbq-nation-nizwa?aid=4689,"Grills, Biryani, Indian"
