Name,Href,Cuisines
Carrefour,/oman/grocery/36469/carrefour-salalah?aid=2696,"Hypermarket, Grocery"
Scientific Pharmacy,/oman/pharmacy/664036/scientific-pharmacy-salalah1al-hafa?aid=2696,Pharmacy
Tawaheen Alhawa,/oman/restaurant/619206/tawaheen-alhawa-al-wadi?aid=2696,"Grills, Pasta"
Alsaffa Grills,/oman/restaurant/648900/alsaffa-grills-salalah-industrial?aid=2696,"Grills, Chicken"
Cinnaroll Cafe,/oman/restaurant/48147/cinnaroll-cafe-al-wadi?aid=2696,"Beverages, Cakes, Desserts"
A+ Salado,/oman/restaurant/712920/a-salado-al-wadi?aid=2696,"Fast food, Burgers, Pasta"
Yogart - Premium Frozen Yogurt,/oman/restaurant/674681/yogart-premium-frozen-yogurt-salalahal-wadi?aid=2696,Frozen yogurt
Teeba Konafa,/oman/restaurant/643709/teeba-konafa-al-wadi?aid=2696,"Desserts, Coffee"
Healthylicious,/oman/restaurant/29330/healthylicious-al-wadi?aid=2696,"Grills, Keto, Healthy"
Ayal Alfreej Restaurant,/oman/restaurant/622096/ayal-alfreej-restaurant-salalah-airport-new?aid=2696,"Cafe, Beverages, Grills"
Yalla Cookies,/oman/restaurant/712515/yalla-cookies-salalah?aid=2696,"Beverages, Snacks, Desserts"
Hello London,/oman/restaurant/692067/hello-london-al-wadi?aid=2696,"Beverages, Coffee"
Rajbhog Restaurant,/oman/restaurant/648800/rajbhog-restaurant-salalah-central?aid=2696,"Snacks, Breakfast, Desserts"
Dose Cafe,/oman/restaurant/729409/dose-cafe-al-jadidah?aid=2696,"Beverages, Sandwiches, Desserts"
Take Off,/oman/restaurant/685576/take-off-al-wadi?aid=2696,"American, International, Burgers"
Carrefour,/oman/grocery/36469/carrefour-salalah?aid=2696,"Hypermarket, Grocery"
Scientific Pharmacy,/oman/pharmacy/664036/scientific-pharmacy-salalah1al-hafa?aid=2696,Pharmacy
Tawaheen Alhawa,/oman/restaurant/619206/tawaheen-alhawa-al-wadi?aid=2696,"Grills, Pasta"
Alsaffa Grills,/oman/restaurant/648900/alsaffa-grills-salalah-industrial?aid=2696,"Grills, Chicken"
Cinnaroll Cafe,/oman/restaurant/48147/cinnaroll-cafe-al-wadi?aid=2696,"Beverages, Cakes, Desserts"
A+ Salado,/oman/restaurant/712920/a-salado-al-wadi?aid=2696,"Fast food, Burgers, Pasta"
Yogart - Premium Frozen Yogurt,/oman/restaurant/674681/yogart-premium-frozen-yogurt-salalahal-wadi?aid=2696,Frozen yogurt
Teeba Konafa,/oman/restaurant/643709/teeba-konafa-al-wadi?aid=2696,"Desserts, Coffee"
Healthylicious,/oman/restaurant/29330/healthylicious-al-wadi?aid=2696,"Grills, Keto, Healthy"
Ayal Alfreej Restaurant,/oman/restaurant/622096/ayal-alfreej-restaurant-salalah-airport-new?aid=2696,"Cafe, Beverages, Grills"
Yalla Cookies,/oman/restaurant/712515/yalla-cookies-salalah?aid=2696,"Beverages, Snacks, Desserts"
Hello London,/oman/restaurant/692067/hello-london-al-wadi?aid=2696,"Beverages, Coffee"
Rajbhog Restaurant,/oman/restaurant/648800/rajbhog-restaurant-salalah-central?aid=2696,"Snacks, Breakfast, Desserts"
Dose Cafe,/oman/restaurant/729409/dose-cafe-al-jadidah?aid=2696,"Beverages, Sandwiches, Desserts"
Take Off,/oman/restaurant/685576/take-off-al-wadi?aid=2696,"American, International, Burgers"
