Name,Href,Cuisines
Estrella Cafe,/oman/restaurant/712671/estrella-cafe-al-tarif?aid=8893,"Cafe, Sandwiches, Desserts"
Saffron Mandi Yemeni,/oman/restaurant/600852/saffron-mandi-yemeni-tawi-bedi-guish?aid=8893,"Grills, Bbq, Arabic"
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=8893,Charity
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=8893,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=8893,Charity
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=8893,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=8893,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=8893,Charity
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=8893,Charity
Baskin Robbins,/oman/restaurant/600941/baskin-robbins-al-afrad?aid=8893,"Ice cream, Cakes, Desserts"
Shako Mako,/oman/restaurant/725081/shako-mako-tawi-bedi-guish?aid=8893,"Juices, Beverages"
DAR AL RAQI RESTAURANT,/oman/restaurant/711154/dar-al-raqi-restaurant-batha-hilal?aid=8893,"Arabic, Beverages, Pakistani"
Hurof cafe,/oman/restaurant/664916/hurof-cafe-al-afrad?aid=8893,"Beverages, Coffee, Cafe"
Al Mahashi Time,/oman/restaurant/685524/al-mahashi-time?aid=8893,"Mezze, Desserts"
Luqaimat,/oman/restaurant/600857/luqaimat-batha-hilal?aid=8893,"Arabic sweets, Desserts"
"Tea Time, New Souq",/oman/restaurant/645390/tea-time-new-souq?aid=8893,"Sandwiches, Wraps, Burgers"
Association for the Welfare of the Handicapped Children,/oman/restaurant/630906/association-for-the-welfare-of-the-handicapped-children?aid=8893,Charity
New Juice World,/oman/restaurant/618870/new-juice-worldal-afrad?aid=8893,"Milkshakes, Beverages, Juices"
Signature,/oman/restaurant/600364/signature-batha-hilal?aid=8893,"Beverages, Coffee, Cafe"
Environment Society of Oman,/oman/restaurant/641624/environment-society-of-oman?aid=8893,Charity
Mango Talaat,/oman/restaurant/600714/mango-talaat-al-afrad?aid=8893,"Desserts, Juices, Fruits"
LATHAT FOOL & FALAFEL,/oman/restaurant/721197/lathat-fool-falafel-batha-hilal?aid=8893,"Egyptian, Breakfast, Sandwiches"
Forever18,/oman/pharmacy/719683/forever18-al-afrad?aid=8893,cosmetics
Tea & Donuts,/oman/restaurant/603046/tea-donuts-khabbat-un-nawafil?aid=8893,"Donuts, Desserts, Cafe"
OFC,/oman/restaurant/706071/ofc-khabbat-ul-khamis?aid=8893,"Sandwiches, Wraps, Fried chicken"
Al Haramain Perfumes L.L.C,/oman/restaurant/676890/al-haramain-perfumes-llc-suwaiq-al-afrad?aid=8893,Perfumes
TEA TOWN,/oman/restaurant/691306/tea-town-batha-hilal?aid=8893,"Sandwiches, Pasta, Burgers"
Labelle,/oman/flower/699150/labelle-suwaiq?aid=8893,"Flowers, Pastries & Sweets, Chocolate"
Coffee Shop Pizza,/oman/restaurant/658205/coffee-shop-pizza-batha-hilal?aid=8893,"Sandwiches, Pizza, Pastries"
Claras Cafe  AL Hujrah,/oman/restaurant/647360/claras-cafe-al-afrad?aid=8893,"Desserts, Beverages, Arabic sweets"
Atiab Al Malak,/oman/restaurant/703640/atiab-al-malak-al-suwayq?aid=8893,Specialty Store
LuLu Hypermarket,/oman/grocery/692582/lulu-hypermarketsuwaiq?aid=8893,"Hypermarket, Grocery"
