Name,Href,Cuisines
Karma Cafe,/oman/restaurant/672446/karma-cafe-al-ahmadi?aid=2732,"Beverages, Breakfast, Burgers"
Andalusia Masterpiece Cafe Turkish Food,/oman/restaurant/672545/andalusia-masterpiece-cafe-turkish-food?aid=2732,"Pastries, Sandwiches, Juices"
Pizza Sky,/oman/restaurant/722227/pizza-sky-al-ahmadi?aid=2732,Pizza
Fun Al Burger,/oman/restaurant/729865/fun-al-burger-ibra-college?aid=2732,"Burgers, Fast Food, American"
Mahshi Abo Abdo Ibra,/oman/restaurant/695401/mahshi-abo-abdo-ibra-al-ghayl?aid=2732,"Arabic, Beverages, Sandwiches"
DOHH DONUT,/oman/restaurant/725103/dohh-asharqiyah-university?aid=2732,"Cafe, Beverages"
Sereno Cafe,/oman/restaurant/672560/sereno-cafe-ibra-municipality-area?aid=2732,"Beverages, Milkshakes, Desserts"
Rawazen Restaurant,/oman/restaurant/672682/rawazen-restaurant-ibra-municipality-area?aid=2732,"Pastries, Noodles, Snacks"
Papa Johns,/oman/restaurant/711325/papa-johns-ibra?aid=2732,"Pizza, Pastries, Italian"
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=2732,Charity
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=2732,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=2732,Charity
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=2732,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=2732,Charity
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=2732,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=2732,Charity
Association for the Welfare of the Handicapped Children,/oman/restaurant/630906/association-for-the-welfare-of-the-handicapped-children?aid=2732,Charity
LuLu Hypermarket,/oman/grocery/692586/lulu-hypermarketibra?aid=2732,"Hypermarket, Grocery"
Environment Society of Oman,/oman/restaurant/641624/environment-society-of-oman?aid=2732,Charity
Pizza Hut,/oman/restaurant/711906/pizza-hut-ibraindustrial-area?aid=2732,"Pizza, International, Italian"
Gulf People Pastry,/oman/restaurant/671493/gulf-people-pastry?aid=2732,"Pies, Pastries, Pizza"
