Name,Href,Cuisines
Scientific Pharmacy,/oman/pharmacy/664035/scientific-pharmacysohar-1?aid=5661,Pharmacy
Doodle Cafe,/oman/restaurant/675657/doodle-cafe-al-hambar?aid=5661,"Desserts, Beverages"
Basma Sohar Pizza and Pies,/oman/restaurant/628668/basma-sohar-pizza-and-pies?aid=5661,"Pies, Sandwiches, Pizza"
Fresh Donuts,/oman/restaurant/717581/fresh-donuts-al-hadhirah?aid=5661,"Donuts, Arabic sweets, Cafe"
Al Mahashi Time,/oman/restaurant/713039/mahashi-time-al-hadhirah?aid=5661,"Mezze, Desserts"
Erteshaf,/oman/restaurant/721959/erteshaf-at-turayf?aid=5661,"Arabic, Omani, Bakery, Pies, Breakfast, Sandwiches"
Dar Al Mahashi Restaurant,/oman/restaurant/718129/dar-al-mahashi-restaurant-sohar--al-hadhirah?aid=5661,"Egyptian, Arabic, Mezze"
SHWATY AL YEMEN AL SAEED,/oman/restaurant/704857/shwaty-al-yemen-al-saeed-karwan?aid=5661,"Arabic, Grills, Mandi"
Star Zaeem Foods,/oman/restaurant/725518/star-zaeem-foods-sohar?aid=5661,"Grills, Chicken, Vegetarian"
New Delhi Rasoi,/oman/restaurant/655856/new-delhi-rasoi-afifa?aid=5661,"Grills, Biryani"
Her Cafe,/oman/restaurant/641223/her-cafe-afifa?aid=5661,"Beverages, Desserts"
Bn Saeed Burger,/oman/restaurant/638738/bn-saeed-burger-alhadirah?aid=5661,"Cafe, Beverages, Burgers"
Shawarma Zone,/oman/restaurant/713600/shawarma-zone-al-hadhirah?aid=5661,"Shawarma, Sandwiches, Arabic"
Burger 63,/oman/restaurant/668063/burger-63?aid=5661,"Burgers, Keto, Shawarma"
Kiwi Juices,/oman/restaurant/652116/kiwi-juicesat-turayf?aid=5661,"Beverages, Coffee"
"Tropical, Al Hadhirah",/oman/restaurant/706817/tropical-al-hadhirah?aid=5661,"Juices, Healthy, Beverages"
AL FALAH TEA,/oman/restaurant/718621/al-falah-tea-al-hadhirah?aid=5661,"Sandwiches, Cafe, Burgers"
Just Taste,/oman/restaurant/667499/just-taste-al-hadhira?aid=5661,"Cafe, Beverages, Sandwiches"
Loku Bites,/oman/restaurant/705926/loku-bites-sohar-al-hadhirah?aid=5661,"Desserts, Beverages"
MILAN RESTAURANT,/oman/restaurant/674739/milan-restaurant-al-hambar?aid=5661,"Grills, Desserts"
Shawarma Zone,/oman/restaurant/677123/shawarma-zone-afifa?aid=5661,"Lebanese, Falafel, Shawarma"
MLS - Muscat Livestock,/oman/grocery/638263/muscat-live-stock-soharal-hadhirah?aid=5661,Fresh Meat & Fish
Corner Madghut Saudi,/oman/restaurant/728599/corner-madghut-saudi-at-turayf?aid=5661,Arabic
Vasanta Bhavan,/oman/restaurant/700139/vasanta-bhavan-sohar?aid=5661,"Vegetarian, Chinese, Indian"
Antica Cafe,/oman/restaurant/717536/antica-cafe-al-hambar?aid=5661,"Breakfast, Desserts, Beverages"
DOW,/oman/restaurant/719625/dow-at-turayf?aid=5661,"Seafood, Breakfast, Italian"
PIZZA MODO,/oman/restaurant/724876/pizza-modo-sohar?aid=5661,"Pizza, Pasta, Italian"
Claras Cafe  AL Hujrah,/oman/restaurant/631689/claras-cafe-al-hujrah?aid=5661,"Desserts, Beverages, Arabic sweets"
Fangal,/oman/restaurant/724930/fangal-at-turayf?aid=5661,"Arabic, Omani, Sandwiches"
Kunafa Cafe,/oman/restaurant/695794/kunafa-cafe-at-turayf?aid=5661,"Cafe, Beverages, Desserts"
Kunafa Cafe,/oman/restaurant/695794/kunafa-cafe-at-turayf?aid=5661,"Cafe, Beverages, Desserts"
Manarat Sohar Cafe,/oman/restaurant/665594/manarat-sohar-turkish-cafe?aid=5661,"Pizza, Cafe, Pastries"
On The Wood,/oman/restaurant/691866/on-the-wood-al-hambar?aid=5661,"Lebanese, International, Sandwiches"
Al Noor Allamea Cafe,/oman/restaurant/668807/al-noor-allamea-cafe-al-hambar?aid=5661,"Cafe, Beverages, Burgers"
Chef Elmadghot,/oman/restaurant/705507/chef-elmadghot-al-hadhirah?aid=5661,"Arabic, Salad, Desserts"
Garden Coffee,/oman/restaurant/687791/garden-coffee-al-hambar?aid=5661,"Cafe, Coffee, Desserts"
NEW AL QABAS CAFE,/oman/restaurant/705481/new-al-qabas-cafe-at-turayf?aid=5661,"Burgers, Sandwiches, Beverages"
Omani Shiwa Cafe & Restaurant,/oman/restaurant/703797/omani-shiwa-cafe-and-restaurant-at-turayf?aid=5661,"Pasta, Grills, Sandwiches"
8oz Coffee House,/oman/restaurant/704399/8oz-coffee-house-al-hadhirah?aid=5661,"Beverages, Coffee & Tea, Desserts"
Monkey Cookies,/oman/restaurant/681834/monkey-cookies-al-hambar?aid=5661,"Desserts, Beverages, Coffee"
The Pizza Lab,/oman/restaurant/724879/the-pizza-lab-al-hadhirah?aid=5661,"Pizza, International"
Hilah,/oman/restaurant/714224/hilah-sohar-hilah-al-shaikh?aid=5661,"Sandwiches, Beverages, Burgers"
SEER,/oman/restaurant/725290/seer?aid=5661,"Coffee, Bakery"
Fistik Cafe,/oman/restaurant/638773/fistik-cafe-al-hambar?aid=5661,"Desserts, Pastries"
Gulf People Pastry,/oman/restaurant/692267/gulf-people-pastry?aid=5661,"Pies, Pastries, Pizza"
Designer Cakes Studio,/oman/restaurant/724720/designer-cakes-studio-al-ghushbah?aid=5661,"Desserts, Beverages, Cakes"
Alkhater Restaurant,/oman/restaurant/30345/alkhater-restaurant-al-hambar?aid=5661,"Grills, Biryani, International"
ROBUSTA,/oman/restaurant/706260/robusta-al-hadhirah?aid=5661,"Breakfast, Desserts, Coffee"
Konafa House Sweets,/oman/restaurant/31409/konafa-house-sweetsal-hambar?aid=5661,Desserts
Taibat Al Bait Al Shami,/oman/restaurant/703849/taibat-al-bait-al-shami-sohar?aid=5661,"Beverages, Grills, Sandwiches"
Luqaimat,/oman/restaurant/52433/luqaimat-al-hambar?aid=5661,"Arabic sweets, Desserts"
Golestan Iranian Food Restaurant,/oman/restaurant/666109/golestan-iranian-food-restaurant-at-turayf?aid=5661,"Grills, Kebab, Sandwiches"
KAYZEN BAKERY & CAFE,/oman/restaurant/721594/kayzen-bakery-cafe-karwan?aid=5661,"Cafe, Bakery, Breakfast"
