Name,Href,Cuisines
Carrefour,/oman/grocery/34180/carrefour-mgm-muscat?aid=5653,"Hypermarket, Grocery"
Al Meera,/oman/grocery/625126/al-meera-azaiba-muscat?aid=5653,"Hypermarket, Grocery"
Fayha Fresh,/oman/grocery/641716/fayha-fresh-al-khuwayr-north-muscat?aid=5653,"Supermarket , Grocery"
Big Bao Bun,/oman/restaurant/658233/big-bao-bun-ghala?aid=5653,"Sandwiches, Japanese, Beverages"
Just Fried Thai Cafe,/oman/restaurant/662663/just-fried-thai-cafe-ghubrah-janubiyyah?aid=5653,"Thai, Asian, Seafood"
The Asian Kitchen,/oman/restaurant/642965/the-asian-kitchen-ghala?aid=5653,"Thai, Asian, Chinese"
Al Yemen Al Saeed Restaurant,/oman/restaurant/658384/al-yemen-al-saeed-restaurant-al-ghubra-ash-shamaliyyah?aid=5653,"Grills, Mandi"
What A Paratha!,/oman/restaurant/677243/what-a-paratha-al-ghubra-ash-shamaliyyah?aid=5653,"Sandwiches, Desserts, Beverages"
Bamboo Restaurant,/oman/restaurant/726590/bamboo-restaurant-ghala?aid=5653,"Arabic, Beverages, Indian"
South Express,/oman/restaurant/665537/south-express-ghala?aid=5653,"Grills, Chicken, Asian"
Juice N' Shake,/oman/restaurant/697738/juice-n-shake-al-ansab?aid=5653,"Beverages, Desserts"
Dolma,/oman/restaurant/652493/dolma-al-ansab?aid=5653,Mezze
OOH!,/oman/restaurant/719661/ooh-ghubrah-janubiyyah?aid=5653,"Beverages, Hot dogs, Sandwiches"
Noodle Lab,/oman/restaurant/679394/noodle-labal-ghubra-ash-shamaliyyah?aid=5653,"Asian, Chinese, International"
Vasanta Bhavan,/oman/restaurant/666415/vasanta-bhavan-bosher--ghala?aid=5653,"Vegetarian, Chinese, Indian"
Chop Chop,/oman/restaurant/721346/chop-chop-ghala?aid=5653,"Chinese, Indian, International, Asian"
Noodle Lab,/oman/restaurant/679394/noodle-labal-ghubra-ash-shamaliyyah?aid=5653,"Asian, Chinese, International"
crush,/oman/restaurant/717440/crush-bawshar?aid=5653,"Beverages, Coffee"
Extract coffee & Roastery,/oman/restaurant/727389/extract-coffee-roastery-bawshar?aid=5653,"Beverages, Coffee"
Vasanta Bhavan,/oman/restaurant/666415/vasanta-bhavan-bosher--ghala?aid=5653,"Vegetarian, Chinese, Indian"
Hachi Basha,/oman/restaurant/715567/hachi-basha-bawshar?aid=5653,"Grills, Bbq, Sandwiches"
