Name,Href,Cuisines
Estrella Cafe,/oman/restaurant/712671/estrella-cafe-al-tarif?aid=6795,"Cafe, Sandwiches, Desserts"
Luqaimat,/oman/restaurant/600857/luqaimat-batha-hilal?aid=6795,"Arabic sweets, Desserts"
Baskin Robbins,/oman/restaurant/600941/baskin-robbins-al-afrad?aid=6795,"Ice cream, Cakes, Desserts"
"Tea Time, New Souq",/oman/restaurant/645390/tea-time-new-souq?aid=6795,"Sandwiches, Wraps, Burgers"
New Juice World,/oman/restaurant/618870/new-juice-worldal-afrad?aid=6795,"Milkshakes, Beverages, Juices"
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=6795,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=6795,Charity
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=6795,Charity
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=6795,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=6795,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=6795,Charity
Al Mahashi Time,/oman/restaurant/685524/al-mahashi-time?aid=6795,"Mezze, Desserts"
Hurof cafe,/oman/restaurant/664916/hurof-cafe-al-afrad?aid=6795,"Beverages, Coffee, Cafe"
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=6795,Charity
Signature,/oman/restaurant/600364/signature-batha-hilal?aid=6795,"Beverages, Coffee, Cafe"
Arabian Grill,/oman/restaurant/682511/arabian-grill-ash-shatir?aid=6795,"Arabic, Burgers, Indian"
Mango Talaat,/oman/restaurant/600714/mango-talaat-al-afrad?aid=6795,"Desserts, Juices, Fruits"
LATHAT FOOL & FALAFEL,/oman/restaurant/721197/lathat-fool-falafel-batha-hilal?aid=6795,"Egyptian, Breakfast, Sandwiches"
Association for the Welfare of the Handicapped Children,/oman/restaurant/630906/association-for-the-welfare-of-the-handicapped-children?aid=6795,Charity
Claras Cafe  AL Hujrah,/oman/restaurant/647360/claras-cafe-al-afrad?aid=6795,"Desserts, Beverages, Arabic sweets"
Al Hosni Omani Sweets,/oman/grocery/600463/al-hosni-omani-sweets-suwaiqal-hazm?aid=6795,"Specialty Store , Desserts"
Environment Society of Oman,/oman/restaurant/641624/environment-society-of-oman?aid=6795,Charity
TEA TOWN,/oman/restaurant/691306/tea-town-batha-hilal?aid=6795,"Sandwiches, Pasta, Burgers"
505 CAFE,/oman/restaurant/708452/505-cafe-tharmad-suwayq?aid=6795,"Cafe, Coffee, Desserts"
Al Saad Tea,/oman/restaurant/627959/al-saad-tea-al-souq?aid=6795,"Sandwiches, Pastries, Burgers"
Khadlajcos,/oman/restaurant/673826/khadlaj-batha-hilal?aid=6795,Perfumes
Tea & Donuts,/oman/restaurant/603046/tea-donuts-khabbat-un-nawafil?aid=6795,"Donuts, Desserts, Cafe"
Vitamin Hat,/oman/restaurant/671614/vitamin-hat-tharmad-suwayq?aid=6795,"Beverages, Ice cream, Desserts"
Forever18,/oman/pharmacy/719683/forever18-al-afrad?aid=6795,cosmetics
Al Haramain Perfumes L.L.C,/oman/restaurant/676890/al-haramain-perfumes-llc-suwaiq-al-afrad?aid=6795,Perfumes
Pizza home,/oman/restaurant/654582/pizza-home-al-suwayq?aid=6795,"Pizza, Pastries, Italian"
Atiab Al Malak,/oman/restaurant/703640/atiab-al-malak-al-suwayq?aid=6795,Specialty Store
OFC,/oman/restaurant/706071/ofc-khabbat-ul-khamis?aid=6795,"Sandwiches, Wraps, Fried chicken"
IV Burger And More,/oman/restaurant/708634/iv-burger-and-more-al-tharamid?aid=6795,"Fast food, Burgers, Beverages"
Labelle,/oman/flower/699150/labelle-suwaiq?aid=6795,"Flowers, Pastries & Sweets, Chocolate"
