Name,Href,Cuisines
Carrefour,/oman/grocery/36469/carrefour-salalah?aid=5606,"Hypermarket, Grocery"
Scientific Pharmacy,/oman/pharmacy/664036/scientific-pharmacy-salalah1al-hafa?aid=5606,Pharmacy
Oulu Cafe- Awqad Ash Shamaliya,/oman/restaurant/603126/oulu-cafe-awqad-ash-shamaliyah?aid=5606,"Beverages, Milkshakes, Desserts"
Ahl Karam Lebanese Restaurant,/oman/restaurant/604903/ahl-karam-lebanese-restaurant-salalah-wosta?aid=5606,"Cafe, Beverages, Grills"
X CAFE,/oman/restaurant/685883/x-cafe-al-wadi?aid=5606,"Cafe, Coffee, Desserts"
Golden Spoon Fastfood,/oman/restaurant/637166/golden-spoon-fastfood-east-salalah?aid=5606,"Cafe, Juices, Sandwiches"
Al Thahani,/oman/restaurant/668445/al-thahani-salalah-gharbiya?aid=5606,"Burgers, Sandwiches, Juices"
Cinnaroll Cafe,/oman/restaurant/48147/cinnaroll-cafe-al-wadi?aid=5606,"Beverages, Cakes, Desserts"
Ahla Restaurant,/oman/restaurant/627033/ahla-restaurant-east-salalah?aid=5606,"Cafe, Beverages, Burgers"
Labanese House Restaurant,/oman/restaurant/637903/labanese-house-restaurant-salalah-airport-new?aid=5606,"Cafe, Beverages, Grills"
Double M,/oman/restaurant/663764/double-m-awqad-ash-shamaliyah?aid=5606,Desserts
Al raza golden restaurant,/oman/restaurant/604985/al-raza-golden-restaurant-east-salalah?aid=5606,"Sandwiches, Grills, Pastries"
Teeba Konafa,/oman/restaurant/643709/teeba-konafa-al-wadi?aid=5606,"Desserts, Coffee"
Perfect Tea,/oman/restaurant/714750/perfect-teaawqad-al-janubiyyah?aid=5606,"Sandwiches, Desserts, Beverages"
Sekah 75 - Awqad,/oman/restaurant/669422/sekah-75-awqad-ash-shamaliyah?aid=5606,"Desserts, Beverages, Pies"
Om Restaurant,/oman/restaurant/650586/om-restaurant-salalah-industrial?aid=5606,"Indian, Vegetarian"
3RD Street Donuts & Coffee,/oman/restaurant/701426/3rd-street-donuts-al-wadi?aid=5606,"Donuts, Desserts, Beverages"
Ayal Alfreej Restaurant,/oman/restaurant/622096/ayal-alfreej-restaurant-salalah-airport-new?aid=5606,"Cafe, Beverages, Grills"
YOURS CAFE,/oman/restaurant/689343/yours-cafe-awqad-ash-shamaliyah?aid=5606,"Cafe, Desserts"
Rajbhog Restaurant,/oman/restaurant/648800/rajbhog-restaurant-salalah-central?aid=5606,"Snacks, Breakfast, Desserts"
AL SUWAISI ALEAlAMIA RESTAURANT,/oman/restaurant/731176/al-suwaisi-alealamia-restaurant-al-jadidah?aid=5606,Arabic
BURHA RESTURANT,/oman/restaurant/709198/burha-resturant-salalah-industrial?aid=5606,"Arabic, International, Bakery"
Di Lusso Cafe,/oman/restaurant/713239/di-lusso-cafesalalah-gharbiya?aid=5606,"Beverages, Desserts, International"
FUME COFFEE,/oman/restaurant/708631/fume-coffee-awqad-ash-shamaliyah?aid=5606,"Coffee, Desserts, Cafe"
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=5606,Charity
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=5606,Charity
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=5606,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=5606,Charity
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=5606,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=5606,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=5606,Charity
A+ Salado,/oman/restaurant/712920/a-salado-al-wadi?aid=5606,"Fast food, Burgers, Pasta"
