Name,Href,Cuisines
Brew Oz Speciality Coffee,/oman/restaurant/643238/brew-oz-speciality-coffee-suq?aid=2678,Beverages
Couple Cookies,/oman/restaurant/704530/couple-cookies-ash-sharqiyah?aid=2678,"Desserts, Cafe, Coffee"
Xo samoli,/oman/restaurant/620835/xo-samoli-al-barr?aid=2678,"Cafe, Beverages, Sandwiches"
Zaki Fried Chicken,/oman/restaurant/637760/zaki-fried-chicken-nimah?aid=2678,"Fast food, Pizza, Pasta"
Om Al Donia,/oman/restaurant/602082/om-al-donia-as-ashriya?aid=2678,"Fast food, Pizza, Pasta"
Papa Johns,/oman/restaurant/689132/papa-johns-hillat-al-kahraba?aid=2678,"Pizza, Pastries, Italian"
DFC,/oman/restaurant/727795/dfc-ar-rusagh?aid=2678,"Sandwiches, Wraps, Fried chicken"
Aseer Time,/oman/restaurant/641972/aseer-time-ar-rusagh?aid=2678,"Beverages, Ice cream, Waffles"
Snack Time,/oman/restaurant/696550/snack-time-hillat-al-kahraba?aid=2678,"Sandwiches, Desserts, Beverages"
Knafeh And Fork,/oman/restaurant/721355/knafeh-and-fork-suq?aid=2678,"Desserts, Coffee, Arabic sweets"
LLIT,/oman/restaurant/708432/llit-al-ayjah?aid=2678,"Burgers, Beverages, Fast food"
Phenuq Cafe,/oman/restaurant/34889/phenuq-cafe-harat-al-balush?aid=2678,"Beverages, Desserts"
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=2678,Charity
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=2678,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=2678,Charity
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=2678,Charity
Burjlan,/oman/restaurant/662903/burjlan-sur?aid=2678,"Burgers, Sandwiches, Wraps"
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=2678,Charity
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=2678,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=2678,Charity
Sanaa BURGER & JUICES,/oman/restaurant/626073/sanaa-burger-juices-al-murtafa?aid=2678,"Cafe, Beverages, Burgers"
DONO DONUTS CAFE,/oman/restaurant/632902/dono-donuts-cafe-ar-rusagh?aid=2678,"Beverages, Donuts"
Step one,/oman/restaurant/687773/step-one-hillat-al-kahraba?aid=2678,"American, Beverages, Pastries & Sweets"
LIMEWOOD RESTAURANT,/oman/restaurant/715956/limewood-restaurant-murtafa?aid=2678,"Indian, Arabic, Beverages"
Annecy Cafe,/oman/restaurant/722968/annecy-cafe-ar-rusagh?aid=2678,"Cafe, Bakery, Cakes"
"ChicKing, Jabal Al Eid",/oman/restaurant/714914/chicking-jabal-al-eid?aid=2678,"Fried chicken, Sandwiches, Wraps"
Sharbat W Askareem,/oman/restaurant/662884/sharbat-w-askareem-ar-rashah?aid=2678,"Beverages, Coffee, Ice cream"
Vaidyan's Fish and Grill,/oman/restaurant/701918/vaidyans-fish-and-grill-harat-al-aqbah?aid=2678,"Indian, Seafood, Beverages"
LUCA CAFE,/oman/restaurant/711204/luca-cafe-sur?aid=2678,"Beverages, Coffee, Cafe"
Zaki Restaurant,/oman/restaurant/619538/zaki-restaurant-jabal-al-eid?aid=2678,"Biryani, Juices, Grills"
Zad Al Khair,/oman/restaurant/720454/zad-al-khair-al-barr?aid=2678,"Cakes and Desserts, Desserts"
Al Mango,/oman/restaurant/666089/al-mango?aid=2678,"Beverages, Pasta, Burgers"
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=2678,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=2678,Charity
