Name,Href,Cuisines
Scientific Pharmacy,/oman/pharmacy/664035/scientific-pharmacysohar-1?aid=2622,Pharmacy
Alwafy Alrraqi,/oman/restaurant/658490/alwafy-alrraqi-khawr-al-siyabi?aid=2622,"Cafe, Beverages, Grills"
Doodle Cafe,/oman/restaurant/675657/doodle-cafe-al-hambar?aid=2622,"Desserts, Beverages"
Roshen Cafe,/oman/restaurant/706482/roshen-cafe-as-suwayhrah?aid=2622,"Pastries, Indian, Beverages"
Claras Cafe  AL Hujrah,/oman/restaurant/676240/claras-cafe-majis?aid=2622,"Desserts, Beverages, Arabic sweets"
Basma Sohar Pizza and Pies,/oman/restaurant/628668/basma-sohar-pizza-and-pies?aid=2622,"Pies, Sandwiches, Pizza"
Racha Rocha,/oman/restaurant/701807/racha-rocha-as-suwayhrah?aid=2622,"Cafe, Beverages, International"
Vienes Cafe,/oman/restaurant/697516/vienes-cafe-sohar?aid=2622,"Cafe, Cakes and Desserts, Coffee"
Modern Oman Bakery,/oman/restaurant/601626/modern-oman-bakerysohar?aid=2622,"Desserts, Beverages, Pastries"
Massa Alkun Turkish,/oman/restaurant/42906/massa-turkish?aid=2622,"Cafe, Beverages, Sandwiches"
Vasanta Bhavan,/oman/restaurant/700139/vasanta-bhavan-sohar?aid=2622,"Vegetarian, Chinese, Indian"
Potatos 7,/oman/restaurant/624918/potatos-7-al-hambar?aid=2622,"Seafood, Chicken, Fish & chips"
SEER,/oman/restaurant/725290/seer?aid=2622,"Coffee, Bakery"
709 burger,/oman/restaurant/708392/709-burger-al-hambar?aid=2622,"International, Beverages, Sandwiches"
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=2622,Charity
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=2622,Charity
709 burger,/oman/restaurant/708392/709-burger-al-hambar?aid=2622,"International, Beverages, Sandwiches"
Ahl Al Fazaa Restaurant For Banquets,/oman/restaurant/719977/ahl-al-fazaa-restaurant-for-banquets-al-uwaynat?aid=2622,"Arabic, Omani, Grills"
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=2622,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=2622,Charity
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=2622,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=2622,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=2622,Charity
Dallat Kookh Al Shaay,/oman/restaurant/666384/dallat-kookh-al-shaay-qursiyabi-khawr-al-siyabi?aid=2622,"Cafe, Beverages, Sandwiches"
"ChicKing, Al Ghushbah",/oman/restaurant/710300/chicking-al-ghushbah?aid=2622,"Fried chicken, Sandwiches, Wraps"
Manarat Sohar Cafe,/oman/restaurant/665594/manarat-sohar-turkish-cafe?aid=2622,"Pizza, Cafe, Pastries"
Ard Almuhashi,/oman/restaurant/668885/ard-almuhashi-afifa?aid=2622,"Cafe, Juices"
Erteshaf,/oman/restaurant/721959/erteshaf-at-turayf?aid=2622,"Arabic, Omani, Bakery, Pies, Breakfast, Sandwiches"
AL SUWAIHARA RESTAURANT & COFFEE SHOP,/oman/restaurant/699505/al-suwaihara-restaurant-coffee-shop-as-suwayhrah?aid=2622,"Asian, Pakistani"
Tutty Fruity,/oman/restaurant/639683/tutty-fruity-sohar-al-fatik?aid=2622,"Beverages, Juices, Milkshakes"
Alkhater Restaurant,/oman/restaurant/30345/alkhater-restaurant-al-hambar?aid=2622,"Grills, Biryani, International"
Her Cafe,/oman/restaurant/641223/her-cafe-afifa?aid=2622,"Beverages, Desserts"
Fresh Donuts,/oman/restaurant/717581/fresh-donuts-al-hadhirah?aid=2622,"Donuts, Arabic sweets, Cafe"
Al Namarak Sohar Restaurant,/oman/restaurant/670405/al-namarak-sohar-restaurant?aid=2622,Grills
Fistik Cafe,/oman/restaurant/638773/fistik-cafe-al-hambar?aid=2622,"Desserts, Pastries"
Taibat Al Bait Al Shami,/oman/restaurant/703849/taibat-al-bait-al-shami-sohar?aid=2622,"Beverages, Grills, Sandwiches"
FAMOUS CAFE,/oman/restaurant/678839/famous-cafe-khawr-al-siyabi?aid=2622,"Cafe, Beverages, Burgers"
Al Hawra Restaurant & Kitchen,/oman/restaurant/31601/al-hawrawadi-hibi?aid=2622,"Grills, Shawarma, Mandi"
Ertewa Cafe,/oman/restaurant/682003/ertewa-cafe?aid=2622,"Cafe, Beverages, Sandwiches"
Abo Mariam,/oman/restaurant/728559/abo-mariam-restaurant-al-hambar?aid=2622,Arabic
