Name,Href,Cuisines
Juice As you like,/oman/restaurant/600444/juice-as-you-like-tawi-bedi-guish?aid=8892,"Arabic sweets, Desserts, Beverages"
Al Ridha Restaurant,/oman/restaurant/682245/al-ridha-restaurant-tawi-bedi-guish?aid=8892,"Arabic, International, Yemeni"
AL AZZAF,/oman/restaurant/706284/al-azzaf-al-afrad?aid=8892,"Arabic, Beverages, Omani"
Floyo,/oman/restaurant/672054/floyo-al-afrad?aid=8892,"Beverages, Smoothies, Ice cream"
Estrella Cafe,/oman/restaurant/712671/estrella-cafe-al-tarif?aid=8892,"Cafe, Sandwiches, Desserts"
Shako Mako,/oman/restaurant/725081/shako-mako-tawi-bedi-guish?aid=8892,"Juices, Beverages"
Saffron Mandi Yemeni,/oman/restaurant/600852/saffron-mandi-yemeni-tawi-bedi-guish?aid=8892,"Grills, Bbq, Arabic"
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=8892,Charity
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=8892,Charity
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=8892,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=8892,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=8892,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=8892,Charity
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=8892,Charity
Baskin Robbins,/oman/restaurant/600941/baskin-robbins-al-afrad?aid=8892,"Ice cream, Cakes, Desserts"
Association for the Welfare of the Handicapped Children,/oman/restaurant/630906/association-for-the-welfare-of-the-handicapped-children?aid=8892,Charity
"Tea Time, New Souq",/oman/restaurant/645390/tea-time-new-souq?aid=8892,"Sandwiches, Wraps, Burgers"
