Name,Href,Cuisines
One Bit Burger,/oman/restaurant/663339/one-bit-burger-ghubrah-janubiyyah?aid=1394,"Burgers, American, Pasta"
MLS - Muscat Livestock,/oman/grocery/651462/muscat-livestock-madinat-al-sultan-qaboos?aid=1394,Fresh Meat & Fish
Carrefour,/oman/grocery/33966/carrefour-qurm-muscat?aid=1394,"Hypermarket, Grocery"
Fashion Eyes,/oman/restaurant/700730/fashion-eyes-qurm?aid=1394,cosmetics
Al Meera,/oman/grocery/699217/al-meera-panorama-muscat?aid=1394,"Hypermarket, Grocery"
Scientific Pharmacy,/oman/pharmacy/664073/scientific-pharmacyqurm-muscat?aid=1394,Pharmacy
LuLu Hypermarket,/oman/grocery/691937/lulu-hypermarket-darsait-muscat?aid=1394,"Hypermarket, Grocery"
Fayha Fresh,/oman/grocery/641716/fayha-fresh-al-khuwayr-north-muscat?aid=1394,"Supermarket , Grocery"
Healthy&co,/oman/restaurant/714144/healthy-co-qurmqurm?aid=1394,"Bowls, Salad, Healthy"
"Kusharina,Qurm",/oman/restaurant/29183/kusharinaqurm?aid=1394,"Koshary, Sandwiches, Egyptian"
Rice N Roll,/oman/restaurant/700580/rice-n-roll-qurm?aid=1394,"Sushi, Seafood, Asian"
Caesars Confectionery,/oman/restaurant/639129/caesars-confectionery-qurm?aid=1394,"Desserts, Beverages, Cakes"
Mix N` Munch,/oman/restaurant/704123/mix-n-munch-qurum?aid=1394,"Wraps, Sandwiches, Pasta"
Italian Barista Cafe,/oman/restaurant/26354/italian-barista-al-qurm?aid=1394,"Pizza, Pasta, Burgers"
What A Paratha!,/oman/restaurant/720744/what-a-paratha-qurm?aid=1394,"Sandwiches, Desserts, Beverages"
Ramssa,/oman/restaurant/693413/ramsa-qurm?aid=1394,"Arabic, Grills, Sandwiches"
Papa Kanafa,/oman/restaurant/603363/papa-kanafa-qurm?aid=1394,"Desserts, Arabic, Arabic sweets"
Baskin Robbins,/oman/restaurant/31766/baskin-robbins-qurm-commercial?aid=1394,"Ice cream, Cakes, Desserts"
Azura The Coffee,/oman/restaurant/48919/azura-the-coffee-company-qurm?aid=1394,"Beverages, Coffee"
RazmAzaan,/oman/restaurant/21049/razmazaan-qurm?aid=1394,"Indian, Beverages, Grills"
China Town,/oman/restaurant/643466/china-town-qurm?aid=1394,"Seafood, Noodles, Vegetarian"
Daawat,/oman/restaurant/654950/dawaat-ruwi?aid=1394,"Indian, Grills, Kebab"
Levels Cafe,/oman/restaurant/672976/levels-cafe-qurm?aid=1394,"Desserts, Beverages, Breakfast"
Kung Fu Authentic Chinese,/oman/restaurant/28607/kung-fu-qurm?aid=1394,"Chinese, Asian"
Domino's Pizza,/oman/restaurant/5750/dominos-pizza-qurm?aid=1394,"Pizza, International, Italian"
Broccoli Pizza & Pasta- TGO (Al Qurm Branch),/oman/restaurant/21969/broccoli-pizza-pasta-tgo-al-qurm-branch?aid=1394,"Pizza, Pasta, Breakfast"
McCafé,/oman/restaurant/669833/mccaf-qurm?aid=1394,"Donuts, Coffee, Cakes"
Mandi Azal,/oman/restaurant/704002/mandi-azal-qurm?aid=1394,"Arabic, Beverages, Mandi"
KRISHNADHAM,/oman/restaurant/706799/krishnadham-ruwi?aid=1394,"Asian, Grills, Indian"
Glare Burgers and More,/oman/restaurant/720275/glare-burgers-more-qurm?aid=1394,"Burgers, American, Beverages"
Baf,/oman/restaurant/703690/baf-qurm?aid=1394,"Burgers, Beverages"
"Tropical, Darsait",/oman/restaurant/634696/tropical-darsait?aid=1394,"Juices, Smoothies, Beverages"
Ali Thani Restaurant,/oman/restaurant/602982/ali-thani-restaurant-muttrah?aid=1394,"Indian, Curry, Biryani"
Mama Halima's Kitchen,/oman/restaurant/620847/mama-halimas-kitchen-al-qurm-18?aid=1394,"Sandwiches, Beverages, Breakfast"
Lebanese Village Restaurant,/oman/restaurant/47556/lebanese-village-restaurant-shati-al-qurm?aid=1394,"Grills, Wraps, Pastries"
Enab Beirut Express,/oman/restaurant/668060/enab-beirut-express-qurm?aid=1394,"Lebanese, Grills, Shawarma, Sandwiches"
Kamat,/oman/restaurant/689247/kamat-ruwi?aid=1394,"Asian, Indian, Vegetarian"
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=1394,Charity
Yum Yum,/oman/restaurant/34849/yum-yum-qurm?aid=1394,"Sandwiches, Grills, Burgers"
Fiji,/oman/restaurant/634726/fiji-wattiyah?aid=1394,"Breakfast, Burgers, Sandwiches"
Anjappar,/oman/restaurant/43639/anjappar-ruwi?aid=1394,"Chicken, Seafood, Biryani"
Shandiz,/oman/restaurant/620302/shandiz-al-qurm-18?aid=1394,"Grills, Bbq, Iranian"
Al-Exandria Restaurant,/oman/restaurant/726835/al-exandria-restaurant-ruwi?aid=1394,"Asian, Indian"
