Name,Href,Cuisines
DWICH,/oman/restaurant/728773/dwich-mahaj?aid=2405,"Sandwiches, Fast food, Fried chicken, Chicken, Burgers"
Al Meera,/oman/grocery/694723/al-meera-amarat-muscat?aid=2405,"Hypermarket, Grocery"
LuLu Hypermarket,/oman/grocery/692629/lulu-hypermarket-amerat-muscat?aid=2405,"Hypermarket, Grocery"
Second Wife,/oman/restaurant/731632/second-wife-mahaj?aid=2405,"Cafe, Juices, International"
B flowers,/oman/flower/732222/b-flowers-amerat?aid=2405,Flowers
Chakula Restaurant,/oman/restaurant/731560/chakula-restaurant-amirat-6?aid=2405,"Omani, Indian, International"
Abou Ali Mahshi & Koshari,/oman/restaurant/698438/abou-ali-mahshi-koshari-amerat?aid=2405,"Egyptian, Koshary, Sandwiches"
Roob Thooth,/oman/restaurant/697768/roob-thooth-amerat?aid=2405,"Cafe, Beverages, Sandwiches"
HAIKAL AL AMERAT RESTAURANT &COFFEESHOP,/oman/restaurant/707788/haikal-al-amerat-restaurant-coffeeshop-amarat-phase-2?aid=2405,"Arabic, Grills, Desserts"
Sarsah,/oman/restaurant/644008/sarsah-amerat?aid=2405,"Ice cream, Desserts, International"
Caravana cafe,/oman/restaurant/624775/caravana-cafe-al-hajar?aid=2405,"Beverages, Coffee, Cafe"
Ameer Al Mandi,/oman/restaurant/37485/ameer-al-mandi-amarat-phase-1?aid=2405,"Grills, Chicken, Seafood"
Al Fairoz,/oman/restaurant/602260/al-fairoz-mahaj?aid=2405,"Sandwiches, Juices, Shawarma"
Golden Crispy,/oman/restaurant/672745/golden-crispy-mahaj?aid=2405,"Fried chicken, Sandwiches, Wraps"
Om Al Massa,/oman/restaurant/40940/om-al-massa-al-mahaj?aid=2405,"Breakfast, Egyptian, Foul"
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=2405,Charity
Ajmal,/oman/restaurant/691129/ajmal-amarat-phase-4?aid=2405,Perfumes
Al Hosni Omani Sweets,/oman/grocery/37698/al-hosni-omani-sweets-amerat-mahaj?aid=2405,"Specialty Store , Desserts"
24 Supermarket,/oman/grocery/706189/24-supermarket?aid=2405,"Supermarket , Grocery"
