Name,Href,Cuisines
Shawerma Al Balad,/oman/restaurant/722827/shawerma-al-balad-al-khuwayr-south?aid=1402,"Shawarma, Sandwiches, Arabic"
MLS - Muscat Livestock,/oman/grocery/651462/muscat-livestock-madinat-al-sultan-qaboos?aid=1402,Fresh Meat & Fish
Carrefour,/oman/grocery/33966/carrefour-qurm-muscat?aid=1402,"Hypermarket, Grocery"
Fashion Eyes,/oman/restaurant/700730/fashion-eyes-qurm?aid=1402,cosmetics
Al Meera,/oman/grocery/699217/al-meera-panorama-muscat?aid=1402,"Hypermarket, Grocery"
Scientific Pharmacy,/oman/pharmacy/664073/scientific-pharmacyqurm-muscat?aid=1402,Pharmacy
LuLu Hypermarket,/oman/grocery/691937/lulu-hypermarket-darsait-muscat?aid=1402,"Hypermarket, Grocery"
Fayha Fresh,/oman/grocery/641716/fayha-fresh-al-khuwayr-north-muscat?aid=1402,"Supermarket , Grocery"
minis,/oman/restaurant/710150/minis-shati-al-qurm?aid=1402,"Coffee, Desserts, Frozen yogurt"
Lebanese Village Restaurant,/oman/restaurant/47556/lebanese-village-restaurant-shati-al-qurm?aid=1402,"Grills, Wraps, Pastries"
Healthy&co,/oman/restaurant/714144/healthy-co-qurmqurm?aid=1402,"Bowls, Salad, Healthy"
Shandiz,/oman/restaurant/620302/shandiz-al-qurm-18?aid=1402,"Grills, Bbq, Iranian"
Silk Route,/oman/restaurant/620311/silk-route-madinat-al-sultan-qaboos?aid=1402,"Chinese, Seafood"
Ferdowsi,/oman/restaurant/673285/ferdowsi-al-qurm-18?aid=1402,"Grills, Kebab, Arabic"
Caesars Confectionery,/oman/restaurant/639129/caesars-confectionery-qurm?aid=1402,"Desserts, Beverages, Cakes"
Cherry Bistro,/oman/restaurant/641924/cherry-bistro-qurm?aid=1402,"Iranian, Pasta, Grills"
Ramssa,/oman/restaurant/693413/ramsa-qurm?aid=1402,"Arabic, Grills, Sandwiches"
Zero°,/oman/restaurant/676145/zero-shati-al-qurum?aid=1402,"Beverages, Coffee, Desserts"
Azura The Coffee,/oman/restaurant/48919/azura-the-coffee-company-qurm?aid=1402,"Beverages, Coffee"
Hunger Bowls,/oman/restaurant/709433/hunger-bowls-al-khuwayr-south?aid=1402,"Bowls, Indian, Italian, Arabic"
Milk Bun,/oman/restaurant/724404/milk-bun-qurm?aid=1402,"Burgers, Desserts"
Richoux Cafe,/oman/restaurant/25652/richoux-cafe-al-qurm?aid=1402,"Breakfast, International, Coffee & Tea"
LUBAN CAFE,/oman/restaurant/674248/luban-cafe-hay-al-sarooj?aid=1402,"Desserts, Beverages, Cakes"
Kung Fu Authentic Chinese,/oman/restaurant/28607/kung-fu-qurm?aid=1402,"Chinese, Asian"
Rice N Roll,/oman/restaurant/700580/rice-n-roll-qurm?aid=1402,"Sushi, Seafood, Asian"
Mix N` Munch,/oman/restaurant/704123/mix-n-munch-qurum?aid=1402,"Wraps, Sandwiches, Pasta"
Zao's,/oman/restaurant/688726/zaos-al-khuwayr-north?aid=1402,"Chinese, Asian, Noodles"
Farsha,/oman/restaurant/719064/farsha-al-khuwayr-north?aid=1402,"Omani, Grills, Wraps, Arabic"
Capulus Cafe,/oman/restaurant/52231/capulus-cafequrm?aid=1402,"Beverages, Coffee, Desserts"
Mandazi & Chai MQ,/oman/restaurant/43228/mandazi-chai-mq?aid=1402,"Omani, Pastries & Sweets, Bakery"
"Kusharina,Qurm",/oman/restaurant/29183/kusharinaqurm?aid=1402,"Koshary, Sandwiches, Egyptian"
What A Paratha!,/oman/restaurant/720744/what-a-paratha-qurm?aid=1402,"Sandwiches, Desserts, Beverages"
China Town,/oman/restaurant/643466/china-town-qurm?aid=1402,"Seafood, Noodles, Vegetarian"
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=1402,Charity
Camel Cookies,/oman/restaurant/28943/camel-cookies-qurmshati-al-qurm-tgo?aid=1402,"Beverages, Desserts, International"
Mug Coffee And Roastery,/oman/restaurant/670333/mug-coffee-and-roastery-madinat-sultan-qabosmadinat-al-sultan-qaboos?aid=1402,"Beverages, Juices, Coffee"
Yum Yum,/oman/restaurant/34849/yum-yum-qurm?aid=1402,"Sandwiches, Grills, Burgers"
Black,/oman/restaurant/726030/black-madinat-al-sultan-qaboos?aid=1402,American
seasons dolci,/oman/restaurant/698801/seasons-dolci-qurm?aid=1402,"Desserts, Beverages, Breakfast"
Dr.Nutrition,/oman/grocery/688167/dr-nutrition-al-quram?aid=1402,"Specialty Store , Supplements"
McCafé,/oman/restaurant/669833/mccaf-qurm?aid=1402,"Donuts, Coffee, Cakes"
KB's Smokehouse,/oman/restaurant/33167/kbs-smokehouse-qurm?aid=1402,"Burgers, Sandwiches, American"
Alauddin,/oman/restaurant/711390/alauddin-madinat-al-sultan-qaboos?aid=1402,"Grills, Chinese, Indian"
Hardee's,/oman/restaurant/646355/hardees-shati-al-qurm?aid=1402,"Fast food, Chicken, Burgers"
Papa Kanafa,/oman/restaurant/603363/papa-kanafa-qurm?aid=1402,"Desserts, Arabic, Arabic sweets"
Momaz,/oman/restaurant/601068/momaz-madinat-al-ilam?aid=1402,"Beverages, Pastries, Desserts"
Johnny Rockets,/oman/restaurant/726812/johnny-rockets-madinat-al-sultan-qaboos?aid=1402,"Sandwiches, Beverages, Burgers"
Kabab Planet,/oman/restaurant/28520/kabab-planetal-khuwayr-north?aid=1402,"Grills, Kebab, Iranian, Arabic"
Lux Cafe,/oman/restaurant/658735/lux-cafe-qurm?aid=1402,"Beverages, Coffee, Sandwiches"
Farzi Cafe,/oman/restaurant/49106/farzi-cafe-shati-al-qurm?aid=1402,"Indian, Seafood, Grills"
Shuwa Shack,/oman/restaurant/684588/shuwa-shack-al-khuwayr-north?aid=1402,"Arabic, Biryani, Burgers"
Mandi Azal,/oman/restaurant/704002/mandi-azal-qurm?aid=1402,"Arabic, Beverages, Mandi"
RazmAzaan,/oman/restaurant/21049/razmazaan-qurm?aid=1402,"Indian, Beverages, Grills"
WRAP IT UP,/oman/restaurant/716578/wrap-it-up-khuwair-33?aid=1402,"Wraps, Sandwiches, Desserts, Fast food"
Sector Seventeen,/oman/restaurant/726680/sector-seventeen-madinat-al-sultan-qaboos?aid=1402,"Cafe, Beverages, Desserts"
Thai Corner,/oman/restaurant/684860/thai-corner-qurm?aid=1402,"Thai, Asian, Vegetarian"
Mama Halima's Kitchen,/oman/restaurant/620847/mama-halimas-kitchen-al-qurm-18?aid=1402,"Sandwiches, Beverages, Breakfast"
Royal Afghan Restaurant,/oman/restaurant/727652/royal-afghan-restaurant-al-khuwayr-south?aid=1402,"Grills, Chicken, Mandi"
Shawarma Abu Sitah,/oman/restaurant/729799/shawarma-abu-sitah-al-khuwayr-north?aid=1402,"Shawarma, Doner"
Sultan Chef,/oman/restaurant/33533/sultan-chefqurm?aid=1402,"Steaks, Grills, Burgers"
Glare Burgers and More,/oman/restaurant/720275/glare-burgers-more-qurm?aid=1402,"Burgers, American, Beverages"
Al Tarboosh,/oman/restaurant/47311/al-tarboosh-qurum?aid=1402,"Sandwiches, Grills, Shawarma"
Melenzane,/oman/restaurant/20201/melanzane-hay-al-sarooj?aid=1402,"Italian, Pizza, Pasta"
7la Ayamy,/oman/restaurant/707251/7la-ayamy-al-khuwayr-south?aid=1402,"Desserts, Beverages, Coffee"
Al Fairoz,/oman/restaurant/601863/al-fairoz-madinat-al-sultan-qaboos?aid=1402,"Sandwiches, Juices, Shawarma"
My Cupcake,/oman/restaurant/34421/my-cupcakequrm?aid=1402,"Cakes, Desserts, International"
Broccoli Pizza & Pasta- TGO (Al Qurm Branch),/oman/restaurant/21969/broccoli-pizza-pasta-tgo-al-qurm-branch?aid=1402,"Pizza, Pasta, Breakfast"
Ubhar,/oman/restaurant/26711/ubharshati-al-qurm?aid=1402,"Grills, Chicken, Sandwiches"
"Tropical, Qurm",/oman/restaurant/31984/tropical-qurm?aid=1402,"Juices, Healthy, Beverages"
Italian Barista Cafe,/oman/restaurant/26354/italian-barista-al-qurm?aid=1402,"Pizza, Pasta, Burgers"
Slider Station,/oman/restaurant/48871/slider-stationqurm?aid=1402,"Fast food, Burgers, Sandwiches"
"Bar.B.Q Tonight, Sarooj",/oman/restaurant/50830/barbq-tonight-sarooj?aid=1402,"Grills, Bbq, Vegetarian"
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=1402,Charity
Burger Boutique,/oman/restaurant/48873/bf-burger-boutique-qurm?aid=1402,"Fast food, Burgers, Sliders"
Woodlands Lite,/oman/restaurant/705969/woodlands-lite-madinat-al-sultan-qaboos?aid=1402,"Grills, Bbq, Indian"
Burger Garage,/oman/restaurant/24870/burger-garage-madinat-al-sultan-qaboos?aid=1402,"Burgers, Sandwiches"
Baf,/oman/restaurant/703690/baf-qurm?aid=1402,"Burgers, Beverages"
Chaii,/oman/restaurant/701602/chaii-al-khuwayr-south?aid=1402,"Breakfast, Sandwiches, Cafe"
Italiano,/oman/restaurant/28225/italiano-qurm?aid=1402,"Italian, Pizza, Pasta"
Gloria Jean's Coffees,/oman/restaurant/48110/gloria-jeans-coffees-qurm?aid=1402,"Beverages, Coffee"
Al Rifai,/oman/grocery/669575/al-rifai-qurm?aid=1402,Nuts & Dried Fruit
Melenzane,/oman/restaurant/20201/melanzane-hay-al-sarooj?aid=1402,"Italian, Pizza, Pasta"
7la Ayamy,/oman/restaurant/707251/7la-ayamy-al-khuwayr-south?aid=1402,"Desserts, Beverages, Coffee"
"Pizza Inn, Qurm",/oman/restaurant/25953/pizza-inn-qurm?aid=1402,"Pizza, Pasta, Italian"
Domino's Pizza,/oman/restaurant/5750/dominos-pizza-qurm?aid=1402,"Pizza, International, Italian"
