Name,Href,Cuisines
Carrefour,/oman/grocery/33966/carrefour-qurm-muscat?aid=2686,"Hypermarket, Grocery"
LuLu Hypermarket,/oman/grocery/691937/lulu-hypermarket-darsait-muscat?aid=2686,"Hypermarket, Grocery"
Kamat,/oman/restaurant/689247/kamat-ruwi?aid=2686,"Asian, Indian, Vegetarian"
Star Of Cochin Restaurant,/oman/restaurant/690421/star-of-cochin-restaurant-darsait?aid=2686,"Indian, Vegetarian, Grills"
Foodie Junction,/oman/restaurant/684301/foodie-junction-darsait?aid=2686,"Asian, Beverages, Indian"
Restaurant And Cafe For Omani And Yemeni Food,/oman/restaurant/725653/restaurant-and-cafe-for-omani-and-yemeni-food-darsait?aid=2686,"Arabic, Omani, Yemeni"
KRISHNADHAM,/oman/restaurant/706799/krishnadham-ruwi?aid=2686,"Asian, Grills, Indian"
Sree Saravana`s Vegetarian Restaurant,/oman/restaurant/719121/sree-saravanas-vegetarian-restaurant-ruwi?aid=2686,"Indian, Desserts, Beverages"
Healthy&co,/oman/restaurant/714144/healthy-co-qurmqurm?aid=2686,"Bowls, Salad, Healthy"
Fantasy Restaurant,/oman/restaurant/675352/fantasy-restaurant-ruwi?aid=2686,"Biryani, Chicken, Seafood"
Daawat,/oman/restaurant/654950/dawaat-ruwi?aid=2686,"Indian, Grills, Kebab"
FETIH TURKISH RESTAURANT,/oman/restaurant/699984/fetih-turkish-restaurant-ruwi?aid=2686,"Grills, Turkish, Juices"
Al-Exandria Restaurant,/oman/restaurant/726816/al-exandria-restaurant-ruwai?aid=2686,"Asian, Indian"
Ashok`s Grill House,/oman/restaurant/725117/ashoks-grill-house-wadi-al-kabir?aid=2686,"Indian, Asian, Grills"
6 Aromas Restaurant,/oman/restaurant/703085/6-aromas-restaurant-ruwi?aid=2686,"Indian, Biryani, Breakfast"
"Tropical, Darsait",/oman/restaurant/634696/tropical-darsait?aid=2686,"Juices, Smoothies, Beverages"
Sea Shell Restaurant (Special Hyderabadi Food),/oman/restaurant/674853/nawabs-hyderbadi-special-food-ruwi?aid=2686,"Biryani, Chinese, Indian"
Four Squares Restaurant,/oman/restaurant/711465/four-squares-restaurant-wadi-al-kabir?aid=2686,"Indian, Curry, Chinese"
Zam Zam Mandi Restaurant,/oman/restaurant/617605/zam-zam-mandi-restaurant-mbd?aid=2686,"Grills, Chicken, Seafood"
"BAMBAIYA - Frankies`, Momos` & More",/oman/restaurant/725592/bambaiya--frankies-momos-more-wadi-al-kabir?aid=2686,"Asian, Beverages, Desserts"
Ali Thani Restaurant,/oman/restaurant/602982/ali-thani-restaurant-muttrah?aid=2686,"Indian, Curry, Biryani"
Tikka & Twist,/oman/restaurant/706802/tikka-twist-ruwi?aid=2686,"Indian, Grills, Kebab"
Miran Coffee & Ice Cream,/oman/restaurant/728749/miran-coffee-ice-cream-ruwi?aid=2686,"Beverages, Sandwiches, Desserts"
MRA Restaurant & Bakery,/oman/restaurant/717809/mra-restaurant-bakery-ruwi?aid=2686,"Asian, Bakery, Indian"
Kabsa Time,/oman/restaurant/706797/kabsa-time-ruwi?aid=2686,"Arabic, Beverages, Grills"
Anjappar,/oman/restaurant/43639/anjappar-ruwi?aid=2686,"Chicken, Seafood, Biryani"
"Tropical, Ruwi",/oman/restaurant/31990/tropical-ruwi?aid=2686,"Juices, Healthy, Beverages"
Schezwan,/oman/restaurant/706801/schezwan-ruwi?aid=2686,"Asian, Noodles, Chinese"
Rice N Roll,/oman/restaurant/700580/rice-n-roll-qurm?aid=2686,"Sushi, Seafood, Asian"
"Kusharina,Qurm",/oman/restaurant/29183/kusharinaqurm?aid=2686,"Koshary, Sandwiches, Egyptian"
Pak Darbar,/oman/restaurant/729572/pak-darbar-ruwi?aid=2686,Pakistani
"Kusharina,Qurm",/oman/restaurant/29183/kusharinaqurm?aid=2686,"Koshary, Sandwiches, Egyptian"
Ramssa,/oman/restaurant/693413/ramsa-qurm?aid=2686,"Arabic, Grills, Sandwiches"
Mix N` Munch,/oman/restaurant/704123/mix-n-munch-qurum?aid=2686,"Wraps, Sandwiches, Pasta"
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=2686,Charity
Chai wala Darsait,/oman/restaurant/634646/chai-walaruwi?aid=2686,"Grills, Kebab, Arabic"
Baf,/oman/restaurant/703690/baf-qurm?aid=2686,"Burgers, Beverages"
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=2686,Charity
The Golden Wok,/oman/restaurant/725187/golden-wok-wadi-al-kabir?aid=2686,"Chinese, Indian, Noodles"
The Pizza Lab,/oman/restaurant/715499/the-pizza-lab-ruwi?aid=2686,"Pizza, International"
HOUSE OF FLAVORS,/oman/restaurant/702174/house-of-flavors-darsait?aid=2686,"Indian, Omani, Chinese"
Al Haikal Restaurant,/oman/restaurant/644670/al-haikal-restaurant-ruwi?aid=2686,"Biryani, Indian, Desserts"
Levels Cafe,/oman/restaurant/672976/levels-cafe-qurm?aid=2686,"Desserts, Beverages, Breakfast"
McCafé,/oman/restaurant/669833/mccaf-qurm?aid=2686,"Donuts, Coffee, Cakes"
Modern Silver Arz Pastries,/oman/restaurant/690245/modern-silver-arz-pastries?aid=2686,"Sandwiches, Fast food, Pastries"
Ferdus Aden Restaurant,/oman/restaurant/700787/ferdus-aden?aid=2686,"Mandi, Burgers, Pizza"
Caesars Confectionery,/oman/restaurant/639129/caesars-confectionery-qurm?aid=2686,"Desserts, Beverages, Cakes"
Udupi Home,/oman/restaurant/612655/udupi-home-ruwi?aid=2686,"Vegetarian, South indian, Indian"
Muttrah Food Palace,/oman/restaurant/722024/muttrah-food-palace-ruwi?aid=2686,Arabic
Azura The Coffee,/oman/restaurant/48919/azura-the-coffee-company-qurm?aid=2686,"Beverages, Coffee"
Al Mahaba Pastries,/oman/restaurant/617294/al-mahaba-pastries-ruwi?aid=2686,"Pastries, Sandwiches, Pizza"
Al Ravi Restaurant,/oman/restaurant/45923/al-ravi-restaurant-ruwi?aid=2686,"Pakistani, Beverages, Desserts"
What A Paratha!,/oman/restaurant/720744/what-a-paratha-qurm?aid=2686,"Sandwiches, Desserts, Beverages"
Chataka Cafe & Juices,/oman/restaurant/720659/chataka-cafe-juices-wadi-al-kabir?aid=2686,"Asian, Juices, Vegetarian"
The Golden Oryx,/oman/restaurant/618345/the-golden-oryx-ruwi?aid=2686,"Asian, Grills, Cafeteria"
The Milan's Restaurant,/oman/restaurant/616081/the-milans-restaurant-ruwi?aid=2686,"Mandi, Indian, Desserts"
Delicious Desi Restaurant,/oman/restaurant/41423/delicious-desi-restaurant-ruwi-cbd?aid=2686,"Curry, Beverages, Bbq"
Wabi Sabi Restaurant,/oman/restaurant/703199/wabi-sabi-restaurant-qurm?aid=2686,"Seafood, Sushi"
Kaldi 850 Coffee,/oman/restaurant/712930/kaldi-850-coffee-ruwi?aid=2686,"Beverages, Sandwiches, Cafe"
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=2686,Charity
Glare Burgers and More,/oman/restaurant/720275/glare-burgers-more-qurm?aid=2686,"Burgers, American, Beverages"
Anna Cafe,/oman/restaurant/630320/anna-cafe-jibrooh?aid=2686,"Cafe, Beverages, Breakfast"
Mandi Azal,/oman/restaurant/704002/mandi-azal-qurm?aid=2686,"Arabic, Beverages, Mandi"
Deek,/oman/restaurant/726075/deek-qurm?aid=2686,"Sandwiches, Beverages, Chicken"
Al Sultan Restaurant For Banquet and Hospitality,/oman/restaurant/714862/al-sultan-restaurant-for-banquet-and-hospitality-wattiyah?aid=2686,"Arabic, Beverages, Omani"
BEYOND CHAI,/oman/restaurant/706794/beyond-chai-wadi-hatat?aid=2686,"Breakfast, International, Cafe, Snacks"
Italian Barista Cafe,/oman/restaurant/26354/italian-barista-al-qurm?aid=2686,"Pizza, Pasta, Burgers"
Deccan Darbar Restaurant (Hyderabadi Special Food),/oman/restaurant/39278/deccan-darbar-restaurant-ruwi?aid=2686,"Indian, Seafood, Grills"
The Canteen,/oman/restaurant/720974/the-canteen-ruwi?aid=2686,"Vegetarian, Chinese, Indian"
Naana Cafe,/oman/restaurant/36245/naana-cafe-cbd?aid=2686,"Grills, Burgers, Juices"
Hills Kitchen,/oman/restaurant/602412/hills-kitchen-muttrah?aid=2686,"Indian, Noodles, Burgers"
Muscat Fried Chicken,/oman/restaurant/716168/muscat-fried-chicken-muscat-bay?aid=2686,"Fried chicken, Sandwiches, Bubble tea"
Bliss,/oman/restaurant/728597/bliss-qurm?aid=2686,"Ice Cream, Desserts"
minis,/oman/restaurant/710150/minis-shati-al-qurm?aid=2686,"Coffee, Desserts, Frozen yogurt"
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=2686,Charity
minis,/oman/restaurant/710150/minis-shati-al-qurm?aid=2686,"Coffee, Desserts, Frozen yogurt"
Naana Cafe,/oman/restaurant/36245/naana-cafe-cbd?aid=2686,"Grills, Burgers, Juices"
Mughlai  Zaika,/oman/restaurant/709661/mughlai-zaika-wadi-aday?aid=2686,"Arabic, Asian, Indian"
Hills Kitchen,/oman/restaurant/602412/hills-kitchen-muttrah?aid=2686,"Indian, Noodles, Burgers"
Al Zahra Café,/oman/restaurant/695271/al-zahra-caf-wadi-khabir?aid=2686,"American, Beverages, Burgers"
ROYAL COFFEE,/oman/restaurant/710222/royal-coffee-ruwi?aid=2686,"Breakfast, International, Beverages"
Four Season,/oman/restaurant/691901/four-seasons-ruwi?aid=2686,"Asian, Indian, International"
Baba Sandwich,/oman/restaurant/721634/baba-sandwich-wadi-al-kabir?aid=2686,"Burgers, Fast food, Fried chicken"
Anand Bhavan,/oman/restaurant/699954/anand-bhavan-hamriya?aid=2686,"Indian, Vegetarian, Asian"
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=2686,Charity
Tex Mex Grills,/oman/restaurant/702147/tex-mex-grills-al-khuwayr-north?aid=2686,"Burgers, Mexican, Snacks"
Wok Stars,/oman/restaurant/710176/wok-stars-qurumqurm?aid=2686,"Chinese, Seafood, Noodles"
Rice & Spice To Go,/oman/restaurant/702077/rice-spice-to-go-qurm?aid=2686,"Indian, Asian, Biryani"
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=2686,Charity
Alauddin,/oman/restaurant/711390/alauddin-madinat-al-sultan-qaboos?aid=2686,"Grills, Chinese, Indian"
Alauddin,/oman/restaurant/711390/alauddin-madinat-al-sultan-qaboos?aid=2686,"Grills, Chinese, Indian"
Milk Bun,/oman/restaurant/724404/milk-bun-qurm?aid=2686,"Burgers, Desserts"
KurKum Restaurant,/oman/restaurant/726568/kurkum-restaurant-darsait?aid=2686,"Asian, Indian"
Freesia Cafe,/oman/restaurant/678014/freesia-cafe-qurm?aid=2686,"Beverages, Coffee, Desserts"
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=2686,Charity
My Pasta,/oman/restaurant/709866/my-pasta-qurum?aid=2686,"Pasta, Italian, Pizza"
Saladicious,/oman/restaurant/714143/saladicious-qurmqurm?aid=2686,"Salad, Healthy, Bowls"
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=2686,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=2686,Charity
Juice Co,/oman/restaurant/632701/juice-co-ruwi?aid=2686,"Cafeteria, Burgers, Desserts"
LUBAN CAFE,/oman/restaurant/674248/luban-cafe-hay-al-sarooj?aid=2686,"Desserts, Beverages, Cakes"
Juice World,/oman/restaurant/39812/juice-world-muttrah?aid=2686,"Beverages, Juices"
Kebab House,/oman/restaurant/731587/kebab-house-wadi-al-kabir?aid=2686,"Grills, Kebab, Chicken"
Baskin Robbins,/oman/restaurant/31785/baskin-robbins-ruwi?aid=2686,"Ice cream, Cakes, Desserts"
The Asian Kitchen,/oman/restaurant/710167/the-asian-kitchen-qurumqurm?aid=2686,"Thai, Asian, Chinese"
Kebab House,/oman/restaurant/731587/kebab-house-wadi-al-kabir?aid=2686,"Grills, Kebab, Chicken"
The Asian Kitchen,/oman/restaurant/710167/the-asian-kitchen-qurumqurm?aid=2686,"Thai, Asian, Chinese"
La Cabra Coffee and Bakery,/oman/restaurant/725975/la-cabra-coffee-and-bakery-qurm?aid=2686,"Coffee, Cafe, Bakery"
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=2686,Charity
Heavenly Lounge,/oman/restaurant/717969/heavenly-lounge-bawshar?aid=2686,"Breakfast, International, Cafe"
Food DUNIYA Restaurant,/oman/restaurant/707174/food-duniya-restaurant-ruwi?aid=2686,"International, Indian, Vegetarian"
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=2686,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=2686,Charity
Juice Co,/oman/restaurant/632701/juice-co-ruwi?aid=2686,"Cafeteria, Burgers, Desserts"
Tea Corner,/oman/restaurant/727100/tea-corner-qurm?aid=2686,"Cafe, Beverages, Sandwiches"
Al Zuwadeh Restaurant,/oman/restaurant/705732/al-zuwadeh-restaurant-muscat-bay?aid=2686,"Arabic, Beverages, Grills"
Juice World,/oman/restaurant/39812/juice-world-muttrah?aid=2686,"Beverages, Juices"
Sushi Box,/oman/restaurant/688112/sushi-box-qurm?aid=2686,"Sushi, Japanese, Asian"
Salman Stores,/oman/restaurant/720719/salman-stores-qurm?aid=2686,"Specialty Store , Perfumes"
Baskin Robbins,/oman/restaurant/31785/baskin-robbins-ruwi?aid=2686,"Ice cream, Cakes, Desserts"
BU DEECH,/oman/restaurant/680931/bu-deech-qurm?aid=2686,Fast food
A Pizza,/oman/restaurant/720361/a-pizza-wattiyah?aid=2686,"Pizza, Pasta, Italian"
Al Aziz Restaurant Turkish Food,/oman/restaurant/689390/al-aziz-restaurant-turkish-food-ruwi?aid=2686,"Shawarma, Pastries, Pizza, Grills"
Camilia,/oman/restaurant/644985/camilia-mbd?aid=2686,"Grills, Mezze, Sandwiches"
Bait Al Luban Restaurant,/oman/restaurant/48831/bait-al-luban-restaurant?aid=2686,"Desserts, Beverages, Arabic sweets"
Noodle Lab,/oman/restaurant/710171/noodle-lab-qurumqurm?aid=2686,"Asian, Chinese, International"
PIZZA MODO,/oman/restaurant/691396/pizza-modo-ruwi?aid=2686,"Pizza, Pasta, Italian"
Big Bao Bun,/oman/restaurant/701282/big-bao-bun-qurum?aid=2686,"Japanese, Beverages, Sandwiches"
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=2686,Charity
DWICH,/oman/restaurant/709646/dwich-qurm?aid=2686,"Sandwiches, Fast food, Fried chicken, Chicken, Burgers"
RazmAzaan,/oman/restaurant/21049/razmazaan-qurm?aid=2686,"Indian, Beverages, Grills"
Bait Al Kabsa And Mandi Restaurant,/oman/restaurant/703213/bait-al-kabsa-and-mandi-restaurant-wattiyah?aid=2686,"Arabic, Beverages"
Khana Khazana,/oman/restaurant/738/khana-khazana-mbd?aid=2686,"Chinese, Indian, Noodles"
Malabar Talkies Restaurant,/oman/restaurant/606628/malabar-talkies-restaurant-ruwi?aid=2686,"Indian, Grills, Chicken"
MLS Steakhouse,/oman/restaurant/665520/mls-steakhouse-shati-al-qurm?aid=2686,"Burgers, International, Sliders"
Fatayir & Shawarma Cafe,/oman/restaurant/652911/fatayir-shawarma-cafe-ruwi?aid=2686,"Pies, Pastries, Burgers"
Shandiz,/oman/restaurant/620302/shandiz-al-qurm-18?aid=2686,"Grills, Bbq, Iranian"
Broccoli Pizza & Pasta- TGO (Al Qurm Branch),/oman/restaurant/21969/broccoli-pizza-pasta-tgo-al-qurm-branch?aid=2686,"Pizza, Pasta, Breakfast"
Modern Oman Bakery,/oman/restaurant/39912/modern-oman-bakery-ruwi?aid=2686,"Desserts, Beverages, Pastries"
PUNJAB SWEETS,/oman/restaurant/710387/punjab-sweets-hamriya?aid=2686,"Desserts, Pakistani, Snacks"
seasons dolci,/oman/restaurant/698801/seasons-dolci-qurm?aid=2686,"Desserts, Beverages, Breakfast"
Costa Coffee,/oman/restaurant/725432/costa-coffee-qurm?aid=2686,"Coffee & Tea, Sandwiches, Desserts"
Vegroots,/oman/restaurant/714537/vegroots-ruwi?aid=2686,"Indian, Asian, Beverages"
Pinto's Chinese Food,/oman/restaurant/653643/pintos-chinese-food-darsait?aid=2686,"Grills, Noodles, Indian"
BIN ATEEQ OMANI FOOD RESTAURANT,/oman/restaurant/30553/bin-ateeq-cbd?aid=2686,"Grills, Seafood, Arabic"
Sultan Zaman Al Bukhari,/oman/restaurant/716631/sultan-zaman-al-bukhari-hamriya?aid=2686,"Arabic, Curry"
Out of the oven,/oman/restaurant/702588/out-of-the-oven-qurm?aid=2686,"Pizza, Beverages, Desserts"
Ju'sify,/oman/restaurant/654649/jusify-ruwi?aid=2686,"Beverages, Smoothies, Fruits"
Sector Seventeen,/oman/restaurant/726680/sector-seventeen-madinat-al-sultan-qaboos?aid=2686,"Cafe, Beverages, Desserts"
Papa Johns,/oman/restaurant/47307/papa-johns-darsit?aid=2686,"Pizza, Pastries, Italian"
DWICH,/oman/restaurant/709646/dwich-qurm?aid=2686,"Sandwiches, Fast food, Fried chicken, Chicken, Burgers"
Tex Mex Grills,/oman/restaurant/702147/tex-mex-grills-al-khuwayr-north?aid=2686,"Burgers, Mexican, Snacks"
Rice & Spice To Go,/oman/restaurant/702077/rice-spice-to-go-qurm?aid=2686,"Indian, Asian, Biryani"
Al Tarboosh,/oman/restaurant/47311/al-tarboosh-qurum?aid=2686,"Sandwiches, Grills, Shawarma"
Noar Turkish Restaurant,/oman/restaurant/670051/noar-turkish-restaurant-ruwi?aid=2686,"Grills, Shawarma, Sandwiches"
Royal Bucket Biryani,/oman/restaurant/48387/royal-bucket-biryani-ruwi?aid=2686,"Grills, Noodles, Beverages"
Trazo,/oman/restaurant/657245/trazo-qurm?aid=2686,"Cakes, Sandwiches, Coffee"
Gokul Veg - Pure Vegetarian Restaurant,/oman/restaurant/652052/gokul-veg--pure-vegetarian-restaurant-wadi-al-kabir?aid=2686,"Indian, Beverages, Juices"
Freesia Cafe,/oman/restaurant/678014/freesia-cafe-qurm?aid=2686,"Beverages, Coffee, Desserts"
OFC,/oman/restaurant/665199/ofc-ruwi?aid=2686,"Sandwiches, Wraps, Fried chicken"
PUNJAB SWEETS,/oman/restaurant/710387/punjab-sweets-hamriya?aid=2686,"Desserts, Pakistani, Snacks"
Costa Coffee,/oman/restaurant/725432/costa-coffee-qurm?aid=2686,"Coffee & Tea, Sandwiches, Desserts"
Vegroots,/oman/restaurant/714537/vegroots-ruwi?aid=2686,"Indian, Asian, Beverages"
LUBAN CAFE,/oman/restaurant/674248/luban-cafe-hay-al-sarooj?aid=2686,"Desserts, Beverages, Cakes"
Arabica,/oman/restaurant/643310/arabica-qurm?aid=2686,"Beverages, Coffee"
Bash Burger,/oman/restaurant/723000/bash-burger-qurm?aid=2686,"International, Burgers"
Al Tarboosh,/oman/restaurant/47311/al-tarboosh-qurum?aid=2686,"Sandwiches, Grills, Shawarma"
Noar Turkish Restaurant,/oman/restaurant/670051/noar-turkish-restaurant-ruwi?aid=2686,"Grills, Shawarma, Sandwiches"
Royal Bucket Biryani,/oman/restaurant/48387/royal-bucket-biryani-ruwi?aid=2686,"Grills, Noodles, Beverages"
Trazo,/oman/restaurant/657245/trazo-qurm?aid=2686,"Cakes, Sandwiches, Coffee"
Gokul Veg - Pure Vegetarian Restaurant,/oman/restaurant/652052/gokul-veg--pure-vegetarian-restaurant-wadi-al-kabir?aid=2686,"Indian, Beverages, Juices"
Something Sandwich,/oman/restaurant/727566/something-sandwich-qurumqurm?aid=2686,"Sandwiches, Healthy, Salad"
Freesia Cafe,/oman/restaurant/678014/freesia-cafe-qurm?aid=2686,"Beverages, Coffee, Desserts"
OFC,/oman/restaurant/665199/ofc-ruwi?aid=2686,"Sandwiches, Wraps, Fried chicken"
