Name,Href,Cuisines
Estrella Cafe,/oman/restaurant/712671/estrella-cafe-al-tarif?aid=8897,"Cafe, Sandwiches, Desserts"
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=8897,Charity
Baskin Robbins,/oman/restaurant/600941/baskin-robbins-al-afrad?aid=8897,"Ice cream, Cakes, Desserts"
Pizza home,/oman/restaurant/654582/pizza-home-al-suwayq?aid=8897,"Pizza, Pastries, Italian"
OFC,/oman/restaurant/706071/ofc-khabbat-ul-khamis?aid=8897,"Sandwiches, Wraps, Fried chicken"
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=8897,Charity
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=8897,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=8897,Charity
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=8897,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=8897,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=8897,Charity
Luqaimat,/oman/restaurant/600857/luqaimat-batha-hilal?aid=8897,"Arabic sweets, Desserts"
Hurof cafe,/oman/restaurant/664916/hurof-cafe-al-afrad?aid=8897,"Beverages, Coffee, Cafe"
Al Mahashi Time,/oman/restaurant/685524/al-mahashi-time?aid=8897,"Mezze, Desserts"
Italian Barista Cafe,/oman/restaurant/600380/italia-baresta-cafe-batha-hilal?aid=8897,"Pizza, Pasta, Burgers"
Estrella Cafe,/oman/restaurant/712671/estrella-cafe-al-tarif?aid=8897,"Cafe, Sandwiches, Desserts"
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=8897,Charity
Baskin Robbins,/oman/restaurant/600941/baskin-robbins-al-afrad?aid=8897,"Ice cream, Cakes, Desserts"
Pizza home,/oman/restaurant/654582/pizza-home-al-suwayq?aid=8897,"Pizza, Pastries, Italian"
OFC,/oman/restaurant/706071/ofc-khabbat-ul-khamis?aid=8897,"Sandwiches, Wraps, Fried chicken"
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=8897,Charity
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=8897,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=8897,Charity
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=8897,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=8897,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=8897,Charity
Luqaimat,/oman/restaurant/600857/luqaimat-batha-hilal?aid=8897,"Arabic sweets, Desserts"
Hurof cafe,/oman/restaurant/664916/hurof-cafe-al-afrad?aid=8897,"Beverages, Coffee, Cafe"
Al Mahashi Time,/oman/restaurant/685524/al-mahashi-time?aid=8897,"Mezze, Desserts"
Italian Barista Cafe,/oman/restaurant/600380/italia-baresta-cafe-batha-hilal?aid=8897,"Pizza, Pasta, Burgers"
