Name,Href,Cuisines
Carrefour,/oman/grocery/36469/carrefour-salalah?aid=2578,"Hypermarket, Grocery"
Bon Lab,/oman/restaurant/670427/bon-lab-az-zawiyah?aid=2578,"Cafe, Beverages, Cakes"
Al Watheeka,/oman/restaurant/43600/al-watheeka-23-july-street--salalah?aid=2578,"Sandwiches, Ice cream, Burgers"
Monkey Cookies,/oman/restaurant/41369/monkey-cookies-saadaal-sada-north?aid=2578,"Desserts, Beverages, Coffee"
Rajbhog Restaurant,/oman/restaurant/648800/rajbhog-restaurant-salalah-central?aid=2578,"Snacks, Breakfast, Desserts"
Old Kutaini Restaurant,/oman/restaurant/681444/old-kutaini-restaurant-az-zawiyah?aid=2578,"Grills, Chicken, Seafood, Pakistani"
Rovana Cafe,/oman/restaurant/722029/rovana-cafe-janub-madinat-as-saad?aid=2578,"Cafe, Beverages, Desserts"
Akel Al Mama,/oman/restaurant/601420/akel-al-mama-janub-madinat-as-saad?aid=2578,"Cafe, Beverages, Grills"
Perfect Coffee,/oman/restaurant/44304/perfect-coffee-al-sada-middle?aid=2578,"Beverages, Desserts, Cafe"
Udupi,/oman/restaurant/616392/udupi-east-salalah?aid=2578,"Cafe, Juices, Indian"
Al Thahani,/oman/restaurant/668445/al-thahani-salalah-gharbiya?aid=2578,"Burgers, Sandwiches, Juices"
KRNSHES,/oman/restaurant/689349/krnshes?aid=2578,"Burgers, Fast food, Chicken"
Dhofar Beverage and Food Stuff,/oman/restaurant/51979/dhofar-beverage-and-food-stuff-al-sada-middle?aid=2578,"Beverages, Juices, Fast food"
Yummy,/oman/restaurant/673424/yummy-al-jadidah?aid=2578,"Cafe, Beverages, Burgers"
Difaf Al Salaam,/oman/restaurant/714333/difaf-al-salaam-salalah-industrial?aid=2578,"Arabic, Breakfast, Seafood"
Cinnaroll Cafe,/oman/restaurant/48147/cinnaroll-cafe-al-wadi?aid=2578,"Beverages, Cakes, Desserts"
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=2578,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=2578,Charity
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=2578,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=2578,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=2578,Charity
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=2578,Charity
CHAICOM Tea House,/oman/restaurant/712609/chaicom-tea-house-shamal-madinat-as-saadah?aid=2578,"Arabic, Cafe, Breakfast, Desserts"
Mood Coffee Plus,/oman/restaurant/661747/mood-coffee-plus-al-saadahjanub-madinat-as-saad?aid=2578,"Desserts, Beverages, Sandwiches"
London Juice,/oman/restaurant/647665/london-juice-salalah-wosta?aid=2578,"Beverages, Juices, Desserts"
Fatayer Hut,/oman/restaurant/686880/fatayer-hut-shamal-madinat-as-saadah?aid=2578,"International, Pizza"
Mini Donut,/oman/restaurant/679810/mini-donut-salalah?aid=2578,"Donuts, Arabic sweets, Desserts"
Balance Launge,/oman/restaurant/667045/balance-launge?aid=2578,"Beverages, Milkshakes"
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=2578,Charity
Al Tannour Lebanese Restaurant,/oman/restaurant/36362/al-tannour-lebanese-restaurant-az-zawiyah?aid=2578,"Grills, Pastries, Sandwiches"
2 Million Coffee,/oman/restaurant/50015/2-million-coffee-al-hafa?aid=2578,"Beverages, Milkshakes, Desserts"
Tawaheen Alhawa,/oman/restaurant/619206/tawaheen-alhawa-al-wadi?aid=2578,"Grills, Pasta"
"Toqa Coffee, Dahariz",/oman/restaurant/642260/toqa-coffee-new-salalah-salalah-airport?aid=2578,"Desserts, Beverages"
Shree Gangotri Restaurant,/oman/restaurant/680077/shree-gangotri-restaurant-az-zawiyah?aid=2578,"Indian, Vegetarian, Healthy"
KARAK ALBANZ Salalah,/oman/restaurant/712343/karak-albanz-salalah?aid=2578,"Breakfast, Pies, Pastries"
Baalbek Lebanese Food,/oman/restaurant/36369/baalbekal-hasila?aid=2578,"Grills, Sandwiches, Seafood"
X CAFE,/oman/restaurant/685883/x-cafe-al-wadi?aid=2578,"Cafe, Coffee, Desserts"
Steam Cafe,/oman/restaurant/620400/steam-cafe-al-qawf?aid=2578,"Cafe, Beverages, Sandwiches"
Eat softie,/oman/restaurant/719391/eat-softie-janub-madinat-as-saad?aid=2578,"Ice Cream, Coffee, Desserts"
Qater Al Arabi Restaurant,/oman/restaurant/616114/al-qatar-al-arabi-janub-madinat-as-saad?aid=2578,"Grills, Sandwiches, Pizza"
Belad Al Sham Sweets,/oman/restaurant/698497/belad-al-sham-sweets-salalah?aid=2578,"Arabic sweets, Pastries, Desserts"
Mix Bakery,/oman/restaurant/719742/mix-bakery-az-zawiyah?aid=2578,"Bakery, Pastries, Beverages"
NAY CAFE,/oman/restaurant/730965/nay-cafe-al-jadidah?aid=2578,Cafe
Baskin Robbins,/oman/restaurant/31777/baskin-robbins-salalah--salam-streetsalalah-5?aid=2578,"Ice cream, Cakes, Desserts"
Healthylicious,/oman/restaurant/29330/healthylicious-al-wadi?aid=2578,"Grills, Keto, Healthy"
KARAK ALBANZ Salalah,/oman/restaurant/712343/karak-albanz-salalah?aid=2578,"Breakfast, Pies, Pastries"
Steam Cafe,/oman/restaurant/620400/steam-cafe-al-qawf?aid=2578,"Cafe, Beverages, Sandwiches"
Antar Restaurant,/oman/restaurant/723198/antar-restaurant-janub-ad-dahariz?aid=2578,"Burgers, Arabic, Grills"
"Tea Time, Al salam, Salalah Wosta",/oman/restaurant/630944/tea-time-al-salam-salalah-wosta?aid=2578,"Sandwiches, Wraps, Burgers"
Freej Al Mubarakiya,/oman/restaurant/663152/freej-al-mubarakiya-janub-madinat-as-saadah?aid=2578,"Grills, Kebab, Seafood"
Balsamina Cafe,/oman/restaurant/712456/balsamina-cafe-janub-madinat-as-saad?aid=2578,"Cafe, Coffee, Desserts"
Baristro Cafe,/oman/restaurant/46385/baristro-cafe-salalah?aid=2578,"Beverages, Coffee, Desserts"
Al Faris,/oman/restaurant/606601/al-faris-janub-madinat-as-saad?aid=2578,"Cafe, Beverages, Grills"
Linne Chocolate,/oman/restaurant/726591/linne-chocolate-janub-madinat-as-saad?aid=2578,"Coffee, Chocolate, Desserts"
Teeba Konafa,/oman/restaurant/643709/teeba-konafa-al-wadi?aid=2578,"Desserts, Coffee"
Peaky Blinders Burger,/oman/restaurant/689677/peaky-blinders-burger-al-jadidah?aid=2578,"Burgers, Sandwiches, American"
360ْ  Cafe,/oman/restaurant/661468/360-cafe-az-zawiyah?aid=2578,"Beverages, Juices, Desserts"
Camel Cookies,/oman/restaurant/642298/camel-cookies-shamal-ad-dahariz?aid=2578,"Beverages, Desserts, International"
A+ Salado,/oman/restaurant/712920/a-salado-al-wadi?aid=2578,"Fast food, Burgers, Pasta"
Dolce Black Cafe,/oman/restaurant/725031/dolce-black-cafe-shamal-ad-dahariz?aid=2578,"Coffee, Beverages"
Camel Cookies,/oman/restaurant/642298/camel-cookies-shamal-ad-dahariz?aid=2578,"Beverages, Desserts, International"
A+ Salado,/oman/restaurant/712920/a-salado-al-wadi?aid=2578,"Fast food, Burgers, Pasta"
Dolce Black Cafe,/oman/restaurant/725031/dolce-black-cafe-shamal-ad-dahariz?aid=2578,"Coffee, Beverages"
My Shrimp,/oman/restaurant/729435/my-shrimp-ar-rubat?aid=2578,"Grills, Seafood"
Bristol Hotel Salalah,/oman/restaurant/704752/bristol-hotel-salalah-sudh?aid=2578,"Indian, Egyptian, Juices, Tunisian, Shawarma"
Shams Al Aseel,/oman/restaurant/700095/shams-al-aseel-shamal-madinat-as-saadah?aid=2578,"Sandwiches, Beverages, Ice Cream"
Samakani,/oman/restaurant/684208/samakani-janub-as-saadah?aid=2578,"Seafood, Arabic, Fish & chips"
Araabeela,/oman/restaurant/616508/araabeela-salalah-airport-new?aid=2578,"Cafe, Juices, Grills"
"Pizza Inn, Sadaa",/oman/restaurant/29281/pizza-inn-sadaa?aid=2578,"Pizza, Pasta, Italian"
Fresh Juice Bar,/oman/restaurant/654770/fresh-juice-bar-al-qawf?aid=2578,"Beverages, Juices, Milkshakes"
Mango Talaat,/oman/restaurant/683928/mango-talaat-salalah?aid=2578,"Desserts, Juices, Fruits"
Bin Dhuwaihar,/oman/restaurant/628220/bin-dhuwaihar-new-salalah?aid=2578,"Cafe, Juices, Sandwiches"
Arab World Restaurant,/oman/restaurant/669698/arab-world-restaurant-az-zawiyah?aid=2578,"Arabic, Grills, Turkish, Mandi"
TOP 10 CAFE,/oman/restaurant/609287/top-10-cafe-al-jadidah?aid=2578,"Cafe, Beverages, Keto"
Hassan Bin Thabit,/oman/restaurant/37295/hassan-bin-thabet-new-salalah?aid=2578,"Chinese, Seafood, Noodles"
Golden bakes & sweets,/oman/restaurant/724293/golden-bakes-sweets-shamal-ad-dahariz?aid=2578,"Bakery, Desserts, Arabic"
"Pizza Inn, Sadaa",/oman/restaurant/29281/pizza-inn-sadaa?aid=2578,"Pizza, Pasta, Italian"
Sekah 75 - Ad Dahariz,/oman/restaurant/686910/sekah-75-shamal-ad-dahariz?aid=2578,"Cafe, Sandwiches, Desserts"
Ahla Restaurant,/oman/restaurant/627033/ahla-restaurant-east-salalah?aid=2578,"Cafe, Beverages, Burgers"
Fresh Juice Bar,/oman/restaurant/654770/fresh-juice-bar-al-qawf?aid=2578,"Beverages, Juices, Milkshakes"
"Al Sham Fruit Juices, Al Saadh",/oman/restaurant/52734/al-sham-fruit-juices-al-saadh?aid=2578,"Cafe, Beverages, Pizza"
McCafé,/oman/restaurant/669836/mccaf-new-salalah-al-jadidah?aid=2578,"Donuts, Coffee, Cakes"
Baristro Cafe - saada,/oman/restaurant/648946/baristro-cafe-saadah?aid=2578,"Beverages, Desserts"
Oulu Cafe- Awqad Ash Shamaliya,/oman/restaurant/603126/oulu-cafe-awqad-ash-shamaliyah?aid=2578,"Beverages, Milkshakes, Desserts"
Al Ghad Restaurant,/oman/restaurant/37608/al-ghad-salalah-restaurant-salalah-airport-new?aid=2578,"Sandwiches, Beverages, Juices"
Salman Stores,/oman/restaurant/720720/salman-stores-salalah-gharbiya?aid=2578,"Specialty Store , Perfumes"
Al raza golden restaurant,/oman/restaurant/604985/al-raza-golden-restaurant-east-salalah?aid=2578,"Sandwiches, Grills, Pastries"
Bin Ramdan Restaurant,/oman/restaurant/605033/bin-ramdan-restaurant-shamal-madinat-as-saadah?aid=2578,"Cafe, Beverages, Bbq"
Half Coffee 12,/oman/restaurant/647517/12-coffee-shamal-madinat-as-saadah?aid=2578,"Beverages, Desserts"
Izz Tea,/oman/restaurant/656302/izz-tea-shamal-madinat-as-saadah?aid=2578,"Cafe, Beverages, Burgers"
HPH CAFE,/oman/restaurant/720315/hph-cafe-al-wadi?aid=2578,"Coffee, Desserts, Beverages"
Tayibat Marmaris,/oman/restaurant/616517/tayibat-marmaris-sudh?aid=2578,"Cafe, Juices, Sandwiches"
Double M,/oman/restaurant/663764/double-m-awqad-ash-shamaliyah?aid=2578,Desserts
Breath Cafe,/oman/restaurant/616487/breath-cafe-janub-ad-dahariz?aid=2578,"Beverages, Milkshakes, Desserts"
Bascleta,/oman/restaurant/603442/bascleta-coffee-words-al-karath?aid=2578,"Beverages, Desserts"
Ayal Alfreej Restaurant,/oman/restaurant/622096/ayal-alfreej-restaurant-salalah-airport-new?aid=2578,"Cafe, Beverages, Grills"
Dose Cafe,/oman/restaurant/729409/dose-cafe-al-jadidah?aid=2578,"Beverages, Sandwiches, Desserts"
Take Off,/oman/restaurant/685576/take-off-al-wadi?aid=2578,"American, International, Burgers"
