Name,Href,Cuisines
Deniz Cafe,/oman/restaurant/672504/deniz-cafe-ibra-municipality-area?aid=2673,"Beverages, Coffee, Desserts"
DOTSI DONUTS.COFFEE,/oman/restaurant/702817/dotsi-donutscoffee-safala?aid=2673,"Beverages, Donuts, Desserts"
Andalusia Masterpiece Cafe Turkish Food,/oman/restaurant/672545/andalusia-masterpiece-cafe-turkish-food?aid=2673,"Pastries, Sandwiches, Juices"
Sereno Cafe,/oman/restaurant/672563/sereno-cafe-ibra-suq-ibra-municipality-area?aid=2673,"Beverages, Milkshakes, Desserts"
Blueberry,/oman/restaurant/672669/blueberry-ibra-municipality-area?aid=2673,"Beverages, Juices, Fruits"
Al Fursan Cafe,/oman/restaurant/672559/al-fursan-cafe-ibra-municipality-area?aid=2673,"Sandwiches, Beverages, Juices"
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=2673,Charity
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=2673,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=2673,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=2673,Charity
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=2673,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=2673,Charity
P & P -  Potatoes & Pasta,/oman/restaurant/676701/p-p--potatoes-pasta-ibra-municipality-area?aid=2673,"Pasta, Italian, Beverages"
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=2673,Charity
Rawazen Restaurant,/oman/restaurant/672682/rawazen-restaurant-ibra-municipality-area?aid=2673,"Pastries, Noodles, Snacks"
Association for the Welfare of the Handicapped Children,/oman/restaurant/630906/association-for-the-welfare-of-the-handicapped-children?aid=2673,Charity
The East Kunafa,/oman/restaurant/672931/the-east-kunafa-al-ghayl?aid=2673,"Desserts, Beverages"
Zaatar Cafe,/oman/restaurant/672719/zaatar-cafe-al-ghayl?aid=2673,"Sandwiches, Beverages, Burgers"
Environment Society of Oman,/oman/restaurant/641624/environment-society-of-oman?aid=2673,Charity
AL JABRY PHARMACY,/oman/pharmacy/700166/al-jabry-pharmacy-ibra?aid=2673,Pharmacy
Al Fayha,/oman/grocery/695814/al-fayha-ibra?aid=2673,"Hypermarket, Grocery"
LuLu Hypermarket,/oman/grocery/692586/lulu-hypermarketibra?aid=2673,"Hypermarket, Grocery"
OK Shawarma,/oman/restaurant/674180/ok-shawarma-ibra-hospital-area?aid=2673,"Shawarma, Sandwiches, Beverages"
Kashth Burger,/oman/restaurant/672667/kashth-burger-ibra-hospital-area?aid=2673,"Burgers, Sandwiches, Sliders"
Baskin Robbins,/oman/restaurant/672651/baskin-robbins-al-ghayl?aid=2673,"Ice cream, Cakes, Desserts"
Love sweet,/oman/restaurant/731068/love-sweet-safala?aid=2673,"Egyptian, Coffee"
Aseer Time,/oman/restaurant/672502/aseer-time-ibra-municipality-area?aid=2673,"Desserts, Ice cream, Milkshakes"
Ard Almuhashi,/oman/restaurant/703157/ard-almuhashi-ibra-hospital-area?aid=2673,"Arabic, Fast food, Egyptian"
Papa Kanafa,/oman/restaurant/672613/papa-kanafa-ibra-municipality-area?aid=2673,"Arabic sweets, Desserts, Arabic"
Crispy Chicken,/oman/restaurant/718573/crispy-chicken-al-ghayl?aid=2673,"Juices, Sandwiches"
Papa Johns,/oman/restaurant/711325/papa-johns-ibra?aid=2673,"Pizza, Pastries, Italian"
Turknaz,/oman/restaurant/672672/turknaz-ibra-municipality-area?aid=2673,"Pastries, Grills, Shawarma"
Al Qaiser For Turkish Food,/oman/restaurant/672449/al-qaiser-for-turkish-food-al-ghayl?aid=2673,"Grills, Shawarma, Pastries"
Domino's Pizza,/oman/restaurant/657529/dominos-pizza-ibra-hospital-area?aid=2673,"Pizza, International, Italian"
Pizza Hut,/oman/restaurant/711906/pizza-hut-ibraindustrial-area?aid=2673,"Pizza, International, Italian"
