Name,Href,Cuisines
Scientific Pharmacy,/oman/pharmacy/664035/scientific-pharmacysohar-1?aid=2615,Pharmacy
Libra,/oman/restaurant/732124/libra-at-turayf?aid=2615,"Cafe, Coffee, Desserts"
Designer Cakes Studio,/oman/restaurant/724720/designer-cakes-studio-al-ghushbah?aid=2615,"Desserts, Beverages, Cakes"
Al Majlis Al Hijazi Restaurant,/oman/restaurant/699625/al-majlis-al-hijazi-restaurant-sallan?aid=2615,"Mandi, Beverages, Grills"
Delicato Kitchen,/oman/restaurant/720549/delicato-kitchen-sohar?aid=2615,"Grills, Sandwiches, Seafood"
Al Maazab Al Ordony,/oman/restaurant/726798/al-maazab-al-ordony-al-zafraan?aid=2615,"Arabic, Grills"
Fangal,/oman/restaurant/724930/fangal-at-turayf?aid=2615,"Arabic, Omani, Sandwiches"
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=2615,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=2615,Charity
KAYZEN BAKERY & CAFE,/oman/restaurant/721594/kayzen-bakery-cafe-karwan?aid=2615,"Cafe, Bakery, Breakfast"
SHWATY AL YEMEN AL SAEED,/oman/restaurant/704857/shwaty-al-yemen-al-saeed-karwan?aid=2615,"Arabic, Grills, Mandi"
Omani Shiwa Cafe & Restaurant,/oman/restaurant/703797/omani-shiwa-cafe-and-restaurant-at-turayf?aid=2615,"Pasta, Grills, Sandwiches"
Salman Stores,/oman/restaurant/720715/salman-stores-sohar?aid=2615,"Specialty Store , Perfumes"
Vasanta Bhavan,/oman/restaurant/700139/vasanta-bhavan-sohar?aid=2615,"Vegetarian, Chinese, Indian"
Burger Garage,/oman/restaurant/47315/burger-garage-sohar-afifa?aid=2615,"Burgers, Sandwiches"
Burger Garage,/oman/restaurant/47315/burger-garage-sohar-afifa?aid=2615,"Burgers, Sandwiches"
Fresh Donuts,/oman/restaurant/717581/fresh-donuts-al-hadhirah?aid=2615,"Donuts, Arabic sweets, Cafe"
Aseer Noor Albait,/oman/restaurant/702171/aseer-noor-albait-at-turayf?aid=2615,"Beverages, Juices, Desserts"
Milkato,/oman/restaurant/722787/milkato-at-turayf?aid=2615,"Ice Cream, Desserts, Beverages"
Jawa Cafe,/oman/restaurant/719203/jawa-cafe-al-ghushbah?aid=2615,"Beverages, Bakery, Sandwiches"
Kiwi Juices,/oman/restaurant/625058/kiwi-juices-al-multaqa?aid=2615,"Beverages, Coffee"
Karak Noor Albait,/oman/restaurant/702146/karak-noor-albait-at-turayf?aid=2615,"Sandwiches, Arabic, Indian"
Shawarma Zone,/oman/restaurant/713600/shawarma-zone-al-hadhirah?aid=2615,"Shawarma, Sandwiches, Arabic"
Dar Al Mahashi Restaurant,/oman/restaurant/718129/dar-al-mahashi-restaurant-sohar--al-hadhirah?aid=2615,"Egyptian, Arabic, Mezze"
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=2615,Charity
Papa Johns,/oman/restaurant/689226/papa-johns-sohar-city-center-al-ghushbah?aid=2615,"Pizza, Pastries, Italian"
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=2615,Charity
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=2615,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=2615,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=2615,Charity
5 Minute Burger,/oman/restaurant/31064/5-minute-burger-sohar-sanaiyah?aid=2615,"Burgers, Sliders, Fast food"
I Do,/oman/restaurant/669105/i-do-at-turayf?aid=2615,"Cafe, Beverages, Desserts"
Rydan Restaurants,/oman/restaurant/710449/rydan-restaurants-at-turayf?aid=2615,"Grills, Beverages"
Zero Fat,/oman/restaurant/30321/zero-fat-at-turayf?aid=2615,"Cafe, Beverages, Sandwiches"
Star Zaeem Foods,/oman/restaurant/725518/star-zaeem-foods-sohar?aid=2615,"Grills, Chicken, Vegetarian"
Dukan Ice Cream,/oman/restaurant/722367/dukan-ice-cream-falaj-al-awhi?aid=2615,"Desserts, Ice Cream"
Loku Bites,/oman/restaurant/705926/loku-bites-sohar-al-hadhirah?aid=2615,"Desserts, Beverages"
Wow crepe,/oman/restaurant/721244/wow-crepe-at-turayf?aid=2615,"Crepes, Desserts, Cafe"
Karak Ashikh,/oman/restaurant/600872/karak-ashikh-sohar-sanaiyah?aid=2615,"Desserts, Bakery"
Nice Ice,/oman/restaurant/666125/nice-ice-at-turayf?aid=2615,"Desserts, Beverages"
Alfredo,/oman/restaurant/30405/alfredoal-cornish?aid=2615,"Cafe, Beverages, Pizza"
Chop Wok,/oman/restaurant/714220/chop-chop-afifa?aid=2615,"Chicken, Chinese, Fast food"
Association for the Welfare of the Handicapped Children,/oman/restaurant/630906/association-for-the-welfare-of-the-handicapped-children?aid=2615,Charity
"Tropical, Al Hadhirah",/oman/restaurant/706817/tropical-al-hadhirah?aid=2615,"Juices, Healthy, Beverages"
Golestan Iranian Food Restaurant,/oman/restaurant/666109/golestan-iranian-food-restaurant-at-turayf?aid=2615,"Grills, Kebab, Sandwiches"
Her Cafe,/oman/restaurant/641223/her-cafe-afifa?aid=2615,"Beverages, Desserts"
"Tropical, Al Hadhirah",/oman/restaurant/706817/tropical-al-hadhirah?aid=2615,"Juices, Healthy, Beverages"
Kerala Darbar Restaurant & Cafe,/oman/restaurant/619213/kerala-darbar-restaurant-cafe-al-ghushbah?aid=2615,"Grills, Chicken, Sandwiches"
Al Mahashi Time,/oman/restaurant/713039/mahashi-time-al-hadhirah?aid=2615,"Mezze, Desserts"
Coffeenation,/oman/restaurant/608626/coffeenation-at-turayf?aid=2615,"Beverages, Pastries"
Papa Johns,/oman/restaurant/689226/papa-johns-sohar-city-center-al-ghushbah?aid=2615,"Pizza, Pastries, Italian"
Corner Madghut Saudi,/oman/restaurant/728599/corner-madghut-saudi-at-turayf?aid=2615,Arabic
Just Taste,/oman/restaurant/667499/just-taste-al-hadhira?aid=2615,"Cafe, Beverages, Sandwiches"
Al Noor Allamea Cafe,/oman/restaurant/668807/al-noor-allamea-cafe-al-hambar?aid=2615,"Cafe, Beverages, Burgers"
Environment Society of Oman,/oman/restaurant/641624/environment-society-of-oman?aid=2615,Charity
Kaldi 850 Coffee,/oman/restaurant/712934/kaldi-850-coffee-at-turayf?aid=2615,"Beverages, Sandwiches, Cafe"
Hyderabadi Darbar,/oman/restaurant/652936/hyderabadi-darbar-afifa?aid=2615,"Indian, Biryani, Chinese"
DOW,/oman/restaurant/719625/dow-at-turayf?aid=2615,"Seafood, Breakfast, Italian"
Kusoglu Kunefe,/oman/restaurant/666299/kusoglu-kunefe-at-turayf?aid=2615,Desserts
Chef Elmadghot,/oman/restaurant/705507/chef-elmadghot-al-hadhirah?aid=2615,"Arabic, Salad, Desserts"
Burger King,/oman/restaurant/715502/burger-king-al-hadhirah?aid=2615,"Burgers, Sandwiches, Fast food"
New Delhi Rasoi,/oman/restaurant/655856/new-delhi-rasoi-afifa?aid=2615,"Grills, Biryani"
"ChicKing, At Turayf",/oman/restaurant/714926/chicking-at-turayf?aid=2615,"Fried chicken, Sandwiches, Wraps"
8oz Coffee House,/oman/restaurant/704399/8oz-coffee-house-al-hadhirah?aid=2615,"Beverages, Coffee & Tea, Desserts"
Shawarma Zone,/oman/restaurant/677123/shawarma-zone-afifa?aid=2615,"Lebanese, Falafel, Shawarma"
PIZZA MODO,/oman/restaurant/724876/pizza-modo-sohar?aid=2615,"Pizza, Pasta, Italian"
Danat Al Bahar Cafeteria,/oman/restaurant/646139/danat-al-bahar-cafeteria-at-turayf?aid=2615,"Cafe, Beverages, Pizza"
Bn Saeed Burger,/oman/restaurant/638738/bn-saeed-burger-alhadirah?aid=2615,"Cafe, Beverages, Burgers"
Burger 63,/oman/restaurant/668063/burger-63?aid=2615,"Burgers, Keto, Shawarma"
Doodle Cafe,/oman/restaurant/675657/doodle-cafe-al-hambar?aid=2615,"Desserts, Beverages"
SEER,/oman/restaurant/725290/seer?aid=2615,"Coffee, Bakery"
Bur Burger,/oman/restaurant/662420/bur-burger-al-hambar?aid=2615,"Cafe, Beverages, Burgers"
Ajwa Turkiya,/oman/restaurant/47314/ajwa-turkiya-at-turayf?aid=2615,"Grills, Shawarma, Pizza"
The Pizza Lab,/oman/restaurant/724879/the-pizza-lab-al-hadhirah?aid=2615,"Pizza, International"
MILAN RESTAURANT,/oman/restaurant/674739/milan-restaurant-al-hambar?aid=2615,"Grills, Desserts"
MILAN RESTAURANT,/oman/restaurant/674739/milan-restaurant-al-hambar?aid=2615,"Grills, Desserts"
"Chulha, Al Hadhirah",/oman/restaurant/29024/chulha-al-hadhirah?aid=2615,"Indian, Biryani, Kebab"
Falaj Al Ouhi Omani Food Restaurant,/oman/restaurant/657930/falaj-al-ouhi-omani-food-restaurant-falaj-al-awhi?aid=2615,"Grills, Omani"
Atiab Al Malak,/oman/restaurant/703643/atiab-al-malakghushbah?aid=2615,Specialty Store
