Name,Href,Cuisines
"VOX Cinemas - Popcorn, Nachos & Cinema Snacks",/oman/restaurant/38430/vox-cinemas-suhar-city-centersohar-sanaiyah?aid=3670,"Fast food, Snacks, Desserts"
Scientific Pharmacy,/oman/pharmacy/664035/scientific-pharmacysohar-1?aid=3670,Pharmacy
Kiwi Juices,/oman/restaurant/625058/kiwi-juices-al-multaqa?aid=3670,"Beverages, Coffee"
Hunter Burger,/oman/restaurant/723067/hunter-burger-at-turayf?aid=3670,"American, Burgers"
FOOD STUDIO RESTAURANT,/oman/restaurant/723319/food-studio-restaurant-falaj-al-qabail?aid=3670,"Indian, Asian, Breakfast"
Designer Cakes Studio,/oman/restaurant/724720/designer-cakes-studio-al-ghushbah?aid=3670,"Desserts, Beverages, Cakes"
Delicato Kitchen,/oman/restaurant/720549/delicato-kitchen-sohar?aid=3670,"Grills, Sandwiches, Seafood"
Al Maazab Al Ordony,/oman/restaurant/726798/al-maazab-al-ordony-al-zafraan?aid=3670,"Arabic, Grills"
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=3670,Charity
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=3670,Charity
Burger Garage,/oman/restaurant/47315/burger-garage-sohar-afifa?aid=3670,"Burgers, Sandwiches"
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=3670,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=3670,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=3670,Charity
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=3670,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=3670,Charity
Al Majlis Al Hijazi Restaurant,/oman/restaurant/699625/al-majlis-al-hijazi-restaurant-sallan?aid=3670,"Mandi, Beverages, Grills"
Kof Cafe,/oman/restaurant/622188/kof-cafefalaj-al-qabail?aid=3670,"Cafe, Beverages, Sandwiches"
Dukan Ice Cream,/oman/restaurant/722367/dukan-ice-cream-falaj-al-awhi?aid=3670,"Desserts, Ice Cream"
Konafko,/oman/restaurant/617487/konafko-afifa?aid=3670,Desserts
Baskin Robbins,/oman/restaurant/31783/baskin-robbins-city-center-sohar?aid=3670,"Ice cream, Cakes, Desserts"
5 Minute Burger,/oman/restaurant/31064/5-minute-burger-sohar-sanaiyah?aid=3670,"Burgers, Sliders, Fast food"
KAYZEN BAKERY & CAFE,/oman/restaurant/721594/kayzen-bakery-cafe-karwan?aid=3670,"Cafe, Bakery, Breakfast"
Coffee posh,/oman/restaurant/729570/coffee-posh-falaj-al-qabail?aid=3670,"Coffee, Breakfast, Burgers, Italian, Desserts, Beverages, Pasta, Grills"
House History Restaurant,/oman/restaurant/30678/house-history-caf-at-turayf?aid=3670,"Cafe, Beverages, Pasta"
Hyderabadi Darbar,/oman/restaurant/713519/hyderabadi-darbar-falaj-al-qabail?aid=3670,"Indian, Biryani, Chinese"
BASATEEN HADHRAMOUT,/oman/restaurant/657986/basateen-hadhramout-falaj-al-qabail?aid=3670,"Grills, Chicken"
Association for the Welfare of the Handicapped Children,/oman/restaurant/630906/association-for-the-welfare-of-the-handicapped-children?aid=3670,Charity
I Do,/oman/restaurant/669105/i-do-at-turayf?aid=3670,"Cafe, Beverages, Desserts"
Rock Burger,/oman/restaurant/626841/rock-burger-falaj-al-qabail?aid=3670,"Sandwiches, American, Burgers"
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=3670,Charity
Al Majlis Al Hijazi Restaurant,/oman/restaurant/699625/al-majlis-al-hijazi-restaurant-sallan?aid=3670,"Mandi, Beverages, Grills"
Kof Cafe,/oman/restaurant/622188/kof-cafefalaj-al-qabail?aid=3670,"Cafe, Beverages, Sandwiches"
Dukan Ice Cream,/oman/restaurant/722367/dukan-ice-cream-falaj-al-awhi?aid=3670,"Desserts, Ice Cream"
Konafko,/oman/restaurant/617487/konafko-afifa?aid=3670,Desserts
Baskin Robbins,/oman/restaurant/31783/baskin-robbins-city-center-sohar?aid=3670,"Ice cream, Cakes, Desserts"
5 Minute Burger,/oman/restaurant/31064/5-minute-burger-sohar-sanaiyah?aid=3670,"Burgers, Sliders, Fast food"
KAYZEN BAKERY & CAFE,/oman/restaurant/721594/kayzen-bakery-cafe-karwan?aid=3670,"Cafe, Bakery, Breakfast"
Coffee posh,/oman/restaurant/729570/coffee-posh-falaj-al-qabail?aid=3670,"Coffee, Breakfast, Burgers, Italian, Desserts, Beverages, Pasta, Grills"
House History Restaurant,/oman/restaurant/30678/house-history-caf-at-turayf?aid=3670,"Cafe, Beverages, Pasta"
Hyderabadi Darbar,/oman/restaurant/713519/hyderabadi-darbar-falaj-al-qabail?aid=3670,"Indian, Biryani, Chinese"
BASATEEN HADHRAMOUT,/oman/restaurant/657986/basateen-hadhramout-falaj-al-qabail?aid=3670,"Grills, Chicken"
Association for the Welfare of the Handicapped Children,/oman/restaurant/630906/association-for-the-welfare-of-the-handicapped-children?aid=3670,Charity
I Do,/oman/restaurant/669105/i-do-at-turayf?aid=3670,"Cafe, Beverages, Desserts"
Rock Burger,/oman/restaurant/626841/rock-burger-falaj-al-qabail?aid=3670,"Sandwiches, American, Burgers"
