Name,Href,Cuisines
LuLu Hypermarket,/oman/grocery/691937/lulu-hypermarket-darsait-muscat?aid=1406,"Hypermarket, Grocery"
Zam Zam Mandi Restaurant,/oman/restaurant/617605/zam-zam-mandi-restaurant-mbd?aid=1406,"Grills, Chicken, Seafood"
"Tropical, MBD",/oman/restaurant/31986/tropical-mbd?aid=1406,"Juices, Healthy, Beverages"
Scientific Pharmacy,/oman/pharmacy/664074/scientific-pharmacy-wadi-kabirwattiyah-muscat?aid=1406,Pharmacy
Daawat,/oman/restaurant/654950/dawaat-ruwi?aid=1406,"Indian, Grills, Kebab"
Anjappar,/oman/restaurant/43639/anjappar-ruwi?aid=1406,"Chicken, Seafood, Biryani"
Burgers & Bites,/oman/restaurant/28392/burgers-bites-ruwimbd?aid=1406,"Sandwiches, American, Burgers"
Domino's Pizza,/oman/restaurant/2925/dominos-pizza-mbd?aid=1406,"Pizza, International, Italian"
Udupi Home,/oman/restaurant/612655/udupi-home-ruwi?aid=1406,"Vegetarian, South indian, Indian"
Kebab House,/oman/restaurant/731587/kebab-house-wadi-al-kabir?aid=1406,"Grills, Kebab, Chicken"
Sree Saravana`s Vegetarian Restaurant,/oman/restaurant/719121/sree-saravanas-vegetarian-restaurant-ruwi?aid=1406,"Indian, Desserts, Beverages"
Ashok`s Grill House,/oman/restaurant/725117/ashoks-grill-house-wadi-al-kabir?aid=1406,"Indian, Asian, Grills"
Four Squares Restaurant,/oman/restaurant/711465/four-squares-restaurant-wadi-al-kabir?aid=1406,"Indian, Curry, Chinese"
Al Haikal Restaurant,/oman/restaurant/644670/al-haikal-restaurant-ruwi?aid=1406,"Biryani, Indian, Desserts"
Kamat,/oman/restaurant/689247/kamat-ruwi?aid=1406,"Asian, Indian, Vegetarian"
Delta Pharmacy,/oman/pharmacy/676228/delta-pharmacy-wadi-al-kabir?aid=1406,Pharmacy
"Al Hawas, Ruwi",/oman/restaurant/34570/al-hawas-ruwi?aid=1406,"Sandwiches, Grills, Shawarma"
Pak Darbar,/oman/restaurant/729572/pak-darbar-ruwi?aid=1406,Pakistani
Baba Sandwich,/oman/restaurant/721634/baba-sandwich-wadi-al-kabir?aid=1406,"Burgers, Fast food, Fried chicken"
"BAMBAIYA - Frankies`, Momos` & More",/oman/restaurant/725592/bambaiya--frankies-momos-more-wadi-al-kabir?aid=1406,"Asian, Beverages, Desserts"
Sea Shell Restaurant (Special Hyderabadi Food),/oman/restaurant/674853/nawabs-hyderbadi-special-food-ruwi?aid=1406,"Biryani, Chinese, Indian"
Al Zahra Café,/oman/restaurant/695271/al-zahra-caf-wadi-khabir?aid=1406,"American, Beverages, Burgers"
Miran Coffee & Ice Cream,/oman/restaurant/728749/miran-coffee-ice-cream-ruwi?aid=1406,"Beverages, Sandwiches, Desserts"
Khyber Restaurant,/oman/restaurant/11553/khyber-restaurant-cbd?aid=1406,"Grills, Biryani, Indian"
The Milan's Restaurant,/oman/restaurant/616081/the-milans-restaurant-ruwi?aid=1406,"Mandi, Indian, Desserts"
Al Ravi Restaurant,/oman/restaurant/45923/al-ravi-restaurant-ruwi?aid=1406,"Pakistani, Beverages, Desserts"
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=1406,Charity
Vasanta Bhavan,/oman/restaurant/666389/vasanta-bhavan-wadi-kabir?aid=1406,"Vegetarian, Chinese, Indian"
Juice World,/oman/restaurant/39812/juice-world-muttrah?aid=1406,"Beverages, Juices"
Gokul Veg - Pure Vegetarian Restaurant,/oman/restaurant/652052/gokul-veg--pure-vegetarian-restaurant-wadi-al-kabir?aid=1406,"Indian, Beverages, Juices"
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=1406,Charity
Fantasy Restaurant,/oman/restaurant/675352/fantasy-restaurant-ruwi?aid=1406,"Biryani, Chicken, Seafood"
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=1406,Charity
6 Aromas Restaurant,/oman/restaurant/703085/6-aromas-restaurant-ruwi?aid=1406,"Indian, Biryani, Breakfast"
The Golden Wok,/oman/restaurant/725187/golden-wok-wadi-al-kabir?aid=1406,"Chinese, Indian, Noodles"
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=1406,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=1406,Charity
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=1406,Charity
Chataka Cafe & Juices,/oman/restaurant/720659/chataka-cafe-juices-wadi-al-kabir?aid=1406,"Asian, Juices, Vegetarian"
Khana Khazana,/oman/restaurant/738/khana-khazana-mbd?aid=1406,"Chinese, Indian, Noodles"
Papa Johns,/oman/restaurant/4041/papa-johns-cbd?aid=1406,"Pizza, Pastries, Italian"
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=1406,Charity
