Name,Href,Cuisines
Shawerma Al Balad,/oman/restaurant/722827/shawerma-al-balad-al-khuwayr-south?aid=1401,"Shawarma, Sandwiches, Arabic"
Al Wahaj Restaurant,/oman/restaurant/606767/al-wahaj-restaurant-ruwi?aid=1401,"Chinese, Pizza, Grills"
MLS - Muscat Livestock,/oman/grocery/651462/muscat-livestock-madinat-al-sultan-qaboos?aid=1401,Fresh Meat & Fish
Animal World,/oman/restaurant/43706/animal-world-al-khuwayr-north-muscat?aid=1401,Specialty Store
Carrefour,/oman/grocery/33966/carrefour-qurm-muscat?aid=1401,"Hypermarket, Grocery"
Fashion Eyes,/oman/restaurant/700730/fashion-eyes-qurm?aid=1401,cosmetics
Al Meera,/oman/grocery/699217/al-meera-panorama-muscat?aid=1401,"Hypermarket, Grocery"
Fayha Fresh,/oman/grocery/641716/fayha-fresh-al-khuwayr-north-muscat?aid=1401,"Supermarket , Grocery"
Silk Route,/oman/restaurant/620311/silk-route-madinat-al-sultan-qaboos?aid=1401,"Chinese, Seafood"
Ferdowsi,/oman/restaurant/673285/ferdowsi-al-qurm-18?aid=1401,"Grills, Kebab, Arabic"
Hunger Bowls,/oman/restaurant/709433/hunger-bowls-al-khuwayr-south?aid=1401,"Bowls, Indian, Italian, Arabic"
Zao's,/oman/restaurant/688726/zaos-al-khuwayr-north?aid=1401,"Chinese, Asian, Noodles"
Farsha,/oman/restaurant/719064/farsha-al-khuwayr-north?aid=1401,"Omani, Grills, Wraps, Arabic"
Alauddin,/oman/restaurant/711390/alauddin-madinat-al-sultan-qaboos?aid=1401,"Grills, Chinese, Indian"
minis,/oman/restaurant/710150/minis-shati-al-qurm?aid=1401,"Coffee, Desserts, Frozen yogurt"
LUBAN CAFE,/oman/restaurant/674248/luban-cafe-hay-al-sarooj?aid=1401,"Desserts, Beverages, Cakes"
Kabab Planet,/oman/restaurant/28520/kabab-planetal-khuwayr-north?aid=1401,"Grills, Kebab, Iranian, Arabic"
