Name,Href,Cuisines
The Egg Story,/oman/restaurant/690367/the-egg-story?aid=1412,"American, Fast food, Breakfast"
MLS - Muscat Livestock,/oman/grocery/714077/muscat-live-stock-the-wave?aid=1412,Fresh Meat & Fish
Elite Rose,/oman/flower/641659/elite-rose-al-koudh?aid=1412,Flowers
Best of Pets,/oman/restaurant/679223/best-of-pets-al-mawalih-south-muscat?aid=1412,Specialty Store
Flower Plaza,/oman/flower/726896/flower-plaza-al-koudh?aid=1412,Flowers
Carrefour,/oman/grocery/32503/carrefour-seeb-muscat?aid=1412,"Hypermarket, Grocery"
Al Meera,/oman/grocery/625318/al-meera-al-mawalih-north-muscat?aid=1412,"Hypermarket, Grocery"
Fashion Eyes,/oman/restaurant/641647/fashion-eyes-al-koudh?aid=1412,cosmetics
Scientific Pharmacy,/oman/pharmacy/664042/scientific-pharmacy-seebhail-north-muscat?aid=1412,Pharmacy
Roses & Gifts Corner,/oman/flower/600789/roses-gifts-corner-maabela?aid=1412,Flowers
Dallah Golden Tea Cafe,/oman/restaurant/30899/dallah-golden-tea-cafe-hail?aid=1412,"Cafe, Beverages, Sandwiches"
Second Cup,/oman/restaurant/40978/second-cup-al-hail?aid=1412,"Beverages, Cakes, Desserts"
3RD Street Donuts & Coffee,/oman/restaurant/716185/3rd-street-donut-hail-south?aid=1412,"Donuts, Desserts, Beverages"
Karak Tea & Burger,/oman/restaurant/37278/karak-tea-burgerhail?aid=1412,"Fast food, Burgers, Beverages"
Bakhmari,/oman/restaurant/642326/bakhmari-hail-north?aid=1412,"Snacks, Beverages"
Lolah Shamsa wa Khamis,/oman/restaurant/719161/lolah-shamsa-wa-khamis-al-mawalih-south?aid=1412,"Breakfast, Sandwiches"
One Million Coffee,/oman/restaurant/623364/one-million-coffee-al-koudh?aid=1412,"Beverages, Coffee"
Fresh Point,/oman/restaurant/694198/fresh-point-hail-north?aid=1412,"Beverages, Juices, Desserts"
Simitci Duniyasi,/oman/restaurant/34758/simitci-duniyasial-koudh?aid=1412,"Cafe, Beverages, Pizza"
Healthy Lab,/oman/restaurant/708509/healthy-lab-hail-south?aid=1412,"Healthy, Beverages, Sandwiches"
Coconut House Restaurant,/oman/restaurant/605309/coconut-house-restaurantal-hail-north?aid=1412,"Grills, Snacks, Juices"
Basbosa Briste,/oman/restaurant/29156/basbosa-bristeal-khoudh?aid=1412,"Arabic sweets, Desserts, Arabic"
Baba karak,/oman/restaurant/728671/baba-karak-hail-south?aid=1412,"Bakery, Beverages"
Al Fairoz,/oman/restaurant/602259/al-fairoz-al-koudh?aid=1412,"Sandwiches, Juices, Shawarma"
Hadeathalchia,/oman/restaurant/721702/hadeathalchia-hail-south?aid=1412,"Arabic, Beverages, Breakfast"
"Tea Time, Hail South - Souq",/oman/restaurant/692174/tea-time-hail-south--souq?aid=1412,"Sandwiches, Wraps, Burgers"
Karak Street,/oman/restaurant/624869/karak-street-hail-south?aid=1412,"Cafe, Beverages"
Coffeol,/oman/restaurant/13993/coffeol-hail?aid=1412,"Sandwiches, Desserts, Beverages"
Twiga,/oman/restaurant/670686/twiga-hail-south?aid=1412,"Beverages, Desserts"
Bab Al Harah,/oman/restaurant/661717/bab-al-harah-hail-north?aid=1412,"Grills, Bbq, Breakfast"
Trazo,/oman/restaurant/38824/trazo-hail-south?aid=1412,"Cakes, Sandwiches, Coffee"
Aal Lebnani,/oman/restaurant/698799/aal-lebnani-al-mawalih-south?aid=1412,"Manaqeesh, Desserts, Beverages"
Batch,/oman/restaurant/719209/batch-al-koudh?aid=1412,"Pastries, Desserts, Beverages"
Kaldi 850 Coffee,/oman/restaurant/728686/kaldi-850-coffee-al-mawalih-north?aid=1412,"Beverages, Sandwiches, Cafe"
ALBukhari and ALMandi Rice Resturant,/oman/restaurant/623341/albukhari-and-almandi-rice-resturantal-koudh?aid=1412,"Grills, Mandi"
RED CREAM,/oman/restaurant/685477/red-cream-al-koudh?aid=1412,"Desserts, Cakes"
Karak Bin Mohamed,/oman/restaurant/40985/karak-bin-mohamed-hail-south?aid=1412,"Fast food, Sandwiches, Bakery"
Luqaimat Q6,/oman/restaurant/50800/luqaimat-q6-al-koudh?aid=1412,"Cafe, Beverages, Sandwiches"
Rahal Market & Bakery,/oman/restaurant/721812/rahal-market-bakery-al-koudh?aid=1412,"Pastries, Desserts, Bakery"
New Lebanese Village,/oman/restaurant/691020/new-lebanese-village-hail-south?aid=1412,"Sandwiches, Grills, Shawarma"
Al Shayeb Khalaf,/oman/restaurant/30943/al-shayeb-khalaf-hail-south?aid=1412,"Desserts, Bakery"
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=1412,Charity
Mindazina,/oman/restaurant/31243/mindazinaal-koudh?aid=1412,"Breakfast, Burgers, Coffee"
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=1412,Charity
Camel Cookies,/oman/restaurant/723499/camel-cookies-al-koudh-6?aid=1412,"Beverages, Desserts, International"
Food Gate,/oman/restaurant/729702/food-gate-al-koudh?aid=1412,Sandwiches
Luqaimat Time,/oman/restaurant/717003/luqaimat-time-al-koudh?aid=1412,"Desserts, Arabic sweets"
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=1412,Charity
Manoush,/oman/restaurant/701955/manoush-al-koudh?aid=1412,"Breakfast, Lebanese, Manaqeesh"
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=1412,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=1412,Charity
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=1412,Charity
My Keto Kitchen,/oman/restaurant/655548/my-keto-kitchenthe-wave?aid=1412,"Keto, International, Healthy"
Jenan Tea Al Hail,/oman/restaurant/707415/jenan-tea-al-hail-hail-north?aid=1412,"Arabic, Beverages, Sandwiches"
Caffè Ottavo,/oman/restaurant/661391/caff-ottavo-hail-north?aid=1412,"Beverages, Desserts"
Furn aljabal,/oman/restaurant/709027/furn-aljabal-al-koudh?aid=1412,"Pastries, Pizza, Manaqeesh"
PREMIUM BAKERY,/oman/restaurant/727386/premium-bakery-al-koudh?aid=1412,"Bakery, Coffee, Pastries"
Chaska point,/oman/restaurant/654593/chaska-point-al-koudh?aid=1412,"Indian, Desserts, Biryani"
Mango Talaat,/oman/restaurant/30513/mango-talaat-seebalkoud?aid=1412,"Desserts, Juices, Fruits"
Udupi Home,/oman/restaurant/696400/udupi-home-hail-north?aid=1412,"Vegetarian, South indian, Indian"
Crunch Bunch,/oman/restaurant/723392/crunch-bunch-al-koudh?aid=1412,"Sandwiches, Beverages, Noodles"
Eat Softie,/oman/restaurant/655926/eat-softie-al-khoud?aid=1412,"Desserts, Ice cream, Cakes"
Costa Coffee,/oman/restaurant/697156/costa-coffee-hail-south?aid=1412,"Coffee & Tea, Sandwiches, Desserts"
Classic,/oman/restaurant/724280/classic-al-koudh?aid=1412,"Burgers, Sandwiches, Grills"
LAGUNA,/oman/restaurant/679567/laguna-hail-north?aid=1412,"Breakfast, International, Cafe"
Awafi Shawarma,/oman/restaurant/673458/awafi-shawarma-hail-north?aid=1412,"Cafe, Beverages, Burgers"
Karak Madbot,/oman/restaurant/698714/karak-madbot-al-koudh?aid=1412,"Pastries, Burgers, Beverages"
One Shawarma,/oman/restaurant/613707/one-shawarma?aid=1412,"Shawarma, Syrian"
Macro Boost,/oman/restaurant/634312/macro-boost-al-hailhail-south?aid=1412,"Healthy, Burgers, Sandwiches, International"
