Name,Href,Cuisines
Phenuq Cafe,/oman/restaurant/34889/phenuq-cafe-harat-al-balush?aid=5513,"Beverages, Desserts"
Pizza Muscat,/oman/restaurant/41009/pizza-muscactsur-souq?aid=5513,"Pizza, Pastries, Italian"
DFC,/oman/restaurant/727795/dfc-ar-rusagh?aid=5513,"Sandwiches, Wraps, Fried chicken"
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=5513,Charity
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=5513,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=5513,Charity
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=5513,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=5513,Charity
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=5513,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=5513,Charity
A21 Coffee,/oman/restaurant/37887/a-21-coffee-al-barr?aid=5513,"Beverages, Desserts"
DONO DONUTS CAFE,/oman/restaurant/632902/dono-donuts-cafe-ar-rusagh?aid=5513,"Beverages, Donuts"
Aseer Time,/oman/restaurant/641972/aseer-time-ar-rusagh?aid=5513,"Beverages, Ice cream, Waffles"
Papa Johns,/oman/restaurant/689132/papa-johns-hillat-al-kahraba?aid=5513,"Pizza, Pastries, Italian"
Domino's Pizza,/oman/restaurant/3495/dominos-pizza-sur?aid=5513,"Pizza, International, Italian"
Phenuq Cafe,/oman/restaurant/34889/phenuq-cafe-harat-al-balush?aid=5513,"Beverages, Desserts"
Pizza Muscat,/oman/restaurant/41009/pizza-muscactsur-souq?aid=5513,"Pizza, Pastries, Italian"
DFC,/oman/restaurant/727795/dfc-ar-rusagh?aid=5513,"Sandwiches, Wraps, Fried chicken"
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=5513,Charity
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=5513,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=5513,Charity
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=5513,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=5513,Charity
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=5513,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=5513,Charity
A21 Coffee,/oman/restaurant/37887/a-21-coffee-al-barr?aid=5513,"Beverages, Desserts"
DONO DONUTS CAFE,/oman/restaurant/632902/dono-donuts-cafe-ar-rusagh?aid=5513,"Beverages, Donuts"
Aseer Time,/oman/restaurant/641972/aseer-time-ar-rusagh?aid=5513,"Beverages, Ice cream, Waffles"
Papa Johns,/oman/restaurant/689132/papa-johns-hillat-al-kahraba?aid=5513,"Pizza, Pastries, Italian"
Domino's Pizza,/oman/restaurant/3495/dominos-pizza-sur?aid=5513,"Pizza, International, Italian"
