Name,Href,Cuisines
Phenuq Cafe,/oman/restaurant/34889/phenuq-cafe-harat-al-balush?aid=6896,"Beverages, Desserts"
Couple Cookies,/oman/restaurant/704530/couple-cookies-ash-sharqiyah?aid=6896,"Desserts, Cafe, Coffee"
Om Al Donia,/oman/restaurant/602082/om-al-donia-as-ashriya?aid=6896,"Fast food, Pizza, Pasta"
A21 Coffee,/oman/restaurant/37887/a-21-coffee-al-barr?aid=6896,"Beverages, Desserts"
Brew Oz Speciality Coffee,/oman/restaurant/643238/brew-oz-speciality-coffee-suq?aid=6896,Beverages
Snack Time,/oman/restaurant/696550/snack-time-hillat-al-kahraba?aid=6896,"Sandwiches, Desserts, Beverages"
Papa Johns,/oman/restaurant/689132/papa-johns-hillat-al-kahraba?aid=6896,"Pizza, Pastries, Italian"
Lokmali Coffee & Sweets,/oman/restaurant/696739/lokmali-coffee-sweets-sur?aid=6896,"Coffee, Desserts, Beverages"
Xo samoli,/oman/restaurant/620835/xo-samoli-al-barr?aid=6896,"Cafe, Beverages, Sandwiches"
Aseer Time,/oman/restaurant/641972/aseer-time-ar-rusagh?aid=6896,"Beverages, Ice cream, Waffles"
Pizza Muscat,/oman/restaurant/41009/pizza-muscactsur-souq?aid=6896,"Pizza, Pastries, Italian"
Sanaa BURGER & JUICES,/oman/restaurant/626073/sanaa-burger-juices-al-murtafa?aid=6896,"Cafe, Beverages, Burgers"
Knafeh And Fork,/oman/restaurant/721355/knafeh-and-fork-suq?aid=6896,"Desserts, Coffee, Arabic sweets"
LIMEWOOD RESTAURANT,/oman/restaurant/715956/limewood-restaurant-murtafa?aid=6896,"Indian, Arabic, Beverages"
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=6896,Charity
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=6896,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=6896,Charity
Baskin Robbins,/oman/restaurant/33846/baskin-robbins-hillat-al-kahraba?aid=6896,"Ice cream, Cakes, Desserts"
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=6896,Charity
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=6896,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=6896,Charity
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=6896,Charity
Burjlan,/oman/restaurant/662903/burjlan-sur?aid=6896,"Burgers, Sandwiches, Wraps"
Step one,/oman/restaurant/687773/step-one-hillat-al-kahraba?aid=6896,"American, Beverages, Pastries & Sweets"
Golden Luqaimat,/oman/restaurant/638470/golden-luqaimat-as-ashriya?aid=6896,"Fast food, Pies, Sandwiches"
"ChicKing, Jabal Al Eid",/oman/restaurant/714914/chicking-jabal-al-eid?aid=6896,"Fried chicken, Sandwiches, Wraps"
Burger King,/oman/restaurant/22576/burger-king-hillat-al-kahraba?aid=6896,"Burgers, Sandwiches, Fast food"
Karak Time,/oman/restaurant/636671/karak-time-al-barr?aid=6896,"Desserts, Beverages, Sandwiches"
Sharbat W Askareem,/oman/restaurant/662884/sharbat-w-askareem-ar-rashah?aid=6896,"Beverages, Coffee, Ice cream"
New Sur restaurant,/oman/restaurant/42938/new-sur-restaurant-shariyah?aid=6896,"Grills, Biryani, Chicken"
Robins Rumman,/oman/restaurant/37272/robins-rumman-shariyah?aid=6896,"Beverages, Ice cream, Desserts"
Annecy Cafe,/oman/restaurant/722968/annecy-cafe-ar-rusagh?aid=6896,"Cafe, Bakery, Cakes"
Zaki Restaurant,/oman/restaurant/619538/zaki-restaurant-jabal-al-eid?aid=6896,"Biryani, Juices, Grills"
The East Kunafa,/oman/restaurant/49281/the-east-kunafa-as-ashriya?aid=6896,"Desserts, Beverages"
Vaidyan's Fish and Grill,/oman/restaurant/701918/vaidyans-fish-and-grill-harat-al-aqbah?aid=6896,"Indian, Seafood, Beverages"
Association for the Welfare of the Handicapped Children,/oman/restaurant/630906/association-for-the-welfare-of-the-handicapped-children?aid=6896,Charity
LUCA CAFE,/oman/restaurant/711204/luca-cafe-sur?aid=6896,"Beverages, Coffee, Cafe"
Star Cafe,/oman/restaurant/48199/star-cafe-al-ashriya?aid=6896,"Beverages, Pastries"
Nirgas Al Sham,/oman/restaurant/692230/nirgas-al-sham-suq?aid=6896,"Fast food, Shawarma, Grills"
Environment Society of Oman,/oman/restaurant/641624/environment-society-of-oman?aid=6896,Charity
Zad Al Khair,/oman/restaurant/720454/zad-al-khair-al-barr?aid=6896,"Cakes and Desserts, Desserts"
Modern Oman Bakery,/oman/restaurant/636602/modern-oman-bakery-sur?aid=6896,"Desserts, Beverages, Pastries"
Event Cafe,/oman/restaurant/706192/event-cafe-al-barr?aid=6896,"Coffee, Pancakes, Pastries & Sweets"
Al Mango,/oman/restaurant/666089/al-mango?aid=6896,"Beverages, Pasta, Burgers"
Tea cup,/oman/restaurant/721168/tea-cup-ar-rusagh?aid=6896,"Sandwiches, Beverages, Breakfast"
102 BURGER,/oman/restaurant/696287/102-burger-sur-university-college?aid=6896,"Cafe, Beverages, Burgers"
Golden Corner Pizza,/oman/restaurant/602458/golden-corner-pizzashariyah?aid=6896,"Cafe, Beverages, Pizza"
Fatoorak Hana,/oman/restaurant/36913/fatoorak-hana-as-ashriya?aid=6896,"Cafe, Beverages, Sandwiches"
"Tea Time, Sur,Al Barr",/oman/restaurant/619002/tea-time-sural-barr?aid=6896,"Sandwiches, Wraps, Burgers"
Pizza Sky,/oman/restaurant/722281/pizza-sky-ar-rusagh?aid=6896,Pizza
OOKAY,/oman/restaurant/702181/ookay-jabal-al-eid?aid=6896,"Breakfast, Sandwiches, Beverages"
Karak Al-Teseenat,/oman/restaurant/697154/karak-al-teseenat-ash-shaabiyah?aid=6896,"Breakfast, Beverages, Pies"
Bites and Bombs,/oman/restaurant/700060/bites-and-bombs-as-ashriya?aid=6896,"Burgers, Sandwiches, Cafe"
CHOCOLALA,/oman/flower/695917/chocolala-sur?aid=6896,"Chocolate, Pastries & Sweets"
Chic Kees,/oman/restaurant/636590/chic-kees-ar-rusagh?aid=6896,"Sandwiches, Beverages, Burgers"
Scientific Pharmacy,/oman/pharmacy/659260/scientific-pharmacy-surjabal-al-eid?aid=6896,Pharmacy
ORU SELFIE THATTUKADA,/oman/restaurant/711116/oru-selfie-thattukada-al-barr?aid=6896,"Asian, Chinese, Indian, Seafood, Arabic"
Labelle,/oman/flower/699149/labelle-sur?aid=6896,"Flowers, Pastries & Sweets, Chocolate"
"McDonald`s ,Hayy AShurooq (Sur,Industrial Electricity)",/oman/restaurant/644344/mcdonalds-hayy-ashurooq-surindustrial-electricity?aid=6896,"Burgers, Sandwiches, Fast food"
White coffee shop,/oman/restaurant/729514/white-coffee-shop-jabal-al-eid?aid=6896,"Sandwiches, Cafe, Beverages"
Magenta Flowers,/oman/flower/716257/magenta-flowers-sur?aid=6896,"Flowers, Chocolate"
Al Hosni Omani Sweets,/oman/grocery/50385/al-hosni-omani-sweets-al-hasaal-husainiyah?aid=6896,"Specialty Store , Desserts"
Wawan Protein,/oman/grocery/727972/wawan-protein-suq?aid=6896,Supplements
Junaid Perfumes,/oman/restaurant/716225/junaid-perfumes-suq?aid=6896,Perfumes
Carrefour,/oman/grocery/38869/carrefour-sur?aid=6896,"Hypermarket, Grocery"
Al Haramain Perfumes L.L.C,/oman/restaurant/676889/al-haramain-perfumes-llc-sur-suq?aid=6896,Perfumes
LuLu Hypermarket,/oman/grocery/692583/lulu-hypermarket-sur?aid=6896,"Hypermarket, Grocery"
Malath 24,/oman/grocery/644423/malath-24-al-ayjah?aid=6896,"Supermarket , Grocery"
Shell Select,/oman/grocery/613301/shell-select--hay-al-shurooq?aid=6896,"Convenience Store, Grocery"
DONO DONUTS CAFE,/oman/restaurant/632902/dono-donuts-cafe-ar-rusagh?aid=6896,"Beverages, Donuts"
Chicken City,/oman/restaurant/42107/chicken-city-ar-rusagh?aid=6896,"Burgers, Sandwiches, Grills"
Fantasy Juice,/oman/restaurant/34844/fantasy-juice-sharqiyah?aid=6896,"Desserts, Beverages, Crepes"
Mr Do,/oman/restaurant/46797/mr-dosur-al-shayadi?aid=6896,"Desserts, Donuts, Coffee"
Nada Al Ayam,/oman/restaurant/692168/nada-al-ayam-coffee-shop?aid=6896,"Pies, Sandwiches, Pizza"
YaBeelh,/oman/restaurant/732406/yabeelh-ar-rusagh?aid=6896,Burgers
"ALKHAROOF ALSURI, AL AIS",/oman/restaurant/689689/alkhroof-alsuri-ash-shaabiyah?aid=6896,"Grills, Pastries, Arabic"
Break Station,/oman/restaurant/643291/break-station-al-ashriya?aid=6896,"Fast food, Burgers, Sliders"
DFC,/oman/restaurant/727795/dfc-ar-rusagh?aid=6896,"Sandwiches, Wraps, Fried chicken"
COCANA,/oman/restaurant/666651/cocana-as-ashriya?aid=6896,"Beverages, Waffles, Desserts"
Super potato,/oman/restaurant/723411/super-potato-ar-rusagh?aid=6896,"Fast food, Beverages"
Zaki Fried Chicken,/oman/restaurant/637760/zaki-fried-chicken-nimah?aid=6896,"Fast food, Pizza, Pasta"
Get Burger,/oman/restaurant/722892/get-burger-ar-rusagh?aid=6896,"American, Burgers"
Black Sugar,/oman/restaurant/728590/black-sugar-billad-suq?aid=6896,"Cafe, Cakes, Desserts"
Shaghf,/oman/restaurant/660586/shaghf-ar-rusagh?aid=6896,"Beverages, Coffee, Cafe"
Flavors Factory,/oman/restaurant/33302/flavors-factory-ash-shaabiyah?aid=6896,"Desserts, Beverages, Crepes"
LLIT,/oman/restaurant/708432/llit-al-ayjah?aid=6896,"Burgers, Beverages, Fast food"
RazmAzaan,/oman/restaurant/31247/razmazaan-surjabal-al-eid?aid=6896,"Indian, Beverages, Grills"
Two Mates,/oman/restaurant/637009/two-mates-ar-rusagh?aid=6896,"Fast food, Burgers, Sandwiches"
"ALKHAROOF ALSURI, ALSHARIA",/oman/restaurant/689685/alkharoof-alsuri-as-ashriya?aid=6896,"Grills, Sandwiches, Egyptian"
Serrano Burger,/oman/restaurant/719336/serrano-burger-ar-rusagh?aid=6896,"Fast food, Burgers, Beverages"
Lujin Restaurent,/oman/restaurant/709800/lujin-restaurent-ash-shaabiyah?aid=6896,"Grills, Sandwiches, Arabic"
Domino's Pizza,/oman/restaurant/3495/dominos-pizza-sur?aid=6896,"Pizza, International, Italian"
"Sur Istanbul, Al shariya",/oman/restaurant/692206/sur-istanbul-al-shariya?aid=6896,"Sandwiches, Grills, Pastries"
Meat Station,/oman/restaurant/695367/meat-station-al-ayjah?aid=6896,"Arabic, Grills, Burgers"
Jabal Al Eid Cafeteria,/oman/restaurant/653473/jabal-al-eid-cafeteria-jabal-al-eid?aid=6896,"Cafe, Beverages, Burgers"
FETTA,/oman/restaurant/698639/fetta-sur-university-college?aid=6896,"Italian, Desserts, Pizza"
Chicken Shack,/oman/restaurant/693771/chicken-shack-sur?aid=6896,"American, Burgers"
Forum Istanbul Turkish Restaurants,/oman/restaurant/662448/forum-istanbul-turkish-restaurants-jabal-al-eid?aid=6896,"Cafe, Beverages, Grills"
Yabeela Burger,/oman/restaurant/665593/yabeela-burger-sur?aid=6896,"Burgers, Sandwiches, Arabic"
Dibajat Sur,/oman/restaurant/710039/dibajat-sur-harat-al-balush?aid=6896,"Arabic, Beverages, Snacks"
Restaurant Beirut,/oman/restaurant/33358/restaurant-beirutshariyah?aid=6896,"Grills, Shawarma"
Al Koukh Burger,/oman/restaurant/715920/al-koukh-burger-sur?aid=6896,"Burgers, Pasta, Wraps"
Raydan Restaurant And Kitchen,/oman/restaurant/40206/raydan-restaurant-and-kitchen-al-barr?aid=6896,"Chicken, Arabic, Grills"
Restaurant & Kitchen Manart Sur,/oman/restaurant/663333/manart-sur?aid=6896,"Grills, Chicken"
Burger Alafeeia,/oman/restaurant/728861/burger-alafeeia-al-barr?aid=6896,"Burgers, Sandwiches"
New Beirut Kitchen,/oman/restaurant/50852/new-beirut-kitchen-as-ashriya?aid=6896,"Fast food, Chicken, Sandwiches"
Sur Bandar Ayjah Multi Cuisine Restaurant,/oman/restaurant/49684/sur-bandar-ayjah-multi-cuisine-restaurant-al-ayjah?aid=6896,"Cafe, Beverages, Grills"
