Name,Href,Cuisines
Signature,/oman/restaurant/720621/signature-al-khabourah?aid=9567,"Beverages, Coffee, Cafe"
Toucan,/oman/restaurant/727028/toucan-al-khabourah?aid=9567,"Juices, Pancakes, Waffles"
V60 cafe,/oman/restaurant/705108/v60-cafe-al-khabourah?aid=9567,Beverages
Burthukal,/oman/restaurant/669248/burthukal-al-khabourah?aid=9567,"Desserts, Burgers, Sandwiches"
Jebal Al Batinah Restaurant & Coffeeshop,/oman/restaurant/663720/jebal-al-batinah-restaurant-coffeeshop-al-khaboura-street?aid=9567,"Sandwiches, Wraps, Chinese"
Cafemello cafe,/oman/restaurant/712983/cafemello-al-khabourah?aid=9567,"Cafe, Beverages, Desserts"
Al Haneen Sweets And Pastries,/oman/restaurant/670314/al-haneen-sweets-and-pastries-al-khabourah?aid=9567,"Desserts, Pizza, Pies"
Raha Fresh Juice,/oman/restaurant/692847/raha-fresh-juice-al-khabourah?aid=9567,"Arabic, Juices, Sandwiches"
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=9567,Charity
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=9567,Charity
Al Basim Restaurant,/oman/restaurant/663567/al-basim-restaurant-al-khabourah?aid=9567,"Bbq, Biryani, Breakfast"
Rainbow Juice,/oman/restaurant/682255/rainbow-juice?aid=9567,"Desserts, Juices"
Royal Bite Cafe,/oman/restaurant/663859/royal-bite-cafe-al-khaboura-street?aid=9567,"Sandwiches, Beverages, Burgers"
Shafan Cafe,/oman/restaurant/663889/shafan-cafe-al-khaboura-souq?aid=9567,"Sandwiches, Beverages, Burgers"
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=9567,Charity
Dallat kookh al shaay,/oman/restaurant/703188/dallat-kookh-al-shaay-al-khaburah?aid=9567,"Burgers, Sandwiches, Beverages"
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=9567,Charity
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=9567,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=9567,Charity
