Name,Href,Cuisines
Ajeen,/oman/restaurant/691666/ajeen-hayy-asim?aid=2631,"Manaqeesh, Pastries, Sandwiches, Saj"
Mahshi Palace,/oman/restaurant/732117/mahshi-palace-al-tharamid?aid=2631,Egyptian
40 Café,/oman/restaurant/731595/40-caf-samhan?aid=2631,"Cafe, Coffee, Sandwiches"
Al Jabri Kitchen And Restaurant,/oman/restaurant/653205/al-jabri-kitchen-and-restaurant-haradi?aid=2631,"Shawarma, Pies, Grills"
Mango Talaat,/oman/restaurant/30514/mango-talaat-barkabarka-grand-mall?aid=2631,"Desserts, Juices, Fruits"
Asghar Ali,/oman/restaurant/601057/asghar-alial-tharamid?aid=2631,Perfumes
Al Haramain Perfumes L.L.C,/oman/restaurant/676885/al-haramain-perfumes-llc-barka-samhan?aid=2631,Perfumes
Al Fairoz,/oman/restaurant/702517/al-fairoz-al-tharamid?aid=2631,"Sandwiches, Juices, Shawarma"
Luqaimat,/oman/restaurant/52435/luqaimat-haradi?aid=2631,"Arabic sweets, Desserts"
Aventus,/oman/restaurant/638120/aventus-barka?aid=2631,"Desserts, Beverages, Pancakes"
Breezes Rose,/oman/flower/42186/breezes-rose-al-tharamid?aid=2631,Flowers
Falafel And Foul House,/oman/restaurant/644632/falafel-and-foul-house-abu-al-nakheel?aid=2631,"Sandwiches, Desserts, Beverages"
Shahad AL Jazeera,/oman/restaurant/39659/shahad-al-jazeera-barka?aid=2631,"Desserts, Arabic, Arabic sweets"
Manah Social Team,/oman/restaurant/712459/manah-social-team-ghala?aid=2631,Charity
Association Of Early Intervention For Children With Disability,/oman/restaurant/701377/association-of-early-intervention-for-children-with-disability?aid=2631,Charity
Oman Cancer Association,/oman/restaurant/642306/oman-cancer-association?aid=2631,Charity
Bumble Berry,/oman/restaurant/719065/bumble-berry-halban?aid=2631,"Juices, Burgers, Sandwiches"
Atta Hifz Al Neama,/oman/restaurant/641026/atta-hifz-al-neama?aid=2631,Charity
Al Rahma Association for Motherhood and Child Welfare,/oman/restaurant/630907/al-rahma-association-for-motherhood-and-child-welfare-bawshar?aid=2631,Charity
Dar Al Atta,/oman/restaurant/611892/dar-al-atta?aid=2631,Charity
Bahjah Orphans Society,/oman/restaurant/650599/bahjah-orphans-society?aid=2631,Charity
Madrid Tea,/oman/restaurant/688816/madrid-tea-al-tharamid?aid=2631,"Crepes, Desserts, Beverages"
Scientific Pharmacy,/oman/pharmacy/659969/scientific-pharmacy-barka?aid=2631,Pharmacy
2H Coffee,/oman/restaurant/637193/2h-coffee-hay-al-salam?aid=2631,"Beverages, Cakes, Desserts"
Al Mahroosa Bakery,/oman/restaurant/720687/al-mahroosa-al-tharamid?aid=2631,Bakery
Association for the Welfare of the Handicapped Children,/oman/restaurant/630906/association-for-the-welfare-of-the-handicapped-children?aid=2631,Charity
Al Saad Tea,/oman/restaurant/698924/al-saad-tea-barka-al-suq?aid=2631,"Sandwiches, Pastries, Burgers"
Tea & Donuts,/oman/restaurant/699700/tea-donuts-al-tharamid?aid=2631,"Donuts, Desserts, Cafe"
Halawiyat Al Iftar,/oman/restaurant/722462/halawiyat-al-iftar-al-maragh?aid=2631,"Desserts, Bakery, Pastries"
National Initiative For Plantation of 10 Million Trees,/oman/restaurant/701789/national-initiative-for-plantation-of-10-million-trees?aid=2631,Charity
Tarneem Tea,/oman/restaurant/719217/tarneem-tea-al-tharamid?aid=2631,"Breakfast, Sandwiches, Beverages"
Environment Society of Oman,/oman/restaurant/641624/environment-society-of-oman?aid=2631,Charity
Ahmed Almaghribi,/oman/restaurant/671464/ahmed-almaghribi-arka?aid=2631,Perfumes
Shaghf,/oman/restaurant/620569/shaghf-barka-haradi?aid=2631,"Beverages, Coffee, Cafe"
Deers Cafe,/oman/restaurant/620292/deers-cafe-haradi?aid=2631,"Beverages, Smoothies, Coffee"
Khayrat al jazeera,/oman/grocery/612646/khayrat-al-jazeera-hay-al-salam?aid=2631,"Specialty Store , Fruits and Vegetables"
Loco juice,/oman/restaurant/729648/loco-juice-al-tharamid?aid=2631,"Juices, Pancakes, Milkshakes"
AL HANEEN,/oman/restaurant/718575/al-haneen-muraysi?aid=2631,"Pastries, Beverages, Bakery"
Carrefour,/oman/grocery/35150/carrefour-barka-muscat?aid=2631,"Hypermarket, Grocery"
The Face Shop,/oman/restaurant/661259/the-face-shop-hayy-asim-?aid=2631,cosmetics
